Latitude	Longitude	PrDM	T090C	FlECO-AFL	TimeS	TimeJ	DepSM	Sal00	Potemp090C	Density00	Sigma-é00	Sigma-t00	Sbeox0ML/L	Sbeox0PS	OxsolML/L	OxsatML/L	Gsw_saA0	Gsw_deltasaA0	Gsw_ctA0	Gsw_densityA0	Gsw_sigma0A0	Gsw_sigma1A0	Gsw_sigma2A0	Gsw_sigma3A0	Gsw_sigma4A0	Gsw_specvolA0	Gsw_svolanomA0	Gsw_srA0	Gsw_ieA0	Nbin
58.27488	11.48426	2.019	4.3695	1.3790	64.236	344.648128	2.000	14.8183	4.3694	1011.7641	11.7544	11.7544	7.4952	91.146	8.22064	8.22326	14.9383	5.0166e-02	4.5433	1011.8001	11.7904	16.5431	21.1892	25.7305	30.1687	9.8834e-04	1.5682e-05	14.8881	18036.2227	14
58.27488	11.48426	2.523	5.1805	1.3888	65.240	344.648139	2.500	19.4385	5.1803	1015.3579	15.3460	15.3460	7.3514	94.042	7.81782	7.82250	19.5689	3.8681e-02	5.3341	1015.3858	15.3738	20.0660	24.6532	29.1371	33.5196	9.8485e-04	1.2201e-05	19.5302	21193.3135	24
58.27490	11.48426	3.028	6.2801	1.3274	66.211	344.648151	3.000	24.7771	6.2799	1019.4713	19.4572	19.4571	6.8047	92.648	7.34435	7.35053	24.9194	2.5411e-02	6.4002	1019.4905	19.4763	24.0961	28.6128	33.0282	37.3442	9.8088e-04	8.2345e-06	24.8940	25449.2640	23
58.27490	11.48426	3.533	6.3962	1.1370	67.123	344.648161	3.500	25.3203	6.3959	1019.8889	19.8724	19.8724	6.6494	91.115	7.29779	7.30406	25.4638	2.4061e-02	6.5115	1019.9072	19.8907	24.5032	29.0128	33.4214	37.7307	9.8048e-04	7.8359e-06	25.4397	25893.5074	21
58.27490	11.48428	4.038	6.5161	0.9488	68.065	344.648172	4.000	26.3895	6.5158	1020.7193	20.7005	20.7005	6.5408	90.519	7.22597	7.23261	26.5353	2.1403e-02	6.6198	1020.7360	20.7172	25.3182	29.8167	34.2144	38.5133	9.7969e-04	7.0422e-06	26.5139	26326.2940	24
58.27490	11.48428	4.542	6.5441	0.8565	69.044	344.648183	4.500	26.7778	6.5438	1021.0240	21.0029	21.0029	6.5071	90.342	7.20270	7.20950	26.9245	2.0438e-02	6.6434	1021.0401	21.0190	25.6163	30.1111	34.5052	38.8007	9.7939e-04	6.7526e-06	26.9041	26420.2818	23
58.27490	11.48428	5.047	6.5883	0.8067	69.993	344.648194	5.000	26.9204	6.5879	1021.1335	21.1100	21.1100	6.3792	88.742	7.18845	7.19523	27.0674	2.0084e-02	6.6862	1021.1493	21.1259	25.7210	30.2136	34.6056	38.8991	9.7929e-04	6.6501e-06	27.0473	26591.3079	23
58.27490	11.48428	5.552	6.7051	0.8015	70.951	344.648205	5.500	27.1915	6.7047	1021.3354	21.3097	21.3096	6.2435	87.245	7.15603	7.16273	27.3391	1.9410e-02	6.8008	1021.3509	21.3251	25.9151	30.4029	34.7902	39.0790	9.7910e-04	6.4592e-06	27.3197	27048.6581	23
58.27490	11.48428	6.056	6.9520	0.7880	71.890	344.648216	6.000	27.6511	6.9515	1021.6699	21.6419	21.6418	6.0714	85.594	7.09327	7.09970	27.7997	1.8267e-02	7.0441	1021.6847	21.6566	26.2369	30.7152	35.0934	39.3734	9.7878e-04	6.1415e-06	27.7815	28019.9926	22
58.27490	11.48428	6.561	7.0457	0.7928	72.790	344.648227	6.500	27.8279	7.0452	1021.7998	21.7694	21.7693	5.9945	84.792	7.06961	7.07594	27.9770	1.7828e-02	7.1364	1021.8143	21.7839	26.3606	30.8353	35.2100	39.4866	9.7865e-04	6.0197e-06	27.9591	28388.2778	21
58.27490	11.48428	7.066	7.5107	0.7456	73.701	344.648237	7.000	28.5971	7.5100	1022.3471	22.3146	22.3145	5.9452	85.436	6.95895	6.96472	28.7478	1.5916e-02	7.5947	1022.3605	22.3280	26.8874	31.3454	35.7038	39.9648	9.7813e-04	5.4990e-06	28.7319	30217.7272	23
58.27490	11.48428	7.570	7.8006	0.6539	74.668	344.648248	7.500	29.5123	7.7999	1023.0295	22.9947	22.9946	6.0318	87.784	6.87134	6.87696	29.6651	1.3641e-02	7.8737	1023.0415	23.0067	27.5521	31.9965	36.3419	40.5901	9.7748e-04	4.8503e-06	29.6514	31331.8087	24
58.27490	11.48428	8.075	7.9046	0.5803	75.679	344.648260	8.000	30.1568	7.9039	1023.5231	23.4861	23.4860	6.1196	89.649	6.82630	6.83200	30.3111	1.2039e-02	7.9688	1023.5341	23.4970	28.0351	32.4723	36.8107	41.0523	9.7701e-04	4.3821e-06	30.2990	31711.3648	25
