Latitude	Longitude	PrDM	T090C	FlECO-AFL	TimeS	TimeJ	DepSM	Sal00	Potemp090C	Density00	Sigma-é00	Sigma-t00	Sbeox0ML/L	Sbeox0PS	OxsolML/L	OxsatML/L	Gsw_saA0	Gsw_deltasaA0	Gsw_ctA0	Gsw_densityA0	Gsw_sigma0A0	Gsw_sigma1A0	Gsw_sigma2A0	Gsw_sigma3A0	Gsw_sigma4A0	Gsw_specvolA0	Gsw_svolanomA0	Gsw_srA0	Gsw_ieA0	Nbin
58.28506	11.50136	2.019	5.3087	1.3019	46.901	344.617568	2.000	20.1216	5.3086	1015.8920	15.8824	15.8824	6.6313	85.531	7.75127	7.75637	20.2535	3.6983e-02	5.4628	1015.9185	15.9089	20.5915	25.1692	29.6440	34.0176	9.8433e-04	1.1676e-05	20.2165	21706.9926	14
58.28506	11.50136	2.523	6.3223	1.2040	47.944	344.617580	2.500	25.0636	6.3221	1019.6894	19.6776	19.6776	6.3649	86.916	7.32359	7.32985	25.2064	2.4699e-02	6.4394	1019.7081	19.6963	24.3128	28.8263	33.2385	37.5516	9.8067e-04	8.0233e-06	25.1818	25605.7151	26
58.28506	11.50136	3.028	6.4795	1.0326	49.115	344.617594	3.000	26.2311	6.4793	1020.5941	20.5800	20.5799	6.3595	87.840	7.23976	7.24638	26.3766	2.1797e-02	6.5849	1020.6110	20.5969	25.2001	29.7007	34.1004	38.4013	9.7981e-04	7.1576e-06	26.3548	26186.6683	29
58.28506	11.50136	3.533	6.5538	0.8775	50.244	344.617607	3.500	26.7480	6.5535	1020.9947	20.9783	20.9783	6.1250	85.039	7.20248	7.20924	26.8946	2.0512e-02	6.6536	1021.0108	20.9944	25.5917	30.0865	34.4806	38.7761	9.7942e-04	6.7761e-06	26.8741	26461.1751	24
58.28506	11.50136	4.038	6.9360	0.8124	51.221	344.617618	4.000	27.6172	6.9357	1021.6357	21.6170	21.6169	5.9339	83.603	7.09762	7.10407	27.7658	1.8351e-02	7.0285	1021.6505	21.6318	26.2128	30.6917	35.0705	39.3511	9.7881e-04	6.1652e-06	27.7475	27957.7202	23
58.28506	11.50136	4.542	7.1968	0.7643	52.166	344.617629	4.500	28.0792	7.1964	1021.9692	21.9482	21.9482	5.8170	82.707	7.03319	7.03934	28.2288	1.7203e-02	7.2856	1021.9833	21.9624	26.5333	31.0026	35.3719	39.6434	9.7849e-04	5.8486e-06	28.2116	28984.1127	23
58.28506	11.50136	5.047	7.4508	0.7090	53.148	344.617641	5.000	28.4730	7.4504	1022.2485	22.2252	22.2252	5.7985	83.146	6.97401	6.97984	28.6235	1.6224e-02	7.5363	1022.2621	22.2388	26.8006	31.2609	35.6216	39.8847	9.7822e-04	5.5841e-06	28.6073	29984.8594	24
58.28506	11.50136	5.552	7.7597	0.6774	54.164	344.617652	5.500	28.9337	7.7592	1022.5719	22.5463	22.5463	5.6973	82.523	6.90379	6.90921	29.0852	1.5079e-02	7.8411	1022.5848	22.5593	27.1101	31.5597	35.9101	40.1633	9.7791e-04	5.2776e-06	29.0701	31201.6998	25
58.28506	11.50136	6.056	7.8796	0.6018	55.225	344.617665	6.000	29.1492	7.8790	1022.7271	22.6992	22.6992	5.6288	81.872	6.87520	6.88048	29.3012	1.4543e-02	7.9587	1022.7397	22.7119	27.2582	31.7035	36.0497	40.2987	9.7777e-04	5.1318e-06	29.2866	31671.0149	26
58.28506	11.50136	6.561	7.9505	0.5528	56.338	344.617678	6.500	29.3822	7.9499	1022.9025	22.8724	22.8723	5.7115	83.336	6.85365	6.85890	29.5347	1.3964e-02	8.0266	1022.9148	22.8846	27.4275	31.8694	36.2123	40.4583	9.7760e-04	4.9668e-06	29.5208	31942.2132	27
