Latitude	Longitude	PrDM	T090C	FlECO-AFL	TimeS	TimeJ	DepSM	Sal00	Potemp090C	Density00	Sigma-é00	Sigma-t00	Sbeox0ML/L	Sbeox0PS	OxsolML/L	OxsatML/L	Gsw_saA0	Gsw_deltasaA0	Gsw_ctA0	Gsw_densityA0	Gsw_sigma0A0	Gsw_sigma1A0	Gsw_sigma2A0	Gsw_sigma3A0	Gsw_sigma4A0	Gsw_specvolA0	Gsw_svolanomA0	Gsw_srA0	Gsw_ieA0	Nbin
58.36022	11.58339	2.019	6.5926	0.7031	54.334	345.468997	2.000	26.0160	6.5924	1020.4075	20.3982	20.3981	6.2347	86.233	7.23066	7.23694	26.1610	2.2332e-02	6.7020	1020.4248	20.4154	25.0175	29.5169	33.9155	38.2154	9.7998e-04	7.3317e-06	26.1387	26654.3636	15
58.36022	11.58343	2.523	6.7272	0.6048	63.492	345.469103	2.500	26.3611	6.7270	1020.6658	20.6541	20.6541	5.8609	81.492	7.19151	7.19770	26.5069	2.1474e-02	6.8338	1020.6826	20.6709	25.2669	29.7604	34.1533	38.4476	9.7974e-04	7.0865e-06	26.4854	27180.4456	39
58.36022	11.58347	3.028	7.1483	0.5369	68.342	345.469159	3.000	27.2681	7.1480	1021.3308	21.3168	21.3168	5.6505	79.826	7.07888	7.08471	27.4159	1.9219e-02	7.2475	1021.3463	21.3323	25.9107	30.3872	34.7637	39.0420	9.7910e-04	6.4522e-06	27.3967	28832.0284	52
58.36022	11.58348	3.533	7.4198	0.4741	70.907	345.469189	3.500	27.5806	7.4195	1021.5449	21.5285	21.5285	5.5649	79.270	7.01998	7.02543	27.7291	1.8442e-02	7.5175	1021.5599	21.5436	26.1130	30.5807	34.9486	39.2187	9.7889e-04	6.2497e-06	27.7107	29909.8396	53
58.36022	11.58349	4.038	7.7659	0.4287	73.215	345.469215	4.000	27.9806	7.7655	1021.8167	21.7981	21.7980	5.4640	78.665	6.94591	6.95087	28.1300	1.7448e-02	7.8612	1021.8312	21.8126	26.3706	30.8272	35.1843	39.4440	9.7864e-04	5.9920e-06	28.1126	31281.5624	54
58.36022	11.58350	4.542	7.8126	0.4147	75.393	345.469241	4.500	28.3092	7.8122	1022.0701	22.0492	22.0492	5.5779	80.569	6.92382	6.92884	28.4593	1.6632e-02	7.9034	1022.0841	22.0632	26.6176	31.0706	35.4244	39.6808	9.7839e-04	5.7522e-06	28.4427	31450.1920	49
58.36022	11.58350	5.047	8.6660	0.4007	77.027	345.469260	5.000	29.7612	8.6655	1023.0911	23.0680	23.0679	5.5963	83.193	6.72712	6.73112	29.9146	1.3022e-02	8.7412	1023.1030	23.0799	27.6033	32.0262	36.3507	40.5789	9.7742e-04	4.7801e-06	29.9016	34794.8239	27
58.36022	11.58350	5.552	9.1225	0.3246	78.144	345.469272	5.500	30.6582	9.1219	1023.7268	23.7015	23.7014	5.6188	84.874	6.62019	6.62368	30.8135	1.0792e-02	9.1858	1023.7375	23.7122	28.2184	32.6246	36.9330	41.1457	9.7681e-04	4.1766e-06	30.8027	36569.5380	26
58.36022	11.58350	6.056	9.3912	0.2692	79.215	345.469285	6.000	31.5521	9.3906	1024.3862	24.3587	24.3586	5.6203	85.899	6.54289	6.54621	31.7094	8.5706e-03	9.4408	1024.3954	24.3678	28.8614	33.2554	37.5519	41.7531	9.7618e-04	3.5516e-06	31.7009	37587.4122	25
58.36022	11.58350	6.561	9.1931	0.1908	80.234	345.469297	6.500	31.9791	9.1924	1024.7534	24.7236	24.7235	5.8067	88.604	6.55353	6.55741	32.1374	7.5090e-03	9.2346	1024.7617	24.7319	29.2267	33.6219	37.9196	42.1219	9.7584e-04	3.2048e-06	32.1299	36764.2433	24
