Latitude	Longitude	PrDM	T090C	FlECO-AFL	TimeS	TimeJ	DepSM	Sal00	Potemp090C	Density00	Sigma-é00	Sigma-t00	Sbeox0ML/L	Sbeox0PS	OxsolML/L	OxsatML/L	Gsw_saA0	Gsw_deltasaA0	Gsw_ctA0	Gsw_densityA0	Gsw_sigma0A0	Gsw_sigma1A0	Gsw_sigma2A0	Gsw_sigma3A0	Gsw_sigma4A0	Gsw_specvolA0	Gsw_svolanomA0	Gsw_srA0	Gsw_ieA0	Nbin
58.32728	11.55108	2.019	6.9197	0.6893	52.044	345.599329	2.000	26.7417	6.9195	1020.9396	20.9302	20.9302	6.1482	86.086	7.14171	7.14771	26.8883	2.0528e-02	7.0234	1020.9558	20.9464	25.5347	30.0206	34.4063	38.6936	9.7947e-04	6.8223e-06	26.8678	27937.3003	14
58.32728	11.55108	2.523	7.5347	0.6377	53.084	345.599341	2.500	27.9593	7.5345	1021.8230	21.8113	21.8113	6.2795	89.914	6.98392	6.98933	28.1086	1.7501e-02	7.6283	1021.8374	21.8258	26.3895	30.8516	35.2141	39.4790	9.7863e-04	5.9793e-06	28.0911	30351.9821	25
58.32728	11.55108	3.028	7.6262	0.5462	54.116	345.599353	3.000	28.1605	7.6259	1021.9713	21.9573	21.9573	6.4762	93.050	6.96005	6.96538	28.3103	1.7001e-02	7.7178	1021.9855	21.9715	26.5315	30.9900	35.3489	39.6104	9.7849e-04	5.8398e-06	28.2933	30709.1101	24
58.32728	11.55108	3.533	7.9455	0.5360	55.110	345.599365	3.500	28.4771	7.9452	1022.1796	22.1634	22.1633	6.7629	98.085	6.89505	6.89989	28.6275	1.6214e-02	8.0352	1022.1934	22.1771	26.7270	31.1757	35.5253	39.7776	9.7829e-04	5.6430e-06	28.6113	31976.3035	24
58.32726	11.55110	4.038	8.1136	0.4832	56.095	345.599376	4.000	28.7969	8.1132	1022.4098	22.3912	22.3912	6.7680	98.743	6.85432	6.85897	28.9481	1.5419e-02	8.1999	1022.4231	22.4046	26.9481	31.3905	35.7340	39.9805	9.7807e-04	5.4255e-06	28.9327	32633.8353	24
58.32726	11.55110	4.542	8.3541	0.4190	57.123	345.599388	4.500	29.5270	8.3537	1022.9505	22.9297	22.9296	7.1784	105.805	6.78474	6.78925	29.6799	1.3604e-02	8.4310	1022.9627	22.9419	27.4742	31.9058	36.2388	40.4751	9.7755e-04	4.9119e-06	29.6663	33556.3510	25
58.32726	11.55110	5.047	8.8459	0.4031	58.181	345.599400	5.000	30.7849	8.8454	1023.8657	23.8427	23.8426	7.0695	106.223	6.65558	6.65966	30.9406	1.0477e-02	8.9058	1023.8760	23.8530	28.3645	32.7759	37.0893	41.3068	9.7668e-04	4.0422e-06	30.9301	35451.7102	25
58.32726	11.55110	5.552	8.7450	0.3225	59.217	345.599412	5.500	31.2713	8.7445	1024.2637	24.2384	24.2383	7.4476	112.000	6.64961	6.65409	31.4280	9.2685e-03	8.7965	1024.2731	24.2477	28.7579	33.1681	37.4802	41.6965	9.7630e-04	3.6658e-06	31.4187	35015.5677	25
58.32728	11.55110	6.056	8.7835	0.3029	60.214	345.599424	6.000	31.4409	8.7829	1024.3930	24.3654	24.3653	7.6653	115.501	6.63659	6.64107	31.5980	8.8469e-03	8.8323	1024.4021	24.3745	28.8825	33.2906	37.6007	41.8150	9.7618e-04	3.5451e-06	31.5892	35158.5728	24
58.32728	11.55110	6.561	8.8571	0.2841	61.197	345.599435	6.500	31.5377	8.8564	1024.4598	24.4300	24.4299	8.0976	122.292	6.62155	6.62592	31.6950	8.6064e-03	8.9046	1024.4688	24.4389	28.9446	33.3503	37.6582	41.8703	9.7612e-04	3.4838e-06	31.6864	35447.0312	23
