Latitude	Longitude	PrDM	T090C	FlECO-AFL	TimeS	TimeJ	DepSM	Sal00	Potemp090C	Density00	Sigma-é00	Sigma-t00	Sbeox0ML/L	Sbeox0PS	OxsolML/L	OxsatML/L	Gsw_saA0	Gsw_deltasaA0	Gsw_ctA0	Gsw_densityA0	Gsw_sigma0A0	Gsw_sigma1A0	Gsw_sigma2A0	Gsw_sigma3A0	Gsw_sigma4A0	Gsw_specvolA0	Gsw_svolanomA0	Gsw_srA0	Gsw_ieA0	Nbin
58.26816	11.28994	1.009	6.9611	0.8631	48.622	344.492843	1.000	28.6974	6.9610	1022.4679	22.4632	22.4633	4.8580	68.974	7.04314	7.05010	28.8483	1.5667e-02	7.0399	1022.4810	22.4763	27.0483	31.5184	35.8887	40.1610	9.7801e-04	5.3565e-06	28.8327	28003.3158	4
58.26816	11.28989	1.514	6.9724	0.8385	52.198	344.492884	1.500	28.7036	6.9723	1022.4737	22.4667	22.4667	4.9472	70.263	7.04100	7.04795	28.8546	1.5651e-02	7.0512	1022.4868	22.4798	27.0514	31.5213	35.8912	40.1633	9.7801e-04	5.3532e-06	28.8389	28048.2907	30
58.26816	11.28986	2.019	6.9743	0.8496	55.826	344.492926	2.000	28.7097	6.9741	1022.4806	22.4713	22.4713	5.0523	71.761	7.04040	7.04735	28.8607	1.5636e-02	7.0530	1022.4937	22.4843	27.0559	31.5256	35.8955	40.1675	9.7800e-04	5.3489e-06	28.8451	28055.5347	30
58.26816	11.28984	2.523	6.9753	0.8719	57.358	344.492944	2.500	28.7110	6.9751	1022.4839	22.4722	22.4722	5.1748	73.504	7.04017	7.04712	28.8620	1.5633e-02	7.0540	1022.4969	22.4852	27.0568	31.5265	35.8963	40.1683	9.7800e-04	5.3481e-06	28.8464	28059.5195	25
58.26816	11.28984	3.028	6.9733	0.8923	58.151	344.492953	3.000	28.7068	6.9730	1022.4832	22.4692	22.4692	5.2336	74.333	7.04070	7.04765	28.8578	1.5643e-02	7.0519	1022.4962	22.4822	27.0538	31.5236	35.8935	40.1655	9.7800e-04	5.3510e-06	28.8422	28051.2693	17
58.26817	11.28983	3.533	6.9820	0.8917	58.815	344.492961	3.500	28.7307	6.9817	1022.5032	22.4869	22.4868	5.3118	75.472	7.03816	7.04511	28.8817	1.5584e-02	7.0604	1022.5162	22.4999	27.0711	31.5405	35.9100	40.1817	9.7798e-04	5.3342e-06	28.8661	28085.0225	17
58.26818	11.28982	4.038	6.9892	0.9411	59.638	344.492970	4.000	28.7410	6.9889	1022.5128	22.4941	22.4941	5.4963	78.111	7.03652	7.04345	28.8921	1.5558e-02	7.0674	1022.5258	22.5071	27.0780	31.5472	35.9165	40.1879	9.7797e-04	5.3273e-06	28.8765	28113.0836	24
58.26818	11.28981	4.542	7.0306	0.9293	60.984	344.492986	4.500	28.8529	7.0302	1022.5979	22.5769	22.5769	5.5147	78.506	7.02460	7.03150	29.0042	1.5280e-02	7.1076	1022.6107	22.5897	27.1588	31.6261	35.9937	40.2634	9.7789e-04	5.2484e-06	28.9889	28273.4854	38
58.26818	11.28980	5.047	7.0600	0.9077	62.455	344.493003	5.000	28.9089	7.0596	1022.6406	22.6173	22.6172	5.8098	82.792	7.01722	7.02409	29.0604	1.5141e-02	7.1364	1022.6533	22.6300	27.1979	31.6642	36.0306	40.2993	9.7785e-04	5.2099e-06	29.0452	28388.5337	28
58.26816	11.28980	5.552	7.2351	0.9391	63.336	344.493013	5.500	29.5449	7.2346	1023.1204	23.0948	23.0947	6.1370	88.179	6.95981	6.96663	29.6978	1.3560e-02	7.3040	1023.1321	23.1065	27.6653	32.1226	36.4804	40.7408	9.7739e-04	4.7547e-06	29.6842	29057.7075	17
