Latitude	Longitude	PrDM	T090C	FlECO-AFL	TimeS	TimeJ	DepSM	Sal00	Potemp090C	Density00	Sigma-é00	Sigma-t00	Sbeox0ML/L	Sbeox0PS	OxsolML/L	OxsatML/L	Gsw_saA0	Gsw_deltasaA0	Gsw_ctA0	Gsw_densityA0	Gsw_sigma0A0	Gsw_sigma1A0	Gsw_sigma2A0	Gsw_sigma3A0	Gsw_sigma4A0	Gsw_specvolA0	Gsw_svolanomA0	Gsw_srA0	Gsw_ieA0	Nbin
58.38972	11.56712	2.019	6.9131	0.5134	49.713	345.546027	2.000	26.5370	6.9129	1020.7803	20.7709	20.7709	5.1928	72.612	7.15187	7.15778	26.6831	2.1037e-02	7.0196	1020.7968	20.7874	25.3774	29.8650	34.2523	38.5411	9.7963e-04	6.9746e-06	26.6621	27922.1753	14
58.38972	11.56712	2.524	6.7510	0.5127	50.686	345.546038	2.500	26.2217	6.7508	1020.5535	20.5418	20.5418	5.4287	75.460	7.19406	7.20013	26.3672	2.1820e-02	6.8597	1020.5705	20.5588	25.1553	29.6493	34.0427	38.3374	9.7984e-04	7.1941e-06	26.3453	27283.6274	23
58.38972	11.56712	3.028	6.9041	0.5215	51.646	345.546049	3.000	26.5073	6.9039	1020.7626	20.7485	20.7485	5.6214	78.569	7.15485	7.16077	26.6534	2.1111e-02	7.0108	1020.7791	20.7651	25.3555	29.8436	34.2313	38.5206	9.7964e-04	6.9961e-06	26.6323	27886.9673	22
58.38971	11.56712	3.533	6.8355	0.5658	52.607	345.546060	3.500	26.3792	6.8352	1020.6723	20.6559	20.6558	5.8544	81.621	7.17240	7.17838	26.5250	2.1429e-02	6.9431	1020.6890	20.6726	25.2658	29.7565	34.1467	38.4384	9.7973e-04	7.0849e-06	26.5036	27616.5357	24
58.38970	11.56712	4.038	6.7850	0.5784	53.608	345.546072	4.000	26.3400	6.7847	1020.6497	20.6309	20.6309	6.0965	84.878	7.18272	7.18878	26.4857	2.1526e-02	6.8924	1020.6665	20.6478	25.2425	29.7347	34.1264	38.4196	9.7975e-04	7.1088e-06	26.4642	27414.4712	24
58.38970	11.56713	4.542	7.0872	0.5987	54.645	345.546084	4.500	26.9778	7.0868	1021.1168	21.0958	21.0957	6.2883	88.551	7.10273	7.10853	27.1249	1.9941e-02	7.1894	1021.1327	21.1117	25.6940	30.1741	34.5541	38.8359	9.7930e-04	6.6639e-06	27.1050	28599.9104	26
58.38970	11.56714	5.047	8.0855	0.6020	55.718	345.546096	5.000	28.5519	8.0850	1022.2263	22.2031	22.2030	6.6520	96.838	6.86974	6.87433	28.7026	1.6028e-02	8.1751	1022.2400	22.2168	26.7628	31.2077	35.5536	39.8024	9.7824e-04	5.6053e-06	28.6866	32534.7018	26
58.38970	11.56714	5.552	8.2983	0.5486	56.776	345.546109	5.500	28.8966	8.2978	1022.4693	22.4439	22.4438	7.2049	105.630	6.82120	6.82554	29.0480	1.5171e-02	8.3843	1022.4826	22.4571	26.9955	31.4330	35.7717	40.0136	9.7801e-04	5.3754e-06	29.0329	33370.0834	24
58.38970	11.56714	6.056	8.5496	0.4675	57.809	345.546120	6.000	29.2608	8.5491	1022.7213	22.6936	22.6935	7.7146	114.016	6.76648	6.77049	29.4131	1.4266e-02	8.6319	1022.7341	22.7063	27.2361	31.6652	35.9958	40.2299	9.7777e-04	5.1372e-06	29.3988	34358.4422	25
58.38970	11.56714	6.561	8.8253	0.4551	58.826	345.546132	6.500	29.6542	8.8247	1022.9913	22.9613	22.9612	8.1699	121.811	6.70757	6.71122	29.8074	1.3288e-02	8.9032	1023.0035	22.9735	27.4940	31.9141	36.2359	40.4615	9.7751e-04	4.8820e-06	29.7941	35441.3403	24
58.38970	11.56714	7.066	9.3850	0.3750	59.824	345.546144	7.000	30.7460	9.3843	1023.7618	23.7297	23.7296	8.6309	131.221	6.57804	6.58106	30.9015	1.0574e-02	9.4480	1023.7724	23.7403	28.2399	32.6399	36.9421	41.1488	9.7678e-04	4.1501e-06	30.8909	37616.4024	24
58.38970	11.56715	7.571	9.7482	0.2663	60.819	345.546155	7.500	31.6414	9.7474	1024.4059	24.3716	24.3715	9.0269	139.139	6.48789	6.49057	31.7989	8.3486e-03	9.7974	1024.4151	24.3808	28.8658	33.2514	37.5399	41.7333	9.7617e-04	3.5395e-06	31.7906	39011.0397	24
58.38970	11.56716	8.075	9.8720	0.1931	61.814	345.546167	8.000	31.9142	9.8711	1024.6010	24.5645	24.5643	9.6529	149.453	6.45899	6.46153	32.0724	7.6704e-03	9.9168	1024.6098	24.5732	29.0534	33.4345	37.7186	41.9077	9.7598e-04	3.3564e-06	32.0647	39487.5831	24
58.38970	11.56716	8.580	10.0703	0.1630	62.817	345.546178	8.500	32.2317	10.0694	1024.8184	24.7795	24.7794	10.2862	160.276	6.41798	6.42028	32.3906	6.8811e-03	10.1100	1024.8266	24.7878	29.2614	33.6360	37.9138	42.0970	9.7578e-04	3.1521e-06	32.3837	40258.9594	24
58.38970	11.56716	9.085	10.1783	0.1394	63.843	345.546190	9.000	32.6727	10.1773	1025.1465	25.1055	25.1053	10.7748	168.756	6.38487	6.38712	32.8326	5.7849e-03	10.2102	1025.1540	25.1129	29.5810	33.9502	38.2228	42.4009	9.7546e-04	2.8428e-06	32.8268	40658.8073	25
58.38970	11.56716	9.589	10.2803	0.1071	64.870	345.546202	9.500	32.8871	10.2792	1025.2988	25.2555	25.2553	11.1841	175.799	6.36201	6.36414	33.0475	5.2519e-03	10.3084	1025.3058	25.2626	29.7269	34.0925	38.3615	42.5363	9.7532e-04	2.7006e-06	33.0422	41051.0107	25
58.38970	11.56716	10.094	10.3256	0.0874	65.898	345.546214	10.000	33.0927	10.3245	1025.4536	25.4081	25.4079	11.7700	185.431	6.34741	6.34953	33.2535	4.7410e-03	10.3500	1025.4603	25.4147	29.8766	34.2398	38.5066	42.6791	9.7517e-04	2.5560e-06	33.2488	41216.9198	24
58.38970	11.56717	10.599	10.3130	0.0678	67.037	345.546227	10.500	33.2320	10.3118	1025.5666	25.5188	25.5186	11.3608	179.093	6.34349	6.34568	33.3931	4.3948e-03	10.3347	1025.5730	25.5252	29.9864	34.3489	38.6149	42.7868	9.7507e-04	2.4510e-06	33.3887	41155.9384	35
58.38970	11.56718	11.104	10.3427	0.0538	68.808	345.546248	11.000	33.2877	10.3414	1025.6073	25.5572	25.5570	11.0794	174.832	6.33717	6.33932	33.4489	4.2564e-03	10.3633	1025.6136	25.5635	30.0236	34.3851	38.6502	42.8211	9.7503e-04	2.4148e-06	33.4446	41270.1096	46
58.38970	11.56718	11.608	10.3466	0.0347	70.794	345.546271	11.500	33.3114	10.3453	1025.6274	25.5750	25.5748	10.6051	167.386	6.33566	6.33782	33.4727	4.1973e-03	10.3668	1025.6337	25.5813	30.0411	34.4024	38.6672	42.8379	9.7501e-04	2.3979e-06	33.4685	41283.9621	50
58.38970	11.56719	12.113	10.3427	0.0318	73.169	345.546298	12.000	33.3774	10.3413	1025.6818	25.6272	25.6269	10.0824	159.191	6.33353	6.33572	33.5388	4.0334e-03	10.3615	1025.6879	25.6333	30.0927	34.4536	38.7181	42.8884	9.7496e-04	2.3487e-06	33.5347	41263.0544	33
