Latitude	Longitude	PrDM	T090C	FlECO-AFL	TimeS	TimeJ	DepSM	Sal00	Potemp090C	Density00	Sigma-é00	Sigma-t00	Sbeox0ML/L	Sbeox0PS	OxsolML/L	OxsatML/L	Gsw_saA0	Gsw_deltasaA0	Gsw_ctA0	Gsw_densityA0	Gsw_sigma0A0	Gsw_sigma1A0	Gsw_sigma2A0	Gsw_sigma3A0	Gsw_sigma4A0	Gsw_specvolA0	Gsw_svolanomA0	Gsw_srA0	Gsw_ieA0	Nbin
58.28748	11.49410	2.019	6.3343	1.0391	92.207	344.608232	2.000	24.7805	6.3341	1019.4638	19.4543	19.4543	5.9315	80.873	7.33452	7.34060	24.9228	2.5403e-02	6.4552	1019.4829	19.4735	24.0919	28.6071	33.0212	37.3359	9.8089e-04	8.2370e-06	24.8974	25669.0414	16
58.28748	11.49410	2.523	6.5133	0.9903	93.293	344.608244	2.500	25.6697	6.5131	1020.1461	20.1344	20.1343	5.8253	80.225	7.26094	7.26717	25.8139	2.3193e-02	6.6259	1020.1639	20.1522	24.7590	29.2630	33.6661	37.9703	9.8023e-04	7.5848e-06	25.7907	26350.2571	26
58.28748	11.49410	3.028	6.6903	0.8909	94.306	344.608256	3.000	26.9716	6.6900	1021.1526	21.1385	21.1385	5.7387	80.052	7.16883	7.17543	27.1187	1.9956e-02	6.7888	1021.1684	21.1543	25.7464	30.2362	34.6254	38.9162	9.7927e-04	6.6227e-06	27.0987	27000.6467	23
58.28748	11.49410	3.533	6.7351	0.8548	95.266	344.608267	3.500	27.1305	6.7348	1021.2747	21.2583	21.2583	5.7043	79.737	7.15379	7.16039	27.2780	1.9561e-02	6.8320	1021.2903	21.2739	25.8636	30.3511	34.7381	39.0267	9.7915e-04	6.5081e-06	27.2585	27173.3225	24
58.28748	11.49410	4.038	6.7612	0.8532	96.284	344.608279	4.000	27.2088	6.7609	1021.3355	21.3168	21.3168	5.6819	79.514	7.14574	7.15233	27.3564	1.9367e-02	6.8573	1021.3510	21.3322	25.9207	30.4070	34.7928	39.0802	9.7910e-04	6.4522e-06	27.3371	27274.3297	25
58.28748	11.49410	4.542	6.8807	0.8112	97.331	344.608291	4.500	27.4697	6.8803	1021.5288	21.5078	21.5077	5.6544	79.488	7.11358	7.12006	27.6179	1.8718e-02	6.9746	1021.5439	21.5228	26.1063	30.5877	34.9688	39.2517	9.7891e-04	6.2696e-06	27.5992	27742.5809	25
58.28748	11.49410	5.047	7.3424	0.7953	98.338	344.608303	5.000	28.1837	7.3420	1022.0350	22.0117	22.0116	5.5755	79.594	7.00491	7.01082	28.3336	1.6943e-02	7.4309	1022.0490	22.0257	26.5924	31.0574	35.4227	39.6902	9.7843e-04	5.7881e-06	28.3166	29564.1515	24
58.28748	11.49410	5.552	7.6183	0.7469	99.371	344.608314	5.500	28.5312	7.6178	1022.2748	22.2492	22.2491	5.5608	80.076	6.94448	6.95000	28.6818	1.6080e-02	7.7043	1022.2883	22.2628	26.8201	31.2760	35.6325	39.8915	9.7820e-04	5.5613e-06	28.6657	30655.5347	25
58.28748	11.49410	6.056	7.9420	0.6517	100.449	344.608327	6.000	29.1608	7.9415	1022.7276	22.6998	22.6997	5.6413	82.177	6.86499	6.87016	29.3129	1.4515e-02	8.0214	1022.7403	22.7124	27.2572	31.7010	36.0457	40.2933	9.7777e-04	5.1313e-06	29.2984	31921.1530	26
58.28748	11.49410	6.561	8.0930	0.5916	101.505	344.608339	6.500	29.5021	8.0924	1022.9769	22.9467	22.9467	5.6929	83.399	6.82611	6.83113	29.6549	1.3666e-02	8.1683	1022.9890	22.9589	27.4975	31.9353	36.2741	40.5162	9.7753e-04	4.8958e-06	29.6412	32507.7496	25
58.28748	11.49410	7.066	8.1127	0.5659	102.596	344.608352	7.000	29.4658	8.1120	1022.9480	22.9156	22.9155	5.8851	86.232	6.82467	6.82963	29.6185	1.3757e-02	8.1887	1022.9602	22.9278	27.4662	31.9038	36.2425	40.4844	9.7756e-04	4.9256e-06	29.6047	32589.0229	27
58.28748	11.49410	7.571	8.0926	0.5819	103.685	344.608364	7.500	29.5276	8.0919	1023.0015	22.9668	22.9667	6.1169	89.624	6.82503	6.83006	29.6805	1.3603e-02	8.1675	1023.0137	22.9789	27.5173	31.9549	36.2936	40.5355	9.7750e-04	4.8768e-06	29.6668	32504.5775	25
58.28748	11.49409	8.075	8.0666	0.6439	104.632	344.608375	8.000	29.5903	8.0658	1023.0566	23.0195	23.0194	6.4209	94.061	6.82629	6.83140	29.7433	1.3447e-02	8.1403	1023.0686	23.0315	27.5701	32.0078	36.3466	40.5887	9.7745e-04	4.8266e-06	29.7298	32395.8366	21
58.28748	11.49408	8.580	8.0659	0.5879	105.485	344.608385	8.500	29.8014	8.0651	1023.2245	23.1851	23.1850	6.8694	100.769	6.81702	6.82223	29.9548	1.2922e-02	8.1363	1023.2361	23.1967	27.7337	32.1699	36.5072	40.7478	9.7729e-04	4.6689e-06	29.9419	32380.1482	20
58.28748	11.49408	9.085	8.0190	0.5174	106.338	344.608395	9.000	30.0990	8.0182	1023.4665	23.4248	23.4247	7.2157	105.945	6.81111	6.81655	30.2531	1.2183e-02	8.0847	1023.4776	23.4360	27.9718	32.4068	36.7431	40.9826	9.7706e-04	4.4405e-06	30.2409	32173.8821	21
58.28748	11.49410	9.589	8.5478	0.5068	107.255	344.608406	9.500	30.9159	8.5469	1024.0329	23.9891	23.9889	7.7637	115.993	6.69472	6.69945	31.0718	1.0152e-02	8.6036	1024.0428	23.9990	28.5164	32.9335	37.2525	41.4753	9.7652e-04	3.9036e-06	31.0617	34245.4499	24
58.28748	11.49410	10.094	8.8249	0.4594	108.303	344.608418	10.000	31.2621	8.8239	1024.2652	24.2192	24.2191	8.5412	128.674	6.63816	6.64247	31.4188	9.2914e-03	8.8764	1024.2747	24.2286	28.7371	33.1456	37.4561	41.6708	9.7630e-04	3.6847e-06	31.4095	35334.4194	27
58.28750	11.49410	10.599	8.9040	0.3493	109.474	344.608431	10.500	31.3398	8.9030	1024.3164	24.2681	24.2680	9.0524	136.681	6.62309	6.62728	31.4967	9.0982e-03	8.9546	1024.3257	24.2774	28.7835	33.1897	37.4979	41.7105	9.7625e-04	3.6383e-06	31.4876	35646.5803	28
58.28750	11.49410	11.103	8.7917	0.3363	110.638	344.608445	11.000	31.4558	8.7906	1024.4264	24.3758	24.3756	9.3790	141.356	6.63480	6.63927	31.6130	8.8097e-03	8.8398	1024.4355	24.3849	28.8926	33.3004	37.6103	41.8244	9.7615e-04	3.5361e-06	31.6042	35188.3513	27
58.28750	11.49410	11.608	8.6715	0.3764	111.657	344.608457	11.500	31.7674	8.6703	1024.6908	24.6379	24.6377	9.7681	147.129	6.63919	6.64403	31.9252	8.0353e-03	8.7140	1024.6992	24.6463	29.1545	33.5627	37.8729	42.0873	9.7590e-04	3.2871e-06	31.9172	34686.4071	23
58.28749	11.49410	12.113	8.7868	0.3714	112.570	344.608467	12.000	32.0655	8.7855	1024.9090	24.8539	24.8537	9.8783	149.461	6.60934	6.61407	32.2240	7.2942e-03	8.8248	1024.9170	24.8618	29.3651	33.7686	38.0743	42.2844	9.7569e-04	3.0820e-06	32.2167	35128.4586	21
