Latitude	Longitude	PrDM	T090C	FlECO-AFL	TimeS	TimeJ	DepSM	Sal00	Potemp090C	Density00	Sigma-é00	Sigma-t00	Sbeox0ML/L	Sbeox0PS	OxsolML/L	OxsatML/L	Gsw_saA0	Gsw_deltasaA0	Gsw_ctA0	Gsw_densityA0	Gsw_sigma0A0	Gsw_sigma1A0	Gsw_sigma2A0	Gsw_sigma3A0	Gsw_sigma4A0	Gsw_specvolA0	Gsw_svolanomA0	Gsw_srA0	Gsw_ieA0	Nbin
58.41372	11.58474	2.019	7.1457	0.4520	51.775	345.557474	2.000	27.1726	7.1455	1021.2518	21.2424	21.2424	7.3908	104.337	7.08354	7.08933	27.3203	1.9457e-02	7.2464	1021.2674	21.2580	25.8373	30.3145	34.6917	38.9708	9.7917e-04	6.5233e-06	27.3008	28827.4809	15
58.41372	11.58474	2.523	7.1651	0.4606	52.850	345.557487	2.500	27.2086	7.1649	1021.2800	21.2683	21.2683	7.4018	104.565	7.07869	7.08446	27.3563	1.9367e-02	7.2654	1021.2955	21.2839	25.8624	30.3389	34.7153	38.9937	9.7915e-04	6.4985e-06	27.3369	28903.4339	25
58.41372	11.58474	3.028	7.5432	0.4203	53.863	345.557498	3.000	27.7823	7.5429	1021.6852	21.6712	21.6711	7.2443	103.625	6.99075	6.99605	27.9312	1.7941e-02	7.6393	1021.6999	21.6860	26.2508	30.7141	35.0777	39.3437	9.7876e-04	6.1133e-06	27.9133	30395.7958	24
58.41372	11.58474	3.533	7.9816	0.3857	54.862	345.557510	3.500	28.4908	7.9813	1022.1853	22.1691	22.1690	7.0400	102.191	6.88888	6.89365	28.6413	1.6180e-02	8.0713	1022.1991	22.1828	26.7318	31.1796	35.5282	39.7797	9.7828e-04	5.6376e-06	28.6251	32120.3697	24
58.41372	11.58474	4.038	9.0449	0.3429	55.863	345.557522	4.000	30.0760	9.0445	1023.2767	23.2583	23.2582	6.7575	101.517	6.65655	6.65996	30.2300	1.2240e-02	9.1176	1023.2884	23.2699	27.7822	32.1944	36.5085	40.7267	9.7724e-04	4.5985e-06	30.2178	36297.1099	24
58.41372	11.58474	4.542	9.3924	0.2676	56.881	345.557533	4.500	30.5931	9.3919	1023.6301	23.6094	23.6093	6.7219	102.106	6.58323	6.58618	30.7483	1.0954e-02	9.4584	1023.6410	23.6203	28.1209	32.5217	36.8248	41.0324	9.7691e-04	4.2641e-06	30.7373	37657.8806	25
58.41372	11.58473	5.047	9.5417	0.2535	57.911	345.557545	5.000	30.9446	9.5411	1023.8834	23.8605	23.8604	6.7409	102.966	6.54675	6.54956	31.1006	1.0081e-02	9.6024	1023.8938	23.8708	28.3655	32.7606	37.0581	41.2604	9.7666e-04	4.0252e-06	31.0905	38232.4706	25
58.41372	11.58472	5.552	9.6622	0.1825	58.922	345.557557	5.500	31.1558	9.6616	1024.0316	24.0064	24.0063	6.7282	103.186	6.52050	6.52316	31.3123	9.5555e-03	9.7198	1024.0416	24.0164	28.5068	32.8978	37.1913	41.3898	9.7652e-04	3.8865e-06	31.3028	38701.0287	24
58.41372	11.58472	6.056	9.9663	0.1294	59.932	345.557569	6.000	31.9158	9.9656	1024.5776	24.5502	24.5500	6.6957	103.879	6.44565	6.44802	32.0740	7.6665e-03	10.0116	1024.5863	24.5589	29.0371	33.4162	37.6982	41.8855	9.7600e-04	3.3696e-06	32.0663	39866.1517	24
58.41372	11.58472	6.561	10.1067	0.1123	60.956	345.557581	6.500	32.2448	10.1059	1024.8133	24.7836	24.7835	6.5141	101.587	6.41236	6.41459	32.4037	6.8487e-03	10.1465	1024.8215	24.7919	29.2646	33.6383	37.9153	42.0976	9.7578e-04	3.1479e-06	32.3968	40404.4650	25
