Latitude	Longitude	PrDM	T090C	FlECO-AFL	TimeS	TimeJ	DepSM	Sal00	Potemp090C	Density00	Sigma-é00	Sigma-t00	Sbeox0ML/L	Sbeox0PS	OxsolML/L	OxsatML/L	Gsw_saA0	Gsw_deltasaA0	Gsw_ctA0	Gsw_densityA0	Gsw_sigma0A0	Gsw_sigma1A0	Gsw_sigma2A0	Gsw_sigma3A0	Gsw_sigma4A0	Gsw_specvolA0	Gsw_svolanomA0	Gsw_srA0	Gsw_ieA0	Nbin
58.25500	11.45456	2.019	5.6750	1.3910	42.247	344.716450	2.000	22.6392	5.6749	1017.8429	17.8334	17.8334	16.6287	220.165	7.55743	7.56347	22.7766	3.0725e-02	5.8097	1017.8654	17.8559	22.5085	27.0570	31.5034	35.8495	9.8245e-04	9.7954e-06	22.7459	23092.0527	12
58.25500	11.45454	2.523	6.3082	1.3078	43.077	344.716459	2.500	25.1523	6.3080	1019.7610	19.7493	19.7492	14.1374	193.036	7.32149	7.32783	25.2954	2.4478e-02	6.4242	1019.7796	19.7678	24.3840	28.8970	33.3090	37.6217	9.8060e-04	7.9543e-06	25.2709	25545.2150	20
58.25500	11.45454	3.028	6.6113	0.8648	43.958	344.716469	3.000	26.3540	6.6111	1020.6759	20.6618	20.6618	12.2462	169.804	7.21146	7.21789	26.4998	2.1491e-02	6.7166	1020.6927	20.6786	25.2775	29.7739	34.1696	38.4666	9.7973e-04	7.0791e-06	26.4783	26712.6681	23
58.25501	11.45454	3.533	6.7334	0.8110	44.970	344.716481	3.500	26.7850	6.7331	1021.0032	20.9868	20.9868	11.1960	156.136	7.17041	7.17682	26.9317	2.0420e-02	6.8346	1021.0193	21.0029	25.5954	30.0855	34.4752	38.7663	9.7941e-04	6.7680e-06	26.9113	27183.8082	26
58.25502	11.45454	4.038	6.7367	0.7896	46.107	344.716494	4.000	26.7403	6.7364	1020.9700	20.9513	20.9512	10.4043	145.061	7.17197	7.17835	26.8869	2.0531e-02	6.8385	1020.9862	20.9674	25.5602	30.0506	34.4405	38.7318	9.7944e-04	6.8021e-06	26.8664	27199.1689	28
58.25502	11.45454	4.542	7.0022	0.7813	47.267	344.716508	4.500	27.7979	7.0018	1021.7720	21.7509	21.7509	9.6007	135.625	7.07830	7.08470	27.9469	1.7902e-02	7.0929	1021.7865	21.7655	26.3435	30.8194	35.1954	39.4732	9.7868e-04	6.0372e-06	27.9290	28214.7021	27
58.25502	11.45454	5.047	7.3801	0.7191	48.324	344.716520	5.000	29.0802	7.3797	1022.7344	22.7111	22.7111	9.0321	129.815	6.95762	6.96390	29.2320	1.4715e-02	7.4566	1022.7470	22.7237	27.2825	31.7399	36.0978	40.3582	9.7776e-04	5.1204e-06	29.2173	29666.7998	24
58.25502	11.45452	5.552	7.7027	0.6783	49.278	344.716531	5.500	29.8974	7.7022	1023.3355	23.3100	23.3099	8.6451	125.846	6.86946	6.87546	30.0510	1.2684e-02	7.7698	1023.3468	23.3213	27.8661	32.3099	36.6547	40.9023	9.7719e-04	4.5495e-06	30.0383	30916.8333	22
58.25502	11.45452	6.056	7.9062	0.6498	50.184	344.716541	6.000	30.3464	7.9056	1023.6624	23.6346	23.6345	8.4875	124.495	6.81758	6.82337	30.5011	1.1567e-02	7.9678	1023.6730	23.6452	28.1818	32.6176	36.9546	41.1948	9.7687e-04	4.2404e-06	30.4895	31707.3092	22
58.25502	11.45450	6.561	7.9795	0.5890	51.119	344.716552	6.500	30.5357	7.9789	1023.8029	23.7728	23.7728	8.3100	122.244	6.79781	6.80354	30.6908	1.1097e-02	8.0386	1023.8132	23.7832	28.3166	32.7493	37.0834	41.3207	9.7674e-04	4.1088e-06	30.6797	31990.1881	23
