Latitude	Longitude	PrDM	T090C	FlECO-AFL	TimeS	TimeJ	DepSM	Sal00	Potemp090C	Density00	Sigma-é00	Sigma-t00	Sbeox0ML/L	Sbeox0PS	OxsolML/L	OxsatML/L	Gsw_saA0	Gsw_deltasaA0	Gsw_ctA0	Gsw_densityA0	Gsw_sigma0A0	Gsw_sigma1A0	Gsw_sigma2A0	Gsw_sigma3A0	Gsw_sigma4A0	Gsw_specvolA0	Gsw_svolanomA0	Gsw_srA0	Gsw_ieA0	Nbin
58.26688	11.44210	2.019	5.9949	0.9152	55.648	344.696211	2.000	24.2143	5.9948	1019.0529	19.0434	19.0434	6.0799	81.918	7.42199	7.42839	24.3553	2.6810e-02	6.1175	1019.0729	19.0634	23.6950	28.2232	32.6498	36.9766	9.8128e-04	8.6318e-06	24.3285	24320.6549	14
58.26688	11.44210	2.523	5.9917	0.9369	56.667	344.696223	2.500	24.2052	5.9915	1019.0484	19.0366	19.0366	6.0769	81.866	7.42299	7.42939	24.3462	2.6833e-02	6.1143	1019.0684	19.0566	23.6884	28.2167	32.6434	36.9704	9.8129e-04	8.6384e-06	24.3194	24308.2402	26
58.26688	11.44210	3.028	5.9942	0.9746	57.794	344.696236	3.000	24.2175	5.9940	1019.0602	19.0460	19.0460	6.1768	83.223	7.42196	7.42836	24.3585	2.6802e-02	6.1166	1019.0802	19.0660	23.6976	28.2257	32.6523	36.9791	9.8128e-04	8.6294e-06	24.3317	24317.3953	27
58.26688	11.44210	3.533	5.9986	0.9716	58.895	344.696249	3.500	24.2216	5.9984	1019.0654	19.0488	19.0488	6.1174	82.435	7.42097	7.42737	24.3626	2.6792e-02	6.1210	1019.0854	19.0688	23.7003	28.2283	32.6547	36.9814	9.8127e-04	8.6266e-06	24.3358	24334.9142	26
58.26689	11.44210	4.038	5.9987	0.9839	59.949	344.696261	4.000	24.2232	5.9984	1019.0690	19.0501	19.0500	6.1492	82.864	7.42086	7.42726	24.3643	2.6788e-02	6.1212	1019.0890	19.0701	23.7015	28.2295	32.6559	36.9826	9.8127e-04	8.6254e-06	24.3375	24335.3772	25
58.26690	11.44210	4.542	6.0296	0.9914	60.977	344.696273	4.500	24.3159	6.0293	1019.1412	19.1199	19.1199	6.1108	82.457	7.41084	7.41724	24.4571	2.6558e-02	6.1513	1019.1611	19.1398	23.7697	28.2962	32.7212	37.0464	9.8120e-04	8.5583e-06	24.4306	24455.9582	24
58.26690	11.44210	5.047	6.1616	0.9704	61.944	344.696284	5.000	24.7646	6.1612	1019.4834	19.4598	19.4598	6.0650	82.342	7.36563	7.37204	24.9068	2.5442e-02	6.2801	1019.5026	19.4790	24.1019	28.6216	33.0400	37.3589	9.8087e-04	8.2319e-06	24.8814	24969.7838	22
58.26690	11.44210	5.552	6.5342	1.0224	62.870	344.696295	5.500	26.1942	6.5338	1020.5705	20.5446	20.5446	5.9620	82.438	7.23231	7.23879	26.3396	2.1889e-02	6.6404	1020.5874	20.5616	25.1638	29.6633	34.0620	38.3619	9.7983e-04	7.1916e-06	26.3177	26408.1645	22
58.26691	11.44210	6.056	6.8654	0.9889	63.814	344.696306	6.000	27.2220	6.8649	1021.3430	21.3149	21.3148	5.9391	83.325	7.12775	7.13413	27.3697	1.9334e-02	6.9622	1021.3584	21.3303	25.9161	30.3997	34.7831	39.0681	9.7909e-04	6.4542e-06	27.3504	27693.1948	24
58.26692	11.44210	6.561	7.2416	0.8423	64.935	344.696319	6.500	28.1928	7.2410	1022.0620	22.0317	22.0316	5.9957	85.405	7.02077	7.02688	28.3426	1.6921e-02	7.3290	1022.0760	22.0457	26.6147	31.0820	35.4495	39.7193	9.7840e-04	5.7691e-06	28.3257	29157.2630	31
58.26692	11.44210	7.066	7.4734	0.6856	66.239	344.696334	7.000	28.7222	7.4728	1022.4506	22.4180	22.4179	6.1108	87.812	6.95897	6.96488	28.8733	1.5605e-02	7.5554	1022.4638	22.4312	26.9905	31.4484	35.8068	40.0677	9.7803e-04	5.4002e-06	28.8576	30061.2447	29
58.26692	11.44210	7.570	7.7648	0.6835	67.247	344.696345	7.500	29.3925	7.7641	1022.9403	22.9055	22.9054	6.3256	91.914	6.88238	6.88801	29.5450	1.3939e-02	7.8394	1022.9525	22.9177	27.4649	31.9110	36.2580	40.5079	9.7756e-04	4.9352e-06	29.5311	31194.6567	20
58.26692	11.44210	8.075	7.9086	0.5898	68.071	344.696355	8.000	29.6944	7.9078	1023.1600	23.1229	23.1228	6.5969	96.358	6.84625	6.85173	29.8476	1.3188e-02	7.9797	1023.1717	23.1346	27.6761	32.1167	36.4583	40.7030	9.7735e-04	4.7281e-06	29.8344	31754.7081	20
58.26692	11.44210	8.580	7.8720	0.5296	68.970	344.696365	8.500	29.7599	7.8712	1023.2187	23.1793	23.1792	6.7799	98.990	6.84904	6.85462	29.9133	1.3025e-02	7.9418	1023.2303	23.1909	27.7328	32.1737	36.5156	40.7606	9.7730e-04	4.6744e-06	29.9002	31603.8149	24
58.26692	11.44210	9.085	8.1012	0.5328	70.063	344.696378	9.000	30.2815	8.1004	1023.5981	23.5565	23.5564	7.1224	104.898	6.79033	6.79569	30.4361	1.1729e-02	8.1646	1023.6089	23.5673	28.0998	32.5317	36.8648	41.1013	9.7694e-04	4.3152e-06	30.4243	32493.0637	28
58.26692	11.44210	9.589	8.1281	0.5489	71.174	344.696391	9.500	30.6075	8.1272	1023.8522	23.8083	23.8082	7.8252	115.556	6.77176	6.77721	30.7627	1.0919e-02	8.1866	1023.8625	23.8185	28.3480	32.7768	37.1070	41.3407	9.7669e-04	4.0755e-06	30.7518	32580.9790	25
58.26692	11.44210	10.094	8.1442	0.4915	72.148	344.696402	10.000	30.8742	8.1432	1024.0613	24.0151	24.0149	8.4170	124.561	6.75758	6.76312	31.0300	1.0255e-02	8.1987	1024.0711	24.0249	28.5519	32.9784	37.3064	41.5379	9.7649e-04	3.8789e-06	31.0198	32629.0565	22
58.26692	11.44210	10.599	8.3250	0.4990	73.106	344.696413	10.500	31.1311	8.3240	1024.2389	24.1905	24.1903	8.7458	130.172	6.71876	6.72404	31.2875	9.6170e-03	8.3764	1024.2484	24.1999	28.7208	33.1414	37.4636	41.6896	9.7633e-04	3.7121e-06	31.2779	33338.3717	24
58.26692	11.44210	11.103	8.6898	0.4230	74.152	344.696425	11.000	31.6220	8.6887	1024.5718	24.5211	24.5210	9.1688	138.036	6.64278	6.64752	31.7795	8.3969e-03	8.7348	1024.5805	24.5299	29.0387	33.4475	37.7584	41.9735	9.7601e-04	3.3979e-06	31.7711	34769.2858	26
58.26692	11.44210	11.608	8.9107	0.3355	75.213	344.696438	11.500	31.9516	8.9095	1024.7987	24.7458	24.7456	9.4091	142.651	6.59596	6.60039	32.1099	7.5773e-03	8.9511	1024.8068	24.7540	29.2554	33.6570	37.9609	42.1691	9.7579e-04	3.1846e-06	32.1023	35632.6064	25
58.26694	11.44210	12.113	9.1283	0.3055	76.273	344.696450	12.000	32.2149	9.1271	1024.9732	24.9181	24.9180	9.4818	144.697	6.55298	6.55708	32.3737	6.9229e-03	9.1650	1024.9810	24.9260	29.4205	33.8154	38.1129	42.3149	9.7563e-04	3.0210e-06	32.3668	36486.4538	26
58.26694	11.44210	12.618	9.1656	0.2565	77.276	344.696462	12.500	32.3392	9.1643	1025.0668	25.0095	25.0093	9.5217	145.540	6.54232	6.54640	32.4983	6.6141e-03	9.2002	1025.0744	25.0171	29.5099	33.9031	38.1989	42.3994	9.7554e-04	2.9344e-06	32.4917	36627.0252	22
58.26694	11.44210	13.122	9.1102	0.1920	78.162	344.696472	13.000	32.4958	9.1088	1025.2003	25.1407	25.1405	9.4190	143.938	6.54375	6.54800	32.6553	6.2247e-03	9.1419	1025.2076	25.1480	29.6408	34.0342	38.3300	42.5306	9.7541e-04	2.8100e-06	32.6491	36394.3499	21
