PrDM	T090C	WetStar	FlSP	SeaTurbMtr	TimeS	TimeJ	DepSM	Sal00	Potemp090C	Density00	Sigma-é00	Sigma-t00	Sbeox0ML/L	Sbeox0PS	OxsolML/L	OxsatML/L	Gsw_saA0	Gsw_deltasaA0	Gsw_ctA0	Gsw_densityA0	Gsw_sigma0A0	Gsw_sigma1A0	Gsw_sigma2A0	Gsw_sigma3A0	Gsw_sigma4A0	Gsw_specvolA0	Gsw_svolanomA0	Gsw_srA0	Gsw_ieA0	Nbin
2.019	7.0800	0.3899	5.2901e-01	0.798	42.148	345.501472	2.000	27.0936	7.0798	1021.1977	21.1884	21.1884	6.3073	88.860	7.09799	7.10387	27.2410	1.9653e-02	7.1811	1021.2134	21.2041	25.7856	30.2650	34.6442	38.9253	9.7923e-04	6.5749e-06	27.2213	28566.7968	16
2.523	7.2963	0.2964	5.1439e-01	0.704	43.276	345.501485	2.500	27.7015	7.2961	1021.6508	21.6391	21.6391	6.2447	88.773	7.03439	7.04015	27.8503	1.8142e-02	7.3913	1021.6656	21.6539	26.2254	30.6951	35.0649	39.3369	9.7879e-04	6.1439e-06	27.8321	29406.0236	27
3.028	7.4270	0.3124	5.2970e-01	0.665	44.395	345.501498	3.000	27.9068	7.4268	1021.7979	21.7839	21.7838	6.1746	88.161	7.00370	7.00930	28.0561	1.7632e-02	7.5204	1021.8124	21.7984	26.3651	30.8302	35.1955	39.4632	9.7865e-04	6.0055e-06	28.0384	29921.2025	27
3.533	7.5535	0.2798	4.8878e-01	0.665	45.511	345.501511	3.500	28.0547	7.5532	1021.9000	21.8837	21.8837	6.0635	86.912	6.97655	6.98196	28.2042	1.7264e-02	7.6459	1021.9144	21.8981	26.4606	30.9216	35.2830	39.5468	9.7856e-04	5.9101e-06	28.1870	30422.2084	26
4.037	7.8395	0.2711	4.4284e-01	0.636	46.622	345.501523	4.000	28.3111	7.8391	1022.0660	22.0474	22.0474	5.9301	85.703	6.91928	6.92425	28.4613	1.6627e-02	7.9306	1022.0800	22.0615	26.6152	31.0675	35.4206	39.6764	9.7840e-04	5.7538e-06	28.4446	31558.9771	27
4.542	8.2213	0.2552	4.8337e-01	0.639	47.792	345.501537	4.500	28.8177	8.2209	1022.4136	22.3928	22.3927	5.7727	84.437	6.83663	6.84108	28.9690	1.5367e-02	8.3081	1022.4270	22.4061	26.9469	31.3867	35.7277	39.9718	9.7807e-04	5.4241e-06	28.9536	33065.6175	29
5.047	8.3819	0.2331	4.0477e-01	0.623	48.991	345.501551	5.000	29.1081	8.3814	1022.6209	22.5977	22.5976	5.7108	83.996	6.79895	6.80322	29.2600	1.4645e-02	8.4654	1022.6338	22.6107	27.1455	31.5796	35.9149	40.1536	9.7787e-04	5.2285e-06	29.2454	33693.7823	29
5.552	8.5420	0.1973	3.2514e-01	0.626	50.197	345.501565	5.500	29.4577	8.5414	1022.8740	22.8485	22.8485	5.7067	84.429	6.75912	6.76323	29.6104	1.3777e-02	8.6211	1022.8864	22.8610	27.3894	31.8173	36.1467	40.3796	9.7762e-04	4.9894e-06	29.5966	34315.2653	28
6.056	8.5396	0.1423	3.1286e-01	0.656	51.337	345.501578	6.000	29.8793	8.5390	1023.2067	23.1790	23.1789	5.6099	83.222	6.74094	6.74524	30.0329	1.2729e-02	8.6121	1023.2184	23.1907	27.7160	32.1409	36.4673	40.6974	9.7731e-04	4.6744e-06	30.0202	34279.5303	28
6.561	8.7083	0.1304	2.9409e-01	0.671	52.528	345.501592	6.500	30.3647	8.7077	1023.5642	23.5342	23.5341	5.4589	81.544	6.69436	6.69853	30.5194	1.1522e-02	8.7741	1023.5752	23.5452	28.0630	32.4806	36.7999	41.0231	9.7697e-04	4.3360e-06	30.5079	34925.9517	29
