PrDM	T090C	WetStar	FlSP	SeaTurbMtr	TimeS	TimeJ	DepSM	Sal00	Potemp090C	Density00	Sigma-é00	Sigma-t00	Sbeox0ML/L	Sbeox0PS	OxsolML/L	OxsatML/L	Gsw_saA0	Gsw_deltasaA0	Gsw_ctA0	Gsw_densityA0	Gsw_sigma0A0	Gsw_sigma1A0	Gsw_sigma2A0	Gsw_sigma3A0	Gsw_sigma4A0	Gsw_specvolA0	Gsw_svolanomA0	Gsw_srA0	Gsw_ieA0	Nbin
2.019	6.3454	0.6451	8.6648e-01	3.636	15.764	344.637937	2.000	21.2324	6.3453	1016.6715	16.6620	16.6620	6.9013	91.929	7.50617	7.51017	21.3667	3.4222e-02	6.5071	1016.6962	16.6868	21.3330	25.8755	30.3159	34.6565	9.8358e-04	1.0925e-05	21.3325	25875.7947	14
2.523	6.4962	0.5423	1.0240e+00	2.877	16.749	344.637948	2.500	23.9961	6.4960	1018.8317	18.8199	18.8199	6.9425	94.530	7.34459	7.34991	24.1366	2.7352e-02	6.6284	1018.8521	18.8403	23.4608	27.9781	32.3941	36.7109	9.8150e-04	8.8471e-06	24.1093	26360.4747	23
3.028	6.8380	0.3581	1.3796e+00	1.921	17.697	344.637959	3.000	26.3169	6.8378	1020.6205	20.6064	20.6064	6.9538	96.918	7.17504	7.18099	26.4625	2.1584e-02	6.9463	1020.6374	20.6233	25.2169	29.7080	34.0987	38.3908	9.7978e-04	7.1324e-06	26.4409	27629.4860	22
3.533	7.2773	0.2745	8.1237e-01	1.750	18.621	344.637970	3.500	27.5887	7.2770	1021.5690	21.5527	21.5526	6.7452	95.768	7.04289	7.04862	27.7373	1.8422e-02	7.3735	1021.5840	21.5676	26.1405	30.6115	34.9826	39.2558	9.7887e-04	6.2267e-06	27.7188	29334.8618	22
4.037	7.6709	0.2283	7.7243e-01	1.287	19.523	344.637981	4.000	28.7440	7.6705	1022.4279	22.4093	22.4093	6.4591	93.251	6.92644	6.93196	28.8951	1.5551e-02	7.7544	1022.4412	22.4226	26.9770	31.4301	35.7838	40.0403	9.7805e-04	5.4082e-06	28.8796	30855.5207	22
4.542	7.7514	0.1962	6.2895e-01	1.019	20.444	344.637991	4.500	28.8754	7.7510	1022.5226	22.5017	22.5016	6.3167	91.444	6.90773	6.91315	29.0267	1.5224e-02	7.8336	1022.5357	22.5147	27.0662	31.5165	35.8675	40.1212	9.7796e-04	5.3201e-06	29.0115	31171.7692	22
5.047	8.0078	0.1826	6.5954e-01	0.973	21.339	344.638002	5.000	29.2944	8.0074	1022.8188	22.7956	22.7956	6.1370	89.608	6.84864	6.85373	29.4467	1.4183e-02	8.0858	1022.8313	22.8081	27.3503	31.7915	36.1338	40.3791	9.7768e-04	5.0398e-06	29.4325	32178.3547	21
5.552	8.0813	0.1554	6.7910e-01	0.985	22.256	344.638012	5.500	29.6386	8.0808	1023.0808	23.0553	23.0552	6.0154	88.177	6.82186	6.82697	29.7917	1.3327e-02	8.1546	1023.0927	23.0672	27.6051	32.0421	36.3802	40.6216	9.7743e-04	4.7922e-06	29.7783	32453.0826	23
6.056	8.2491	0.1495	5.4285e-01	0.861	23.164	344.638023	6.000	29.8414	8.2485	1023.2185	23.1908	23.1907	5.9602	87.819	6.78699	6.79185	29.9949	1.2823e-02	8.3203	1023.2302	23.2024	27.7348	32.1665	36.4995	40.7359	9.7730e-04	4.6632e-06	29.9821	33114.6085	21
6.561	8.3000	0.1408	4.9578e-01	0.815	24.020	344.638033	6.500	30.1512	8.2994	1023.4563	23.4263	23.4262	5.9483	87.921	6.76551	6.77041	30.3054	1.2053e-02	8.3668	1023.4675	23.4374	27.9663	32.3945	36.7242	40.9575	9.7707e-04	4.4389e-06	30.2933	33299.9721	20
