PrDM	T090C	WetStar	FlSP	SeaTurbMtr	TimeS	TimeJ	DepSM	Sal00	Potemp090C	Density00	Sigma-é00	Sigma-t00	Sbeox0ML/L	Sbeox0PS	OxsolML/L	OxsatML/L	Gsw_saA0	Gsw_deltasaA0	Gsw_ctA0	Gsw_densityA0	Gsw_sigma0A0	Gsw_sigma1A0	Gsw_sigma2A0	Gsw_sigma3A0	Gsw_sigma4A0	Gsw_specvolA0	Gsw_svolanomA0	Gsw_srA0	Gsw_ieA0	Nbin
2.019	6.4711	0.3858	4.5471e-01	0.690	16.783	345.470576	2.000	24.8350	6.4709	1019.4924	19.4830	19.4830	6.5358	89.438	7.30785	7.31370	24.9774	2.5267e-02	6.5934	1019.5115	19.5021	24.1165	28.6279	33.0382	37.3494	9.8086e-04	8.2095e-06	24.9521	26220.5467	14
2.523	6.9229	0.3369	4.3239e-01	0.688	17.717	345.470587	2.500	26.1142	6.9227	1020.4491	20.4374	20.4374	6.3573	88.662	7.17026	7.17593	26.2595	2.2088e-02	7.0348	1020.4663	20.4546	25.0476	29.5383	33.9284	38.2200	9.7994e-04	7.2942e-06	26.2374	27982.8844	21
3.028	7.2605	0.3272	4.4516e-01	0.676	18.607	345.470597	3.000	27.0790	7.2603	1021.1689	21.1548	21.1548	6.2528	88.454	7.06902	7.07453	27.2264	1.9689e-02	7.3635	1021.1846	21.1706	25.7478	30.2230	34.5982	38.8754	9.7926e-04	6.6071e-06	27.2067	29294.9570	22
3.533	7.2537	0.3205	4.5074e-01	0.667	19.574	345.470608	3.500	27.1766	7.2534	1021.2486	21.2323	21.2322	6.2263	88.121	7.06562	7.07120	27.3241	1.9447e-02	7.3552	1021.2643	21.2479	25.8245	30.2991	34.6738	38.9504	9.7918e-04	6.5331e-06	27.3047	29261.9270	25
4.037	7.3560	0.3057	4.4818e-01	0.669	20.657	345.470621	4.000	27.3651	7.3557	1021.3863	21.3677	21.3676	6.1607	87.507	7.04016	7.04562	27.5132	1.8978e-02	7.4560	1021.4017	21.3830	25.9556	30.4264	34.7974	39.0704	9.7905e-04	6.4036e-06	27.4942	29664.1227	27
4.542	7.4893	0.2855	3.9870e-01	0.692	21.744	345.470634	4.500	27.6118	7.4889	1021.5654	21.5444	21.5444	6.0718	86.650	7.00719	7.01251	27.7604	1.8365e-02	7.5871	1021.5804	21.5594	26.1269	30.5927	34.9588	39.2272	9.7888e-04	6.2346e-06	27.7420	30187.6444	24
5.047	7.8989	0.2597	3.5338e-01	0.633	22.733	345.470645	5.000	28.2197	7.8984	1021.9910	21.9678	21.9677	5.9127	85.515	6.91409	6.91890	28.3697	1.6854e-02	7.9917	1022.0052	21.9820	26.5350	30.9867	35.3391	39.5943	9.7847e-04	5.8300e-06	28.3528	31802.8564	24
5.552	8.0463	0.2319	3.3789e-01	0.710	23.662	345.470656	5.500	28.4673	8.0458	1022.1677	22.1422	22.1421	5.8304	84.749	6.87960	6.88424	28.6177	1.6239e-02	8.1368	1022.1816	22.1560	26.7036	31.1501	35.4974	39.7477	9.7830e-04	5.6634e-06	28.6015	32381.8648	21
6.056	8.4097	0.2136	3.1920e-01	0.681	24.559	345.470666	6.000	28.9928	8.4092	1022.5310	22.5033	22.5032	5.7212	84.135	6.79992	6.80409	29.1444	1.4932e-02	8.4951	1022.5442	22.5164	27.0515	31.4858	35.8213	40.0602	9.7795e-04	5.3188e-06	29.1295	33812.1669	22
6.561	8.6775	0.1991	2.9767e-01	0.655	25.531	345.470677	6.500	29.5890	8.6769	1022.9618	22.9318	22.9317	5.5968	83.128	6.73272	6.73663	29.7419	1.3450e-02	8.7554	1022.9741	22.9441	27.4684	31.8923	36.2178	40.4469	9.7754e-04	4.9101e-06	29.7285	34851.4606	25
