PrDM	T090C	WetStar	FlSP	SeaTurbMtr	TimeS	TimeJ	DepSM	Sal00	Potemp090C	Density00	Sigma-é00	Sigma-t00	Sbeox0ML/L	Sbeox0PS	OxsolML/L	OxsatML/L	Gsw_saA0	Gsw_deltasaA0	Gsw_ctA0	Gsw_densityA0	Gsw_sigma0A0	Gsw_sigma1A0	Gsw_sigma2A0	Gsw_sigma3A0	Gsw_sigma4A0	Gsw_specvolA0	Gsw_svolanomA0	Gsw_srA0	Gsw_ieA0	Nbin
2.019	6.2383	0.5229	5.4860e-01	0.822	15.437	345.507806	2.000	23.6652	6.2382	1018.5962	18.5867	18.5867	6.9825	94.295	7.40554	7.41116	23.8050	2.8175e-02	6.3709	1018.6171	18.6076	23.2373	27.7636	32.1883	36.5134	9.8172e-04	9.0707e-06	23.7768	25332.1862	24
2.523	6.5252	0.5192	5.4341e-01	0.843	17.076	345.507825	2.500	24.7754	6.5250	1019.4415	19.4298	19.4298	6.7376	92.270	7.30185	7.30756	24.9176	2.5415e-02	6.6486	1019.4608	19.4490	24.0625	28.5731	32.9827	37.2930	9.8091e-04	8.2611e-06	24.8922	26441.0044	35
3.028	6.7100	0.3830	4.8865e-01	0.755	18.380	345.507840	3.000	25.9572	6.7098	1020.3525	20.3384	20.3384	6.5366	90.612	7.21363	7.21964	26.1020	2.2478e-02	6.8214	1020.3699	20.3558	24.9554	29.4524	33.8487	38.1463	9.8004e-04	7.3891e-06	26.0796	27130.9422	30
3.533	7.1570	0.3034	4.4643e-01	0.634	19.679	345.507855	3.500	26.8639	7.1567	1021.0146	20.9982	20.9982	6.3578	89.592	7.09630	7.10190	27.0108	2.0224e-02	7.2617	1021.0307	21.0143	25.5957	30.0751	34.4542	38.7353	9.7940e-04	6.7571e-06	26.9906	28888.3114	33
4.037	7.3968	0.2858	4.1530e-01	0.645	21.242	345.507873	4.000	27.3755	7.3964	1021.3889	21.3703	21.3702	6.1884	87.982	7.03330	7.03869	27.5235	1.8952e-02	7.4969	1021.4043	21.3856	25.9572	30.4270	34.7969	39.0690	9.7904e-04	6.4011e-06	27.5046	29827.6057	41
4.542	7.9375	0.2362	3.4025e-01	0.667	22.832	345.507892	4.500	28.1579	7.9370	1021.9343	21.9134	21.9133	5.9101	85.509	6.91126	6.91597	28.3077	1.7008e-02	8.0314	1021.9486	21.9277	26.4803	30.9316	35.2837	39.5385	9.7852e-04	5.8820e-06	28.2906	31961.0919	34
5.047	8.4069	0.2226	3.2129e-01	0.671	24.135	345.507907	5.000	29.0599	8.4064	1022.5796	22.5564	22.5564	5.7063	83.949	6.79727	6.80147	29.2117	1.4765e-02	8.4913	1022.5926	22.5695	27.1041	31.5379	35.8731	40.1115	9.7791e-04	5.2679e-06	29.1970	33797.1948	30
5.552	8.6854	0.2004	3.3043e-01	0.666	25.389	345.507921	5.500	29.5605	8.6848	1022.9338	22.9084	22.9083	5.5645	82.647	6.73277	6.73665	29.7134	1.3521e-02	8.7639	1022.9461	22.9207	27.4451	31.8690	36.1945	40.4237	9.7757e-04	4.9322e-06	29.6999	34885.2485	30
6.056	8.8988	0.1933	3.1149e-01	0.626	26.687	345.507936	6.000	29.9840	8.8982	1023.2359	23.2083	23.2082	5.4183	81.083	6.68228	6.68592	30.1378	1.2468e-02	8.9719	1023.2476	23.2200	27.7363	32.1523	36.4702	40.6921	9.7728e-04	4.6465e-06	30.1254	35715.7337	33
6.561	9.2153	0.1824	2.8860e-01	0.649	28.043	345.507952	6.500	30.5038	9.2146	1023.5969	23.5670	23.5669	5.3077	80.262	6.61299	6.61624	30.6588	1.1176e-02	9.2816	1023.6078	23.5779	28.0832	32.4885	36.7960	41.0078	9.7694e-04	4.3049e-06	30.6476	36951.9053	30
7.066	9.4741	0.1524	2.5144e-01	0.682	29.223	345.507966	7.000	31.1446	9.4734	1024.0595	24.0274	24.0273	5.2192	79.705	6.54807	6.55108	31.3011	9.5834e-03	9.5308	1024.0695	24.0373	28.5321	32.9271	37.2248	41.4270	9.7650e-04	3.8668e-06	31.2915	37946.9017	27
7.570	9.4443	0.1382	2.2856e-01	0.679	30.330	345.507978	7.500	31.1601	9.4435	1024.0786	24.0442	24.0441	5.1363	78.396	6.55172	6.55479	31.3166	9.5449e-03	9.5006	1024.0885	24.0541	28.5494	32.9450	37.2431	41.4458	9.7648e-04	3.8508e-06	31.3070	37826.0854	28
8.075	9.6277	0.1247	2.1680e-01	0.714	31.565	345.507993	8.000	31.5075	9.6268	1024.3230	24.2863	24.2862	4.9963	76.736	6.51082	6.51368	31.6648	8.6812e-03	9.6786	1024.3323	24.2957	28.7843	33.1735	37.4654	41.6621	9.7625e-04	3.6208e-06	31.6561	38536.9235	31
8.580	10.0365	0.1204	2.0825e-01	0.695	32.892	345.508008	8.500	32.2452	10.0355	1024.8345	24.7957	24.7955	4.8459	75.456	6.42216	6.42452	32.4041	6.8476e-03	10.0758	1024.8427	24.8039	29.2781	33.6534	37.9318	42.1155	9.7576e-04	3.1368e-06	32.3973	40122.3889	31
9.084	10.2053	0.1084	2.0154e-01	0.712	33.994	345.508021	9.000	32.6972	10.2043	1025.1611	25.1200	25.1199	4.8044	75.302	6.38012	6.38232	32.8572	5.7240e-03	10.2368	1025.1685	25.1274	29.5947	33.9632	38.2351	42.4126	9.7545e-04	2.8290e-06	32.8514	40765.2915	21
9.589	10.2832	0.0913	1.9016e-01	0.715	34.796	345.508030	9.500	32.9866	10.2821	1025.3758	25.3325	25.3323	4.7889	75.326	6.35756	6.35972	33.1471	5.0048e-03	10.3095	1025.3827	25.3394	29.8029	34.1678	38.4361	42.6102	9.7525e-04	2.6275e-06	33.1421	41055.2971	19
10.094	10.2166	0.0841	1.9230e-01	0.734	35.600	345.508039	10.000	32.9437	10.2154	1025.3559	25.3103	25.3101	4.7832	75.106	6.36858	6.37085	33.1042	5.1113e-03	10.2434	1025.3628	25.3172	29.7825	34.1490	38.4190	42.5946	9.7526e-04	2.6487e-06	33.0990	40791.4694	20
10.598	10.2610	0.0811	1.9130e-01	0.715	36.451	345.508049	10.500	32.9346	10.2598	1025.3435	25.2957	25.2955	4.7485	74.628	6.36278	6.36496	33.0950	5.1341e-03	10.2881	1025.3505	25.3027	29.7671	34.1327	38.4019	42.5767	9.7528e-04	2.6627e-06	33.0899	40969.8208	21
11.103	10.3361	0.0774	1.7903e-01	0.712	37.399	345.508060	11.000	33.2185	10.3348	1025.5545	25.5044	25.5042	4.7284	74.569	6.34087	6.34302	33.3796	4.4282e-03	10.3580	1025.5609	25.5109	29.9716	34.3337	38.5994	42.7709	9.7508e-04	2.4648e-06	33.3752	41248.9558	24
11.608	10.3633	0.0706	1.8675e-01	0.708	38.401	345.508072	11.500	33.3698	10.3619	1025.6701	25.6177	25.6175	4.7340	74.776	6.33102	6.33317	33.5312	4.0522e-03	10.3823	1025.6762	25.6239	30.0829	34.4434	38.7076	42.8775	9.7497e-04	2.3575e-06	33.5272	41346.0888	24
12.113	10.3559	0.0695	1.7964e-01	0.713	39.388	345.508083	12.000	33.3920	10.3545	1025.6909	25.6363	25.6361	4.7403	74.872	6.33114	6.33330	33.5534	3.9971e-03	10.3744	1025.6970	25.6424	30.1014	34.4619	38.7261	42.8961	9.7495e-04	2.3400e-06	33.5494	41314.7012	24
12.617	10.3125	0.0669	1.7761e-01	0.716	40.349	345.508094	12.500	33.3513	10.3110	1025.6689	25.6120	25.6117	4.7928	75.611	6.33873	6.34097	33.5126	4.0983e-03	10.3317	1025.6751	25.6182	30.0784	34.4401	38.7054	42.8765	9.7497e-04	2.3631e-06	33.5085	41143.9525	22
