PrDM	T090C	WetStar	FlSP	SeaTurbMtr	TimeS	TimeJ	DepSM	Sal00	Potemp090C	Density00	Sigma-é00	Sigma-t00	Sbeox0ML/L	Sbeox0PS	OxsolML/L	OxsatML/L	Gsw_saA0	Gsw_deltasaA0	Gsw_ctA0	Gsw_densityA0	Gsw_sigma0A0	Gsw_sigma1A0	Gsw_sigma2A0	Gsw_sigma3A0	Gsw_sigma4A0	Gsw_specvolA0	Gsw_svolanomA0	Gsw_srA0	Gsw_ieA0	Nbin
2.019	5.7466	0.6240	7.1802e-01	0.669	30.926	344.580011	2.000	21.8501	5.7465	1017.2137	17.2042	17.2042	6.8985	90.955	7.58459	7.58998	21.9858	3.2687e-02	5.8904	1017.2374	17.2279	21.8850	26.4380	30.8886	35.2389	9.8306e-04	1.0403e-05	21.9531	23413.8612	16
2.523	6.0536	0.4866	6.5464e-01	0.698	32.005	344.580023	2.500	23.4786	6.0534	1018.4695	18.4577	18.4577	6.7231	90.264	7.44813	7.45396	23.6179	2.8639e-02	6.1849	1018.4907	18.4789	23.1149	27.6473	32.0780	36.4089	9.8185e-04	9.1953e-06	23.5893	24589.9202	26
3.028	6.3643	0.3560	6.6246e-01	0.668	33.119	344.580036	3.000	25.2674	6.3641	1019.8481	19.8340	19.8340	6.5771	90.024	7.30603	7.31233	25.4107	2.4192e-02	6.4797	1019.8666	19.8524	24.4662	28.9770	33.3867	37.6972	9.8052e-04	7.8729e-06	25.3865	25766.8918	27
3.533	6.6335	0.3495	6.1920e-01	0.697	34.259	344.580049	3.500	26.3130	6.6332	1020.6435	20.6270	20.6270	6.4741	89.797	7.20964	7.21600	26.4587	2.1593e-02	6.7396	1020.6603	20.6438	25.2425	29.7387	34.1342	38.4310	9.7976e-04	7.1125e-06	26.4371	26804.1489	27
4.037	6.7474	0.3270	6.6449e-01	0.643	35.365	344.580062	4.000	26.4705	6.7471	1020.7566	20.7378	20.7378	6.4173	89.341	7.18291	7.18912	26.6165	2.1202e-02	6.8527	1020.7732	20.7544	25.3490	29.8412	34.2328	38.5259	9.7965e-04	7.0064e-06	26.5953	27256.0308	26
4.542	6.9065	0.3365	5.3658e-01	0.646	36.460	344.580075	4.500	26.5533	6.9062	1020.8056	20.7845	20.7844	6.3760	89.148	7.15224	7.15818	26.6996	2.0996e-02	7.0126	1020.8221	20.8010	25.3910	29.8787	34.2660	38.5548	9.7960e-04	6.9617e-06	26.6786	27893.9548	27
5.047	7.0383	0.2929	5.4806e-01	0.657	37.564	344.580088	5.000	26.7181	7.0379	1020.9217	20.8983	20.8983	6.3649	89.363	7.12253	7.12830	26.8646	2.0587e-02	7.1436	1020.9380	20.9146	25.5001	29.9833	34.3663	38.6510	9.7949e-04	6.8528e-06	26.8441	28417.0510	26
5.552	7.1188	0.2592	5.7725e-01	0.668	38.649	344.580100	5.500	26.8916	7.1183	1021.0507	21.0250	21.0249	6.3667	89.658	7.10109	7.10679	27.0386	2.0155e-02	7.2226	1021.0667	21.0410	25.6231	30.1032	34.4830	38.7647	9.7937e-04	6.7316e-06	27.0185	28732.4185	26
6.056	7.1221	0.2454	5.3490e-01	0.692	39.740	344.580113	6.000	27.2279	7.1216	1021.3168	21.2887	21.2886	6.3350	89.416	7.08488	7.09074	27.3756	1.9319e-02	7.2214	1021.3323	21.3042	25.8836	30.3610	34.7384	39.0176	9.7911e-04	6.4792e-06	27.3563	28727.8475	27
6.561	7.1439	0.2252	4.8524e-01	0.772	40.851	344.580126	6.500	27.3410	7.1433	1021.4052	21.3748	21.3748	6.3265	89.407	7.07607	7.08195	27.4889	1.9038e-02	7.2419	1021.4205	21.3902	25.9682	30.4442	34.8202	39.0981	9.7903e-04	6.3969e-06	27.4699	28809.4416	26
7.066	7.2341	0.2136	4.4683e-01	0.683	41.957	344.580138	7.000	27.5694	7.2335	1021.5758	21.5432	21.5431	6.2859	89.154	7.05064	7.05646	27.7178	1.8471e-02	7.3299	1021.5908	21.5582	26.1322	30.6044	34.9766	39.2509	9.7886e-04	6.2359e-06	27.6994	29160.6971	27
7.570	7.5298	0.2009	4.4813e-01	0.676	43.061	344.580151	7.500	28.1461	7.5291	1021.9935	21.9585	21.9585	6.2191	89.147	6.97622	6.98172	28.2959	1.7037e-02	7.6203	1022.0076	21.9727	26.5351	30.9960	35.3573	39.6210	9.7847e-04	5.8390e-06	28.2788	30320.0209	27
8.075	7.5268	0.1839	4.6206e-01	0.658	44.184	344.580164	8.000	28.1559	7.5261	1022.0038	21.9665	21.9665	6.1351	87.941	6.97626	6.98178	28.3056	1.7013e-02	7.6171	1022.0180	21.9807	26.5431	31.0040	35.3652	39.6289	9.7846e-04	5.8314e-06	28.2886	30307.4644	26
8.580	7.7176	0.1681	4.2737e-01	0.660	45.312	344.580177	8.500	28.5899	7.7168	1022.3218	22.2823	22.2822	6.0411	87.224	6.92600	6.93135	28.7406	1.5934e-02	7.8033	1022.3353	22.2958	26.8503	31.3034	35.6572	39.9138	9.7815e-04	5.5300e-06	28.7247	31050.6927	28
9.084	7.8912	0.1640	3.4947e-01	0.652	46.430	344.580190	9.000	28.9552	7.8904	1022.5874	22.5456	22.5455	5.9477	86.421	6.88212	6.88729	29.1068	1.5026e-02	7.9729	1022.6003	22.5585	27.1061	31.5525	35.8999	40.1501	9.7790e-04	5.2787e-06	29.0917	31727.7634	26
9.589	8.2277	0.1555	3.1769e-01	0.650	47.513	344.580203	9.500	29.4812	8.2268	1022.9555	22.9115	22.9114	5.8452	85.878	6.80630	6.81104	29.6339	1.3718e-02	8.3040	1022.9677	22.9237	27.4594	31.8942	36.2303	40.4697	9.7755e-04	4.9298e-06	29.6202	33049.3285	26
10.094	8.2515	0.1452	3.3165e-01	0.693	48.603	344.580215	10.000	29.4193	8.2506	1022.9059	22.8596	22.8595	5.8494	85.952	6.80541	6.81008	29.5719	1.3872e-02	8.3288	1022.9183	22.8720	27.4075	31.8423	36.1783	40.4176	9.7760e-04	4.9793e-06	29.5581	33148.2649	27
10.598	8.5046	0.0987	3.7812e-01	0.723	49.720	344.580228	10.500	29.8055	8.5036	1023.1748	23.1263	23.1261	5.8265	86.325	6.74954	6.75388	29.9590	1.2912e-02	8.5776	1023.1866	23.1381	27.6648	32.0910	36.4187	40.6500	9.7734e-04	4.7253e-06	29.9461	34141.5019	26
11.103	8.5406	0.0813	3.7671e-01	0.709	50.830	344.580241	11.000	30.0840	8.5395	1023.3900	23.3392	23.3390	5.8157	86.392	6.73181	6.73619	30.2380	1.2220e-02	8.6094	1023.4013	23.3506	27.8743	32.2977	36.6226	40.8513	9.7713e-04	4.5224e-06	30.2258	34268.7629	27
11.608	8.5078	0.0750	3.7663e-01	0.710	51.940	344.580254	11.500	30.3668	8.5067	1023.6185	23.5654	23.5652	5.7854	86.035	6.72444	6.72901	30.5215	1.1517e-02	8.5719	1023.6293	23.5762	28.0987	32.5207	36.8444	41.0717	9.7692e-04	4.3071e-06	30.5100	34118.9449	26
12.113	8.5625	0.0723	3.9446e-01	0.712	53.049	344.580267	12.000	30.6995	8.5613	1023.8733	23.8179	23.8178	5.7640	86.008	6.70167	6.70628	30.8550	1.0690e-02	8.6216	1023.8836	23.8282	28.3469	32.7653	37.0854	41.3093	9.7667e-04	4.0668e-06	30.8443	34317.4572	27
12.617	8.6489	0.0672	3.4745e-01	0.728	54.121	344.580279	12.500	31.0943	8.6477	1024.1719	24.1143	24.1141	5.6990	85.422	6.67160	6.67620	31.2507	9.7084e-03	8.7021	1024.1815	24.1239	28.6377	33.0512	37.3667	41.5862	9.7639e-04	3.7849e-06	31.2410	34638.5943	25
