PrDM	T090C	WetStar	FlSP	SeaTurbMtr	TimeS	TimeJ	DepSM	Sal00	Potemp090C	Density00	Sigma-é00	Sigma-t00	Sbeox0ML/L	Sbeox0PS	OxsolML/L	OxsatML/L	Gsw_saA0	Gsw_deltasaA0	Gsw_ctA0	Gsw_densityA0	Gsw_sigma0A0	Gsw_sigma1A0	Gsw_sigma2A0	Gsw_sigma3A0	Gsw_sigma4A0	Gsw_specvolA0	Gsw_svolanomA0	Gsw_srA0	Gsw_ieA0	Nbin
2.019	4.4359	3.6446	1.3255e+00	3.258	26.589	344.681824	2.000	14.5722	4.4358	1011.5722	11.5625	11.5625	7.5938	92.463	8.21535	8.21784	14.6917	5.0777e-02	4.6163	1011.6085	11.5987	16.3512	20.9970	25.5380	29.9760	9.8852e-04	1.5866e-05	14.6410	18327.3312	20
2.523	5.7314	2.7366	1.1258e+00	3.167	27.999	344.681840	2.500	20.6021	5.7313	1016.2227	16.2108	16.2108	6.9418	90.610	7.66011	7.66451	20.7350	3.5789e-02	5.8818	1016.2488	16.2368	20.9053	25.4692	29.9307	34.2915	9.8402e-04	1.1369e-05	20.6992	23379.8350	33
3.028	7.3394	0.5591	9.8526e-01	1.897	29.307	344.681855	3.000	28.0590	7.3391	1021.9289	21.9149	21.9149	6.2706	89.445	7.01049	7.01635	28.2085	1.7253e-02	7.4301	1021.9431	21.9291	26.4968	30.9627	35.3289	39.5974	9.7853e-04	5.8800e-06	28.1913	29560.8121	29
3.533	7.4464	0.2676	9.2555e-01	1.520	30.461	344.681869	3.500	28.4301	7.4461	1022.2084	22.1921	22.1921	6.1413	88.027	6.97662	6.98244	28.5804	1.6331e-02	7.5326	1022.2221	22.2058	26.7680	31.2287	35.5898	39.8533	9.7826e-04	5.6156e-06	28.5641	29970.0236	27
4.037	7.5913	0.2389	9.3331e-01	1.433	31.505	344.681881	4.000	28.6614	7.5909	1022.3735	22.3549	22.3549	6.0466	87.090	6.94290	6.94854	28.8123	1.5756e-02	7.6754	1022.3869	22.3683	26.9252	31.3808	35.7369	39.9957	9.7810e-04	5.4602e-06	28.7966	30539.9897	23
4.542	7.8699	0.2244	7.4447e-01	1.212	32.471	344.681892	4.500	29.1043	7.8695	1022.6862	22.6653	22.6652	5.9779	86.904	6.87879	6.88408	29.2562	1.4655e-02	7.9497	1022.6989	22.6780	27.2249	31.6707	36.0174	40.2671	9.7780e-04	5.1640e-06	29.2415	31634.9484	23
5.047	8.0612	0.2058	7.6622e-01	1.102	33.425	344.681903	5.000	29.5301	8.0607	1022.9963	22.9731	22.9730	5.9861	87.646	6.82980	6.83490	29.6830	1.3597e-02	8.1360	1023.0084	22.9852	27.5243	31.9626	36.3020	40.5445	9.7751e-04	4.8705e-06	29.6694	32378.8819	23
5.552	8.0779	0.1833	7.8763e-01	1.062	34.358	344.681914	5.500	29.6202	8.0774	1023.0668	23.0414	23.0413	6.0308	88.386	6.82320	6.82831	29.7732	1.3373e-02	8.1515	1023.0788	23.0533	27.5914	32.0286	36.3670	40.6085	9.7744e-04	4.8055e-06	29.7599	32440.5031	22
6.056	8.0540	0.1717	7.7300e-01	0.898	35.288	344.681925	6.000	29.7995	8.0535	1023.2131	23.1853	23.1852	6.0269	88.385	6.81894	6.82417	29.9530	1.2927e-02	8.1247	1023.2247	23.1969	27.7342	32.1706	36.5082	40.7491	9.7730e-04	4.6684e-06	29.9401	32333.6736	23
6.561	7.9746	0.1538	7.0560e-01	0.872	36.241	344.681936	6.500	29.9950	7.9740	1023.3796	23.3495	23.3494	6.0140	88.149	6.82259	6.82808	30.1489	1.2441e-02	8.0418	1023.3909	23.3608	27.8984	32.3352	36.6732	40.9144	9.7714e-04	4.5120e-06	30.1364	32002.6453	23
