PrDM	T090C	WetStar	FlSP	SeaTurbMtr	TimeS	TimeJ	DepSM	Sal00	Potemp090C	Density00	Sigma-é00	Sigma-t00	Sbeox0ML/L	Sbeox0PS	OxsolML/L	OxsatML/L	Gsw_saA0	Gsw_deltasaA0	Gsw_ctA0	Gsw_densityA0	Gsw_sigma0A0	Gsw_sigma1A0	Gsw_sigma2A0	Gsw_sigma3A0	Gsw_sigma4A0	Gsw_specvolA0	Gsw_svolanomA0	Gsw_srA0	Gsw_ieA0	Nbin
2.019	6.5676	0.4096	4.9900e-01	0.642	13.599	345.494810	2.000	21.7520	6.5675	1017.0580	17.0485	17.0485	6.7875	91.205	7.44103	7.44496	21.8875	3.2931e-02	6.7274	1017.0820	17.0725	21.7089	26.2417	30.6729	35.0043	9.8321e-04	1.0552e-05	21.8545	26755.3189	17
2.523	6.8343	0.3775	5.0313e-01	0.728	14.878	345.494825	2.500	23.2969	6.8341	1018.2461	18.2343	18.2343	6.9476	94.922	7.31954	7.32386	23.4359	2.9090e-02	6.9802	1018.2677	18.2559	22.8732	27.3875	31.8007	36.1147	9.8206e-04	9.4103e-06	23.4068	27764.4246	30
3.028	6.9483	0.3399	4.5431e-01	0.644	16.046	345.494838	3.000	25.0910	6.9481	1019.6447	19.6307	19.6306	6.8765	95.316	7.21432	7.21939	25.2339	2.4631e-02	7.0735	1019.6636	19.6495	24.2499	28.7477	33.1448	37.4432	9.8072e-04	8.0680e-06	25.2093	28137.2162	27
3.533	7.0720	0.3139	4.2942e-01	0.700	17.173	345.494852	3.500	26.1776	7.0717	1020.4861	20.4697	20.4697	6.6226	92.722	7.14227	7.14769	26.3229	2.1930e-02	7.1848	1020.5033	20.4869	25.0757	29.5623	33.9484	38.2363	9.7991e-04	7.2633e-06	26.3010	28581.3322	28
4.037	7.2469	0.2986	4.3169e-01	0.613	18.345	345.494865	4.000	26.8709	7.2466	1021.0117	20.9930	20.9930	6.3704	89.963	7.08096	7.08639	27.0178	2.0207e-02	7.3524	1021.0278	21.0092	25.5883	30.0654	34.4425	38.7214	9.7941e-04	6.7621e-06	26.9976	29250.6877	28
4.542	7.4408	0.2762	3.9159e-01	0.603	19.561	345.494879	4.500	27.3384	7.4404	1021.3570	21.3360	21.3360	6.2033	88.270	7.02758	7.03286	27.4863	1.9045e-02	7.5420	1021.3724	21.3514	25.9222	30.3912	34.7604	39.0317	9.7907e-04	6.4339e-06	27.4673	30007.5661	30
5.047	7.7274	0.2306	3.4046e-01	0.637	20.828	345.494894	5.000	27.7313	7.7270	1021.6306	21.6073	21.6072	6.0513	86.898	6.96357	6.96848	27.8801	1.8068e-02	7.8258	1021.6455	21.6222	26.1831	30.6424	35.0022	39.2645	9.7881e-04	6.1745e-06	27.8621	31140.2126	30
5.552	7.9492	0.1988	3.1763e-01	0.786	22.014	345.494908	5.500	28.1703	7.9487	1021.9480	21.9224	21.9223	5.9914	86.728	6.90829	6.91298	28.3201	1.6977e-02	8.0432	1021.9623	21.9367	26.4889	30.9398	35.2914	39.5458	9.7851e-04	5.8734e-06	28.3031	32008.4033	27
6.056	8.2096	0.1805	3.0024e-01	0.657	23.127	345.494920	6.000	28.8205	8.2091	1022.4243	22.3965	22.3964	5.8890	86.118	6.83836	6.84284	28.9718	1.5360e-02	8.2961	1022.4377	22.4099	26.9509	31.3910	35.7322	39.9765	9.7805e-04	5.4207e-06	28.9564	33017.7736	27
6.561	8.0149	0.1329	3.0762e-01	0.685	24.300	345.494934	6.500	28.4181	8.0143	1022.1381	22.1079	22.1078	5.8494	84.935	6.88676	6.89144	28.5685	1.6361e-02	8.1057	1022.1520	22.1218	26.6705	31.1181	35.4665	39.7177	9.7833e-04	5.6963e-06	28.5521	32257.9179	30
