PrDM	T090C	WetStar	FlSP	SeaTurbMtr	TimeS	TimeJ	DepSM	Sal00	Potemp090C	Density00	Sigma-é00	Sigma-t00	Sbeox0ML/L	Sbeox0PS	OxsolML/L	OxsatML/L	Gsw_saA0	Gsw_deltasaA0	Gsw_ctA0	Gsw_densityA0	Gsw_sigma0A0	Gsw_sigma1A0	Gsw_sigma2A0	Gsw_sigma3A0	Gsw_sigma4A0	Gsw_specvolA0	Gsw_svolanomA0	Gsw_srA0	Gsw_ieA0	Nbin
2.019	5.9198	1.1114	7.8088e-01	4.434	24.385	344.626972	2.000	22.9191	5.9197	1018.0404	18.0309	18.0309	6.8171	90.907	7.49908	7.50484	23.0572	3.0030e-02	6.0556	1018.0624	18.0530	22.6968	27.2369	31.6751	36.0133	9.8226e-04	9.6054e-06	23.0272	24073.5469	12
2.523	6.2829	0.6178	8.1762e-01	3.486	25.233	344.626982	2.500	24.6936	6.2827	1019.4029	19.3911	19.3911	6.6549	90.568	7.34796	7.35408	24.8357	2.5619e-02	6.4040	1019.4222	19.4104	24.0308	28.5480	32.9640	37.2806	9.8095e-04	8.2980e-06	24.8100	25464.5507	20
3.028	6.4585	0.5619	7.7877e-01	2.818	26.078	344.626992	3.000	26.1175	6.4583	1020.5070	20.4929	20.4929	6.5657	90.577	7.24879	7.25539	26.2627	2.2079e-02	6.5650	1020.5241	20.5100	25.1146	29.6165	34.0176	38.3198	9.7989e-04	7.2410e-06	26.2406	26107.4726	21
3.533	6.4883	0.4081	7.3021e-01	2.353	27.005	344.627002	3.500	26.5700	6.4880	1020.8621	20.8457	20.8457	6.5961	91.332	7.22208	7.22887	26.7163	2.0954e-02	6.5896	1020.8785	20.8621	25.4624	29.9601	34.3572	38.6554	9.7955e-04	6.9031e-06	26.6953	26205.5386	23
4.037	6.5152	0.3355	7.3202e-01	2.153	27.915	344.627013	4.000	26.7146	6.5149	1020.9752	20.9564	20.9564	6.6426	92.122	7.21060	7.21743	26.8612	2.0595e-02	6.6150	1020.9914	20.9726	25.5711	30.0671	34.4624	38.7590	9.7944e-04	6.7970e-06	26.8406	26307.0567	21
4.542	6.5486	0.3151	7.0125e-01	2.103	28.837	344.627024	4.500	26.8008	6.5483	1021.0415	21.0204	21.0204	6.6285	92.052	7.20084	7.20764	26.9475	2.0381e-02	6.6477	1021.0576	21.0364	25.6335	30.1280	34.5218	38.8170	9.7938e-04	6.7358e-06	26.9271	26437.4319	22
5.047	6.5780	0.2980	6.7641e-01	1.721	29.721	344.627034	5.000	26.8599	6.5776	1021.0871	21.0636	21.0635	6.5922	91.646	7.19305	7.19983	27.0068	2.0234e-02	6.6766	1021.1030	21.0795	25.6753	30.1687	34.5614	38.8555	9.7933e-04	6.6945e-06	26.9865	26552.9411	21
5.552	6.8043	0.2855	6.7820e-01	1.337	30.600	344.627044	5.500	27.2551	6.8039	1021.3738	21.3481	21.3480	6.4664	90.610	7.13640	7.14293	27.4028	1.9252e-02	6.9002	1021.3892	21.3634	25.9505	30.4354	34.8199	39.1060	9.7906e-04	6.4224e-06	27.3836	27445.3795	22
6.056	7.1240	0.2544	6.9763e-01	1.129	31.496	344.627054	6.000	27.6879	7.1235	1021.6778	21.6497	21.6497	6.3027	89.231	7.06325	7.06935	27.8366	1.8176e-02	7.2173	1021.6925	21.6645	26.2403	30.7142	35.0881	39.3640	9.7877e-04	6.1340e-06	27.8184	28711.1371	21
6.561	7.3935	0.2417	6.4784e-01	0.977	32.413	344.627065	6.500	28.0733	7.3930	1021.9491	21.9188	21.9187	6.1902	88.412	7.00152	7.00727	28.2229	1.7218e-02	7.4839	1021.9633	21.9330	26.4993	30.9639	35.3288	39.5960	9.7851e-04	5.8769e-06	28.2056	29775.7837	22
7.066	7.6142	0.2257	5.5487e-01	1.164	33.314	344.627075	7.000	28.6351	7.6136	1022.3639	22.3313	22.3313	6.1142	88.096	6.94042	6.94600	28.7860	1.5821e-02	7.6986	1022.3773	22.3447	26.9013	31.3566	35.7124	39.9708	9.7811e-04	5.4830e-06	28.7702	30632.6209	22
7.570	8.0450	0.1954	5.3652e-01	0.954	34.193	344.627086	7.500	29.3894	8.0443	1022.8995	22.8648	22.8647	6.0301	88.176	6.83876	6.84382	29.5419	1.3946e-02	8.1215	1022.9118	22.8771	27.4177	31.8574	36.1982	40.4421	9.7760e-04	4.9742e-06	29.5280	32320.9486	20
8.075	8.1819	0.1670	4.4770e-01	0.890	35.042	344.627095	8.000	29.9706	8.1812	1023.3385	23.3015	23.3014	5.9636	87.809	6.79159	6.79665	30.1244	1.2502e-02	8.2506	1023.3499	23.3129	27.8459	32.2781	36.6117	40.8487	9.7718e-04	4.5579e-06	30.1119	32836.4523	21
8.580	8.2446	0.1290	4.4750e-01	0.839	35.893	344.627105	8.500	30.6501	8.2438	1023.8644	23.8251	23.8250	5.8576	86.752	6.75206	6.75729	30.8054	1.0813e-02	8.3031	1023.8746	23.8354	28.3618	32.7876	37.1150	41.3459	9.7668e-04	4.0594e-06	30.7946	33046.0576	20
9.084	8.3656	0.0922	4.7293e-01	1.016	36.758	344.627115	9.000	30.8511	8.3647	1024.0068	23.9652	23.9651	5.7760	85.890	6.72483	6.72990	31.0069	1.0313e-02	8.4217	1024.0167	23.9752	28.4972	32.9189	37.2422	41.4693	9.7655e-04	3.9261e-06	30.9966	33519.1789	21
9.589	8.3878	0.0875	4.4744e-01	1.524	37.642	344.627125	9.500	30.8657	8.3869	1024.0173	23.9735	23.9734	5.7718	85.880	6.72082	6.72585	31.0215	1.0277e-02	8.4437	1024.0273	23.9834	28.5049	32.9259	37.2487	41.4751	9.7654e-04	3.9183e-06	31.0113	33607.1787	22
10.094	8.4825	0.0873	4.2542e-01	1.382	38.575	344.627136	10.000	30.9829	8.4815	1024.0975	24.0514	24.0513	5.7735	86.153	6.70143	6.70632	31.1389	9.9855e-03	8.5369	1024.1073	24.0612	28.5796	32.9977	37.3175	41.5412	9.7646e-04	3.8443e-06	31.1289	33979.3459	23
10.598	8.6990	0.0825	4.2503e-01	0.842	39.493	344.627147	10.500	31.2912	8.6979	1024.3093	24.2609	24.2608	5.6941	85.552	6.65561	6.66019	31.4480	9.2191e-03	8.7494	1024.3186	24.2702	28.7813	33.1924	37.5054	41.7225	9.7626e-04	3.6452e-06	31.4387	34827.5258	21
11.103	8.7104	0.0820	3.8766e-01	0.734	40.379	344.627157	11.000	31.3692	8.7093	1024.3709	24.3203	24.3201	5.6672	85.214	6.65054	6.65514	31.5261	9.0252e-03	8.7596	1024.3801	24.3294	28.8397	33.2499	37.5621	41.7785	9.7620e-04	3.5888e-06	31.5171	34868.0800	21
11.608	8.6508	0.0780	3.7043e-01	0.711	41.247	344.627167	11.500	31.2210	8.6496	1024.2661	24.2131	24.2129	5.7089	85.644	6.66584	6.67049	31.3776	9.3936e-03	8.7020	1024.2755	24.2225	28.7353	33.1479	37.4624	41.6810	9.7630e-04	3.6908e-06	31.3682	34638.4593	21
12.113	8.6182	0.0735	3.6569e-01	0.787	42.156	344.627178	12.000	31.1259	8.6170	1024.1987	24.1434	24.1432	5.7119	85.573	6.67491	6.67958	31.2823	9.6300e-03	8.6707	1024.2083	24.1530	28.6672	33.0812	37.3972	41.6170	9.7636e-04	3.7572e-06	31.2727	34513.3920	22
12.617	8.8596	0.0768	3.1417e-01	0.740	43.085	344.627188	12.500	31.3294	8.8584	1024.3242	24.2667	24.2665	5.5991	84.449	6.63013	6.63440	31.4863	9.1240e-03	8.9099	1024.3335	24.2760	28.7832	33.1904	37.4997	41.7132	9.7624e-04	3.6400e-06	31.4771	35468.3587	23
13.122	8.8531	0.0651	2.8969e-01	0.736	44.048	344.627200	13.000	31.4309	8.8517	1024.4070	24.3472	24.3470	5.4723	82.580	6.62672	6.63106	31.5880	8.8717e-03	8.9016	1024.4161	24.3563	28.8629	33.2695	37.5782	41.7912	9.7617e-04	3.5636e-06	31.5791	35435.1952	23
13.627	8.8768	0.0496	2.6836e-01	0.784	44.970	344.627210	13.500	31.5452	8.8754	1024.4950	24.4330	24.4328	5.3480	80.806	6.61833	6.62266	31.7025	8.5877e-03	8.9235	1024.5040	24.4419	28.9471	33.3523	37.6598	41.8715	9.7608e-04	3.4822e-06	31.6939	35522.6806	21
14.131	9.0788	0.0429	2.5936e-01	0.758	45.822	344.627220	14.000	31.9659	9.0773	1024.7951	24.7308	24.7306	5.2533	79.946	6.57096	6.57506	32.1242	7.5419e-03	9.1191	1024.8033	24.7390	29.2365	33.6344	37.9346	42.1394	9.7580e-04	3.1994e-06	32.1166	36303.5113	20
14.636	9.4238	0.0396	2.3694e-01	0.768	46.702	344.627230	14.500	32.4809	9.4223	1025.1458	25.0794	25.0792	5.1834	79.754	6.49919	6.50281	32.6403	6.2618e-03	9.4565	1025.1533	25.0869	29.5729	33.9595	38.2489	42.4433	9.7546e-04	2.8685e-06	32.6340	37650.1343	23
15.141	9.7476	0.0339	2.0556e-01	0.792	47.647	344.627241	15.000	32.9042	9.7459	1025.4262	25.3577	25.3574	5.1401	79.869	6.43561	6.43876	33.0646	5.2095e-03	9.7735	1025.4330	25.3645	29.8403	34.2170	38.4968	42.6819	9.7520e-04	2.6046e-06	33.0594	38915.7146	23
15.646	9.9010	0.0274	1.9441e-01	0.769	48.614	344.627252	15.500	33.1765	9.8992	1025.6157	25.5450	25.5447	5.1213	79.984	6.40285	6.40580	33.3375	4.5328e-03	9.9223	1025.6220	25.5513	30.0218	34.3933	38.6681	42.8484	9.7502e-04	2.4272e-06	33.3329	39509.6674	23
16.150	9.9345	0.0272	1.9425e-01	0.763	49.565	344.627264	16.000	33.2072	9.9327	1025.6364	25.5635	25.5632	5.1273	80.153	6.39688	6.39978	33.3683	4.4564e-03	9.9553	1025.6427	25.5697	30.0392	34.4098	38.6838	42.8632	9.7500e-04	2.4098e-06	33.3638	39641.5232	22
16.655	9.9429	0.0244	1.9425e-01	0.775	50.487	344.627274	16.500	33.2625	9.9411	1025.6805	25.6052	25.6049	5.1291	80.224	6.39344	6.39634	33.4237	4.3189e-03	9.9627	1025.6867	25.6114	30.0803	34.4504	38.7237	42.9026	9.7496e-04	2.3703e-06	33.4194	39670.8911	22
17.160	9.9694	0.0224	1.8813e-01	0.780	51.398	344.627285	17.000	33.3245	9.9675	1025.7267	25.6492	25.6488	5.1267	80.265	6.38724	6.39011	33.4858	4.1648e-03	9.9880	1025.7327	25.6552	30.1231	34.4921	38.7646	42.9425	9.7491e-04	2.3288e-06	33.4816	39772.0766	22
17.664	9.9619	0.0092	1.7981e-01	0.781	52.313	344.627295	17.500	33.5610	9.9599	1025.9149	25.8351	25.8347	5.1192	80.257	6.37858	6.38155	33.7228	3.5770e-03	9.9762	1025.9204	25.8407	30.3070	34.6745	38.9455	43.1220	9.7474e-04	2.1527e-06	33.7192	39724.7406	22
18.169	9.9517	0.0008	1.8093e-01	0.782	53.227	344.627306	18.000	33.6816	9.9497	1026.0130	25.9310	25.9306	5.1056	80.087	6.37506	6.37810	33.8437	3.2772e-03	9.9637	1026.0183	25.9363	30.4019	34.7689	39.0392	43.2152	9.7464e-04	2.0619e-06	33.8404	39674.9202	22
18.674	9.9554	0.0024	1.7658e-01	0.794	54.128	344.627316	18.500	33.7455	9.9533	1026.0645	25.9802	25.9799	5.0899	79.880	6.37194	6.37499	33.9077	3.1184e-03	9.9661	1026.0697	25.9854	30.4506	34.8169	39.0868	43.2622	9.7459e-04	2.0154e-06	33.9046	39684.7602	22
19.179	9.9539	-0.0002	1.8421e-01	0.824	55.057	344.627327	19.000	33.7786	9.9517	1026.0930	26.0064	26.0060	5.0931	79.944	6.37080	6.37386	33.9409	3.0360e-03	9.9639	1026.0981	26.0115	30.4764	34.8426	39.1123	43.2875	9.7457e-04	1.9907e-06	33.9379	39675.9503	22
19.683	9.9579	-0.0006	1.7455e-01	0.833	56.010	344.627338	19.500	33.8257	9.9557	1026.1313	26.0425	26.0421	5.0959	80.020	6.36832	6.37140	33.9881	2.9190e-03	9.9670	1026.1364	26.0475	30.5120	34.8778	39.1470	43.3219	9.7453e-04	1.9566e-06	33.9852	39688.3084	23
20.188	9.9614	-0.0019	1.7359e-01	0.779	56.959	344.627349	20.000	33.8676	9.9591	1026.1657	26.0746	26.0742	5.0926	79.995	6.36612	6.36920	34.0301	2.8148e-03	9.9698	1026.1707	26.0796	30.5437	34.9091	39.1780	43.3525	9.7450e-04	1.9263e-06	34.0273	39699.2354	23
20.693	9.9538	-0.0041	1.7151e-01	0.830	57.878	344.627360	20.500	33.9062	9.9515	1026.1994	26.1060	26.1056	5.0868	79.910	6.36559	6.36870	34.0688	2.7189e-03	9.9614	1026.2043	26.1109	30.5749	34.9402	39.2090	43.3834	9.7447e-04	1.8967e-06	34.0661	39665.8868	21
21.197	9.9473	-0.0064	1.7155e-01	0.831	58.738	344.627370	21.000	33.9202	9.9449	1026.2137	26.1181	26.1177	5.0764	79.743	6.36592	6.36905	34.0828	2.6841e-03	9.9546	1026.2186	26.1229	30.5869	34.9523	39.2211	43.3956	9.7445e-04	1.8854e-06	34.0801	39638.6311	20
