PrDM	T090C	WetStar	FlSP	SeaTurbMtr	TimeS	TimeJ	DepSM	Sal00	Potemp090C	Density00	Sigma-é00	Sigma-t00	Sbeox0ML/L	Sbeox0PS	OxsolML/L	OxsatML/L	Gsw_saA0	Gsw_deltasaA0	Gsw_ctA0	Gsw_densityA0	Gsw_sigma0A0	Gsw_sigma1A0	Gsw_sigma2A0	Gsw_sigma3A0	Gsw_sigma4A0	Gsw_specvolA0	Gsw_svolanomA0	Gsw_srA0	Gsw_ieA0	Nbin
2.019	7.1762	0.4450	4.5035e-01	0.770	27.613	345.557773	2.000	26.1596	7.1760	1020.4526	20.4433	20.4433	6.3276	88.801	7.12568	7.13088	26.3049	2.1975e-02	7.2906	1020.4698	20.4605	25.0469	29.5310	33.9149	38.2005	9.7994e-04	7.2885e-06	26.2829	29003.9503	12
2.523	7.3323	0.3693	4.4281e-01	0.662	28.533	345.557784	2.500	26.6171	7.3321	1020.7951	20.7834	20.7833	6.2137	87.780	7.07867	7.08380	26.7635	2.0838e-02	7.4423	1020.8116	20.7999	25.3789	29.8559	34.2329	38.5117	9.7961e-04	6.9627e-06	26.7426	29609.5231	23
3.028	7.5456	0.2568	3.8374e-01	0.612	29.528	345.557795	3.000	26.9929	7.5453	1021.0655	21.0515	21.0515	6.0896	86.664	7.02660	7.03151	27.1401	1.9903e-02	7.6527	1021.0816	21.0676	25.6385	30.1076	34.4769	38.7484	9.7935e-04	6.7060e-06	27.1202	30449.1498	25
3.533	8.2611	0.2169	3.5011e-01	0.625	30.550	345.557807	3.500	28.3686	8.2608	1022.0508	22.0345	22.0345	5.8579	85.500	6.85114	6.85531	28.5189	1.6484e-02	8.3547	1022.0648	22.0486	26.5920	31.0343	35.3776	39.6240	9.7841e-04	5.7663e-06	28.5024	33251.6621	23
4.037	8.3959	0.2037	3.5761e-01	0.622	31.505	345.557818	4.000	28.9269	8.3955	1022.4722	22.4537	22.4536	5.7254	84.135	6.80491	6.80907	29.0784	1.5096e-02	8.4824	1022.4855	22.4669	27.0028	31.4379	35.7742	40.0139	9.7801e-04	5.3659e-06	29.0633	33761.3515	22
4.542	8.6067	0.1757	3.1928e-01	0.645	32.387	345.557829	4.500	29.5024	8.6063	1022.8948	22.8740	22.8740	5.6062	83.084	6.74741	6.75142	29.6551	1.3666e-02	8.6856	1022.9072	22.8864	27.4131	31.8392	36.1668	40.3980	9.7761e-04	4.9650e-06	29.6415	34572.8715	21
5.047	8.8276	0.1537	3.2635e-01	0.669	33.272	345.557839	5.000	30.2511	8.8271	1023.4509	23.4279	23.4278	5.4861	82.111	6.68131	6.68521	30.4056	1.1804e-02	8.8961	1023.4621	23.4391	27.9550	32.3707	36.6883	40.9098	9.7708e-04	4.4371e-06	30.3938	35412.8358	22
5.552	9.0903	0.1360	2.7810e-01	0.692	34.200	345.557850	5.500	31.0508	9.0897	1024.0388	24.0135	24.0135	5.3163	80.448	6.60809	6.61180	31.2071	9.8165e-03	9.1469	1024.0488	24.0235	28.5275	32.9316	37.2379	41.4486	9.7652e-04	3.8797e-06	31.1972	36414.2122	23
6.056	9.2019	0.1274	2.6652e-01	0.665	35.193	345.557861	6.000	31.2521	9.2013	1024.1812	24.1537	24.1536	5.1548	78.302	6.58314	6.58672	31.4087	9.3163e-03	9.2557	1024.1909	24.1633	28.6633	33.0635	37.3661	41.5732	9.7638e-04	3.7465e-06	31.3994	36848.5143	24
6.561	9.6740	0.1219	2.3840e-01	0.689	36.195	345.557873	6.500	31.9233	9.6733	1024.6333	24.6036	24.6035	5.0102	77.237	6.48675	6.48968	32.0815	7.6478e-03	9.7181	1024.6419	24.6122	29.0967	33.4820	37.7700	41.9631	9.7595e-04	3.3189e-06	32.0738	38694.3132	24
7.066	10.0033	0.1055	2.0921e-01	0.698	37.147	345.557884	7.000	32.5381	10.0025	1025.0616	25.0296	25.0295	4.9574	77.281	6.41480	6.41733	32.6977	6.1195e-03	10.0374	1025.0692	25.0372	29.5100	33.8839	38.1610	42.3434	9.7554e-04	2.9144e-06	32.6916	39969.0997	22
7.570	10.1104	0.0909	1.9600e-01	0.744	38.038	345.557894	7.500	32.7818	10.1096	1025.2361	25.2019	25.2018	4.9533	77.519	6.38983	6.39224	32.9419	5.5138e-03	10.1403	1025.2433	25.2091	29.6779	34.0478	38.3210	42.4997	9.7538e-04	2.7509e-06	32.9364	40380.0174	21
8.075	10.0281	0.0819	2.0274e-01	0.739	38.951	345.557905	8.000	32.9043	10.0272	1025.3478	25.3113	25.3111	4.9491	77.375	6.39628	6.39889	33.0647	5.2093e-03	10.0555	1025.3547	25.3182	29.7878	34.1586	38.4326	42.6122	9.7527e-04	2.6473e-06	33.0595	40041.3021	23
8.580	9.9873	0.0701	2.0198e-01	0.731	39.929	345.557916	8.500	32.9310	9.9863	1025.3777	25.3390	25.3388	4.9283	76.994	6.40086	6.40356	33.0914	5.1429e-03	10.0140	1025.3846	25.3458	29.8161	34.1876	38.4623	42.6424	9.7524e-04	2.6211e-06	33.0863	39875.8398	24
9.084	10.0887	0.0682	1.9798e-01	0.723	40.925	345.557927	9.000	33.0202	10.0877	1025.4326	25.3916	25.3914	4.9196	77.073	6.38310	6.38564	33.1808	4.9212e-03	10.1140	1025.4393	25.3983	29.8658	34.2345	38.5065	42.6841	9.7519e-04	2.5713e-06	33.1759	40274.9014	23
9.589	10.2092	0.0731	1.9103e-01	0.714	41.886	345.557938	9.500	33.1219	10.2081	1025.4939	25.4506	25.4504	4.9108	77.187	6.36227	6.36461	33.2828	4.6684e-03	10.2328	1025.5005	25.4572	29.9213	34.2868	38.5557	42.7303	9.7513e-04	2.5155e-06	33.2781	40749.2278	23
10.094	10.2209	0.0702	2.0551e-01	0.796	42.823	345.557949	10.000	33.2606	10.2198	1025.6023	25.5568	25.5566	4.8884	76.922	6.35500	6.35737	33.4217	4.3237e-03	10.2420	1025.6087	25.5631	30.0260	34.3902	38.6580	42.8314	9.7503e-04	2.4149e-06	33.4174	40785.7427	22
10.599	10.2150	0.0575	1.8694e-01	0.714	43.746	345.557960	10.500	33.4342	10.2138	1025.7410	25.6932	25.6930	4.8831	76.914	6.34877	6.35121	33.5957	3.8922e-03	10.2327	1025.7470	25.6992	30.1609	34.5241	38.7908	42.9632	9.7490e-04	2.2857e-06	33.5918	40748.7928	23
11.103	10.2130	0.0544	1.7954e-01	0.718	44.695	345.557971	11.000	33.4974	10.2117	1025.7930	25.7429	25.7427	4.8944	77.121	6.34647	6.34894	33.6591	3.7350e-03	10.2295	1025.7988	25.7487	30.2101	34.5728	38.8391	43.0112	9.7485e-04	2.2387e-06	33.6554	40736.1269	23
