PrDM	T090C	WetStar	FlSP	SeaTurbMtr	TimeS	TimeJ	DepSM	Sal00	Potemp090C	Density00	Sigma-é00	Sigma-t00	Sbeox0ML/L	Sbeox0PS	OxsolML/L	OxsatML/L	Gsw_saA0	Gsw_deltasaA0	Gsw_ctA0	Gsw_densityA0	Gsw_sigma0A0	Gsw_sigma1A0	Gsw_sigma2A0	Gsw_sigma3A0	Gsw_sigma4A0	Gsw_specvolA0	Gsw_svolanomA0	Gsw_srA0	Gsw_ieA0	Nbin
2.019	6.6892	0.3763	5.4095e-01	0.692	36.789	345.484002	2.000	26.3654	6.6890	1020.6713	20.6619	20.6619	6.5750	91.348	7.19769	7.20397	26.5112	2.1463e-02	6.7954	1020.6880	20.6787	25.2755	29.7699	34.1637	38.4588	9.7973e-04	7.0790e-06	26.4897	27026.9661	15
2.523	6.6521	0.3415	5.3872e-01	0.680	37.835	345.484014	2.500	26.1796	6.6519	1020.5317	20.5200	20.5200	6.5235	90.443	7.21281	7.21905	26.3250	2.1925e-02	6.7602	1020.5488	20.5371	25.1363	29.6330	34.0291	38.3264	9.7986e-04	7.2150e-06	26.3031	26886.3548	24
3.028	6.6973	0.3047	4.9333e-01	0.686	38.822	345.484026	3.000	26.2581	6.6971	1020.5906	20.5765	20.5765	6.4699	89.842	7.20147	7.20766	26.4036	2.1730e-02	6.8048	1020.6075	20.5934	25.1910	29.6860	34.0804	38.3761	9.7981e-04	7.1609e-06	26.3819	27064.5321	25
3.533	7.0797	0.2851	4.4568e-01	0.719	39.901	345.484038	3.500	26.8159	7.0794	1020.9863	20.9699	20.9699	6.2664	88.116	7.11127	7.11700	26.9627	2.0343e-02	7.1842	1021.0024	20.9861	25.5698	30.0513	34.4326	38.7157	9.7943e-04	6.7842e-06	26.9423	28579.1178	27
4.037	7.5084	0.2482	4.4882e-01	0.676	41.082	345.484052	4.000	27.8153	7.5080	1021.7202	21.7016	21.7016	6.0451	86.421	6.99483	7.00022	27.9644	1.7859e-02	7.6036	1021.7349	21.7163	26.2818	30.7456	35.1098	39.3763	9.7873e-04	6.0843e-06	27.9465	30253.4346	29
4.542	7.8107	0.2141	3.8021e-01	0.687	42.237	345.484065	4.500	28.3633	7.8103	1022.1126	22.0917	22.0917	5.9211	85.541	6.92178	6.92683	28.5135	1.6497e-02	7.9007	1022.1266	22.1056	26.6596	31.1124	35.4657	39.7218	9.7835e-04	5.7116e-06	28.4970	31439.4594	27
5.047	8.3453	0.1792	3.3458e-01	0.683	43.305	345.484078	5.000	29.4223	8.3448	1022.8718	22.8487	22.8486	5.7329	84.421	6.79081	6.79529	29.5749	1.3865e-02	8.4237	1022.8842	22.8611	27.3944	31.8270	36.1609	40.3982	9.7763e-04	4.9892e-06	29.5610	33527.1863	24
5.552	8.5538	0.1541	3.1797e-01	0.688	44.313	345.484089	5.500	30.0492	8.5533	1023.3352	23.3098	23.3098	5.6589	84.067	6.73142	6.73576	30.2032	1.2306e-02	8.6237	1023.3467	23.3213	27.8450	32.2683	36.5932	40.8218	9.7719e-04	4.5497e-06	30.1909	34325.7611	24
6.056	8.6787	0.1282	3.0114e-01	0.678	45.347	345.484101	6.000	30.4977	8.6781	1023.6704	23.6427	23.6426	5.6077	83.783	6.69301	6.69730	30.6528	1.1191e-02	8.7422	1023.6811	23.6535	28.1710	32.5882	36.9072	41.1301	9.7687e-04	4.2326e-06	30.6416	34798.8343	26
6.561	8.9789	0.1214	2.8146e-01	0.716	46.532	345.484115	6.500	31.3048	8.9782	1024.2592	24.2293	24.2292	5.4395	82.248	6.61355	6.61758	31.4616	9.1853e-03	9.0307	1024.2686	24.2387	28.7434	33.1481	37.4550	41.6663	9.7631e-04	3.6747e-06	31.4524	35950.5684	30
