PrDM	T090C	WetStar	FlSP	SeaTurbMtr	TimeS	TimeJ	DepSM	Sal00	Potemp090C	Density00	Sigma-é00	Sigma-t00	Sbeox0ML/L	Sbeox0PS	OxsolML/L	OxsatML/L	Gsw_saA0	Gsw_deltasaA0	Gsw_ctA0	Gsw_densityA0	Gsw_sigma0A0	Gsw_sigma1A0	Gsw_sigma2A0	Gsw_sigma3A0	Gsw_sigma4A0	Gsw_specvolA0	Gsw_svolanomA0	Gsw_srA0	Gsw_ieA0	Nbin
2.019	4.7607	0.7318	7.9926e-01	0.812	22.020	344.590000	2.000	16.8353	4.7606	1013.3335	13.3239	13.3239	7.4189	92.348	8.03391	8.03747	16.9599	4.5152e-02	4.9287	1013.3658	13.3561	18.0811	22.7002	27.2151	31.6279	9.8681e-04	1.4158e-05	16.9147	19574.8122	16
2.523	5.2136	0.6050	7.4640e-01	0.739	23.230	344.590014	2.500	19.4350	5.2134	1015.3557	15.3437	15.3437	7.1820	91.969	7.80890	7.81359	19.5654	3.8690e-02	5.3696	1015.3834	15.3714	20.0625	24.6486	29.1315	33.5130	9.8485e-04	1.2200e-05	19.5267	21335.0196	30
3.028	5.6382	0.5779	7.3548e-01	0.692	24.631	344.590030	3.000	21.5758	5.6380	1017.0120	16.9977	16.9977	6.9250	90.896	7.61848	7.62389	21.7109	3.3369e-02	5.7826	1017.0361	17.0219	21.6841	26.2420	30.6975	35.0524	9.8325e-04	1.0602e-05	21.6776	22983.9402	40
3.533	6.0671	0.5090	7.0003e-01	0.701	26.440	344.590051	3.500	23.5407	6.0669	1018.5214	18.5049	18.5048	6.7538	90.741	7.44294	7.44878	23.6801	2.8485e-02	6.1978	1018.5425	18.5260	23.1611	27.6928	32.1227	36.4528	9.8180e-04	9.1501e-06	23.6517	24641.2581	41
4.037	6.4264	0.4418	6.3385e-01	0.661	27.899	344.590068	4.000	25.3195	6.4261	1019.8873	19.8685	19.8685	6.5930	90.407	7.29258	7.29879	25.4629	2.4063e-02	6.5420	1019.9057	19.8868	24.4986	29.0074	33.4153	37.7240	9.8048e-04	7.8397e-06	25.4389	26015.4350	31
4.542	6.5128	0.3845	6.7062e-01	0.708	29.174	344.590083	4.500	25.7589	6.5124	1020.2259	20.2047	20.2047	6.5670	90.496	7.25670	7.26298	25.9034	2.2971e-02	6.6241	1020.2435	20.2224	24.8285	29.3318	33.7343	38.0378	9.8016e-04	7.5173e-06	25.8804	26343.2462	33
5.047	6.7567	0.3542	6.7562e-01	0.674	30.778	344.590102	5.000	26.2794	6.7563	1020.6100	20.5865	20.5865	6.4908	90.271	7.19038	7.19647	26.4250	2.1677e-02	6.8645	1020.6269	20.6034	25.1993	29.6927	34.0856	38.3798	9.7979e-04	7.1514e-06	26.4033	27302.8301	44
5.552	6.8283	0.3436	6.8471e-01	0.781	32.605	344.590123	5.500	26.5000	6.8279	1020.7775	20.7517	20.7517	6.4270	89.664	7.16787	7.17394	26.6461	2.1129e-02	6.9341	1020.7941	20.7683	25.3606	29.8506	34.2401	38.5311	9.7963e-04	6.9932e-06	26.6249	27580.7045	39
6.056	6.9755	0.3129	5.9490e-01	0.678	34.008	344.590139	6.000	26.7248	6.9750	1020.9391	20.9110	20.9109	6.4088	89.851	7.13270	7.13859	26.8714	2.0570e-02	7.0800	1020.9554	20.9273	25.5142	29.9990	34.3834	38.6695	9.7947e-04	6.8407e-06	26.8508	28163.0346	32
6.561	7.0470	0.2609	5.5191e-01	0.649	35.410	344.590155	6.500	27.0197	7.0465	1021.1646	21.1342	21.1342	6.3978	90.021	7.10700	7.11290	27.1669	1.9837e-02	7.1483	1021.1805	21.1501	25.7329	30.2137	34.5943	38.8767	9.7926e-04	6.6271e-06	27.1471	28435.7618	37
