PrDM	T090C	WetStar	FlSP	SeaTurbMtr	TimeS	TimeJ	DepSM	Sal00	Potemp090C	Density00	Sigma-é00	Sigma-t00	Sbeox0ML/L	Sbeox0PS	OxsolML/L	OxsatML/L	Gsw_saA0	Gsw_deltasaA0	Gsw_ctA0	Gsw_densityA0	Gsw_sigma0A0	Gsw_sigma1A0	Gsw_sigma2A0	Gsw_sigma3A0	Gsw_sigma4A0	Gsw_specvolA0	Gsw_svolanomA0	Gsw_srA0	Gsw_ieA0	Nbin
2.019	5.4236	1.2008	8.3042e-01	1.387	20.203	344.555361	2.000	21.2014	5.4235	1016.7310	16.7215	16.7215	7.0336	91.620	7.67716	7.68270	21.3357	3.4299e-02	5.5679	1016.7558	16.7463	21.4172	25.9836	30.4474	34.8103	9.8352e-04	1.0868e-05	21.3014	22126.5958	13
2.523	5.7322	0.6029	7.7002e-01	0.884	21.175	344.555372	2.500	21.9172	5.7320	1017.2700	17.2581	17.2581	6.9007	90.989	7.58406	7.58952	22.0530	3.2520e-02	5.8748	1017.2937	17.2818	21.9387	26.4916	30.9421	35.2922	9.8300e-04	1.0351e-05	22.0205	23351.9588	24
3.028	6.3502	0.5562	6.6095e-01	0.823	22.223	344.555385	3.000	24.7430	6.3500	1019.4369	19.4227	19.4227	6.6781	91.058	7.33404	7.34006	24.8851	2.5496e-02	6.4714	1019.4561	19.4420	24.0602	28.5755	32.9894	37.3041	9.8091e-04	8.2680e-06	24.8597	25733.6586	26
3.533	6.4743	0.4305	7.1118e-01	0.780	23.386	344.555398	3.500	26.2269	6.4740	1020.5937	20.5772	20.5772	6.6317	91.587	7.24084	7.24747	26.3724	2.1807e-02	6.5796	1020.6106	20.5942	25.1976	29.6983	34.0982	38.3992	9.7981e-04	7.1602e-06	26.3506	26165.7248	29
4.037	6.5310	0.3446	6.6072e-01	0.711	24.491	344.555411	4.000	26.6220	6.5307	1020.9005	20.8817	20.8817	6.5909	91.384	7.21233	7.21907	26.7683	2.0825e-02	6.6321	1020.9168	20.8980	25.4969	29.9932	34.3888	38.6857	9.7951e-04	6.8686e-06	26.7475	26375.1767	25
4.542	6.6821	0.3070	6.2572e-01	0.676	25.473	344.555422	4.500	26.8965	6.6818	1021.1015	21.0804	21.0804	6.5358	91.106	7.17379	7.18037	27.0435	2.0143e-02	6.7813	1021.1174	21.0963	25.6892	30.1797	34.5698	38.8612	9.7932e-04	6.6784e-06	27.0234	26971.0415	22
5.047	6.9813	0.2622	5.9397e-01	0.667	26.377	344.555433	5.000	27.4454	6.9809	1021.5000	21.4766	21.4766	6.4518	90.896	7.09804	7.10430	27.5936	1.8779e-02	7.0765	1021.5151	21.4917	26.0729	30.5521	34.9310	39.2118	9.7894e-04	6.2994e-06	27.5748	28149.2732	22
5.552	7.1551	0.2315	5.8260e-01	0.710	27.347	344.555444	5.500	27.8039	7.1546	1021.7628	21.7372	21.7371	6.4099	90.885	7.05272	7.05882	27.9529	1.7887e-02	7.2472	1021.7774	21.7518	26.3259	30.7982	35.1705	39.4449	9.7869e-04	6.0504e-06	27.9351	28830.5308	24
6.056	7.3244	0.2235	5.6858e-01	0.778	28.442	344.555457	6.000	28.1070	7.3239	1021.9820	21.9540	21.9540	6.2884	89.690	7.01116	7.01706	28.2567	1.7134e-02	7.4138	1021.9962	21.9682	26.5359	31.0018	35.3681	39.6366	9.7848e-04	5.8432e-06	28.2396	29495.8659	28
6.561	7.4363	0.2157	5.5267e-01	0.695	29.556	344.555469	6.500	28.3027	7.4358	1022.1238	22.0935	22.0934	6.1438	87.968	6.98407	6.98985	28.4528	1.6648e-02	7.5240	1022.1376	22.1074	26.6708	31.1327	35.4950	39.7596	9.7834e-04	5.7100e-06	28.4362	29935.6448	25
7.066	7.5781	0.2077	5.1108e-01	0.695	30.558	344.555481	7.000	28.5142	7.5775	1022.2737	22.2411	22.2411	6.1039	87.806	6.95166	6.95726	28.6647	1.6122e-02	7.6639	1022.2873	22.2547	26.8131	31.2701	35.6276	39.8877	9.7820e-04	5.5691e-06	28.6486	30494.2294	23
7.570	7.8187	0.1882	4.6874e-01	0.698	31.512	344.555492	7.500	28.9626	7.8180	1022.5959	22.5611	22.5610	6.0714	88.079	6.89321	6.89853	29.1142	1.5007e-02	7.8999	1022.6088	22.5740	27.1233	31.5713	35.9202	40.1719	9.7789e-04	5.2638e-06	29.0992	31436.2667	23
8.075	7.9814	0.1639	4.5065e-01	0.685	32.461	344.555503	8.000	29.2960	7.9807	1022.8376	22.8005	22.8004	6.0743	88.641	6.85269	6.85784	29.4483	1.4179e-02	8.0589	1022.8501	22.8130	27.3558	31.7976	36.1405	40.3863	9.7766e-04	5.0354e-06	29.4341	32070.9680	23
8.580	7.8683	0.1468	4.2890e-01	0.661	33.491	344.555515	8.500	29.1253	7.8675	1022.7214	22.6820	22.6819	6.1363	89.215	6.87814	6.88344	29.2773	1.4603e-02	7.9474	1022.7341	22.6946	27.2415	31.6872	36.0338	40.2833	9.7777e-04	5.1486e-06	29.2627	31625.8368	27
9.084	7.6702	0.1140	4.6523e-01	0.688	34.680	344.555529	9.000	29.0140	7.6694	1022.6629	22.6211	22.6210	6.0820	87.958	6.91445	6.92010	29.1657	1.4880e-02	7.7493	1022.6757	22.6339	27.1863	31.6374	35.9893	40.2438	9.7783e-04	5.2067e-06	29.1508	30835.2923	29
9.589	7.8265	0.0947	4.4425e-01	0.691	35.793	344.555542	9.500	29.3903	7.8257	1022.9395	22.8954	22.8953	5.9833	87.058	6.87279	6.87830	29.5428	1.3944e-02	7.9014	1022.9517	22.9077	27.4534	31.8982	36.2438	40.4924	9.7756e-04	4.9451e-06	29.5289	31442.2492	24
10.094	7.9866	0.0845	3.9837e-01	0.701	36.732	344.555552	10.000	29.8198	7.9857	1023.2567	23.2104	23.2103	5.9317	86.866	6.82857	6.83395	29.9732	1.2877e-02	8.0561	1023.2683	23.2220	27.7607	32.1985	36.5375	40.7797	9.7726e-04	4.6450e-06	29.9604	32060.0371	22
10.598	8.2613	0.0937	3.6390e-01	0.765	37.636	344.555563	10.500	30.3423	8.2603	1023.6301	23.5815	23.5814	5.8635	86.698	6.76307	6.76813	30.4970	1.1578e-02	8.3245	1023.6409	23.5923	28.1206	32.5484	36.8776	41.1103	9.7691e-04	4.2915e-06	30.4854	33131.1760	22
11.103	8.3591	0.0928	3.6771e-01	0.727	38.646	344.555575	11.000	30.5054	8.3580	1023.7462	23.6954	23.6952	5.7812	85.762	6.74094	6.74587	30.6604	1.1172e-02	8.4203	1023.7567	23.7060	28.2308	32.6551	36.9810	41.2106	9.7680e-04	4.1832e-06	30.6493	33513.8387	26
11.608	8.4796	0.0852	3.4589e-01	0.715	39.816	344.555588	11.500	30.7547	8.4785	1023.9262	23.8731	23.8730	5.6610	84.342	6.71185	6.71665	30.9103	1.0552e-02	8.5375	1023.9363	23.8833	28.4035	32.8233	37.1448	41.3701	9.7662e-04	4.0142e-06	30.8998	33981.5385	30
12.113	8.7062	0.0799	3.3682e-01	0.733	40.981	344.555602	12.000	31.1676	8.7050	1024.2183	24.1631	24.1629	5.5660	83.575	6.65989	6.66441	31.3241	9.5263e-03	8.7585	1024.2279	24.1726	28.6845	33.0962	37.4100	41.6278	9.7635e-04	3.7384e-06	31.3145	34863.7376	25
12.617	8.9196	0.0800	2.7298e-01	0.732	41.965	344.555613	12.500	31.3815	8.9183	1024.3559	24.2984	24.2982	5.4893	82.932	6.61904	6.62322	31.5385	8.9945e-03	8.9693	1024.3651	24.3076	28.8131	33.2186	37.5262	41.7382	9.7622e-04	3.6099e-06	31.5295	35705.2349	23
13.122	9.0704	0.0728	2.7859e-01	0.739	42.892	344.555624	13.000	31.5967	9.0691	1024.5034	24.4436	24.4434	5.3786	81.646	6.58766	6.59163	31.7542	8.4597e-03	9.1171	1024.5123	24.4526	28.9530	33.3536	37.6566	41.8640	9.7607e-04	3.4720e-06	31.7457	36295.4750	22
13.627	9.2602	0.0687	2.6072e-01	0.754	43.841	344.555635	13.500	31.8695	9.2588	1024.6894	24.6275	24.6273	5.2764	80.575	6.54845	6.55215	32.0275	7.7816e-03	9.3029	1024.6979	24.6360	29.1301	33.5247	37.8218	42.0235	9.7590e-04	3.2974e-06	32.0198	37037.2522	24
14.131	9.3341	0.0747	2.2723e-01	0.778	44.922	344.555647	14.000	31.9446	9.3326	1024.7388	24.6746	24.6744	5.1997	79.572	6.53458	6.53817	32.1028	7.5948e-03	9.3757	1024.7472	24.6830	29.1750	33.5674	37.8624	42.0621	9.7585e-04	3.2527e-06	32.0952	37327.8628	28
14.636	9.6650	0.0534	2.0484e-01	0.749	46.108	344.555661	14.500	32.3498	9.6634	1025.0044	24.9381	24.9378	5.1150	79.053	6.47035	6.47345	32.5089	6.5876e-03	9.7006	1025.0122	24.9459	29.4275	33.8100	38.0953	42.2857	9.7560e-04	3.0027e-06	32.5023	38624.7178	27
15.141	9.8517	0.0516	1.9937e-01	0.744	47.156	344.555673	15.000	32.5874	9.8500	1025.1619	25.0934	25.0931	5.0964	79.210	6.43399	6.43682	32.7471	5.9969e-03	9.8836	1025.1693	25.1008	29.5766	33.9533	38.2332	42.4183	9.7545e-04	2.8555e-06	32.7411	39355.0884	24
15.646	9.9826	0.0453	1.9814e-01	0.740	48.103	344.555684	15.500	32.7903	9.9809	1025.3008	25.2300	25.2297	5.0708	79.140	6.40731	6.40996	32.9504	5.4926e-03	10.0111	1025.3079	25.2371	29.7086	34.0812	38.3569	42.5382	9.7532e-04	2.7259e-06	32.9449	39864.2733	22
16.150	10.0486	0.0434	1.9992e-01	0.737	49.051	344.555695	16.000	32.9405	10.0468	1025.4093	25.3363	25.3360	5.0344	78.762	6.39192	6.39451	33.1010	5.1192e-03	10.0745	1025.4161	25.3432	29.8121	34.1822	38.4556	42.6345	9.7521e-04	2.6252e-06	33.0959	40117.1271	24
16.655	10.0577	0.0346	1.9495e-01	0.745	50.115	344.555707	16.500	32.9900	10.0559	1025.4486	25.3733	25.3730	5.0189	78.561	6.38863	6.39121	33.1505	4.9963e-03	10.0827	1025.4553	25.3801	29.8485	34.2180	38.4909	42.6694	9.7518e-04	2.5902e-06	33.1455	40149.9001	27
17.160	10.0799	0.0294	1.9712e-01	0.746	51.281	344.555721	17.000	33.0864	10.0780	1025.5224	25.4449	25.4445	5.0265	78.765	6.38160	6.38418	33.2472	4.7567e-03	10.1031	1025.5290	25.4515	29.9186	34.2871	38.5589	42.7362	9.7511e-04	2.5225e-06	33.2424	40231.4322	28
17.664	10.1083	0.0271	1.8765e-01	0.774	52.363	344.555733	17.500	33.2171	10.1063	1025.6219	25.5421	25.5418	5.0073	78.578	6.37234	6.37491	33.3782	4.4318e-03	10.1290	1025.6282	25.5484	30.0141	34.3810	38.6513	42.8272	9.7501e-04	2.4304e-06	33.3737	40334.8734	24
18.169	10.0994	0.0241	1.9163e-01	0.750	53.329	344.555745	18.000	33.2412	10.0973	1025.6445	25.5624	25.5621	4.9786	78.126	6.37258	6.37518	33.4023	4.3718e-03	10.1196	1025.6507	25.5687	30.0344	34.4013	38.6716	42.8476	9.7499e-04	2.4112e-06	33.3980	40297.3502	23
