Latitude	Longitude	PrDM	T090C	FlECO-AFL	TimeS	TimeJ	DepSM	Sal00	Potemp090C	Density00	Sigma-é00	Sigma-t00	Sbeox0ML/L	Sbeox0PS	OxsolML/L	OxsatML/L	Gsw_saA0	Gsw_deltasaA0	Gsw_ctA0	Gsw_densityA0	Gsw_sigma0A0	Gsw_sigma1A0	Gsw_sigma2A0	Gsw_sigma3A0	Gsw_sigma4A0	Gsw_specvolA0	Gsw_svolanomA0	Gsw_srA0	Gsw_ieA0	Nbin
58.24740	11.28964	1.009	7.0309	0.7908	8.283	344.509297	1.000	28.9387	7.0308	1022.6490	22.6443	22.6443	5.4143	77.121	7.02057	7.02752	29.0902	1.5067e-02	7.1071	1022.6616	22.6570	27.2254	31.6920	36.0590	40.3280	9.7784e-04	5.1837e-06	29.0752	28271.4304	14
58.24738	11.28962	1.514	7.0345	0.8277	9.878	344.509316	1.500	28.9407	7.0344	1022.6525	22.6455	22.6454	5.5793	79.478	7.01989	7.02684	29.0922	1.5062e-02	7.1106	1022.6651	22.6581	27.2264	31.6930	36.0598	40.3288	9.7784e-04	5.1827e-06	29.0772	28285.5235	28
58.24738	11.28962	2.019	7.0351	0.8672	10.600	344.509324	2.000	28.9461	7.0349	1022.6589	22.6496	22.6496	5.6106	79.928	7.01954	7.02649	29.0976	1.5048e-02	7.1111	1022.6716	22.6623	27.2305	31.6970	36.0638	40.3327	9.7783e-04	5.1788e-06	29.0826	28287.5247	11
58.24737	11.28957	2.523	7.0311	0.8901	17.541	344.509404	2.500	28.9383	7.0309	1022.6556	22.6440	22.6439	5.5233	78.674	7.02056	7.02751	29.0898	1.5068e-02	7.1071	1022.6683	22.6566	27.2250	31.6917	36.0586	40.3277	9.7783e-04	5.1842e-06	29.0747	28271.5559	15
58.24732	11.28944	3.028	7.0174	0.8771	46.979	344.509745	3.000	28.9113	7.0172	1022.6384	22.6244	22.6244	5.1823	73.780	7.02404	7.03100	29.0627	1.5135e-02	7.0937	1022.6511	22.6372	27.2061	31.6733	36.0407	40.3103	9.7785e-04	5.2029e-06	29.0476	28217.9337	18
58.24732	11.28944	3.533	7.0253	0.8784	48.340	344.509761	3.500	28.9377	7.0250	1022.6606	22.6443	22.6442	5.1990	74.043	7.02153	7.02849	29.0893	1.5069e-02	7.1012	1022.6733	22.6570	27.2255	31.6923	36.0594	40.3286	9.7783e-04	5.1840e-06	29.0742	28248.0114	22
58.24732	11.28944	4.038	7.0419	0.8869	49.346	344.509773	4.000	28.9962	7.0415	1022.7068	22.6882	22.6881	5.2485	74.806	7.01613	7.02309	29.1479	1.4924e-02	7.1171	1022.7194	22.7008	27.2684	31.7344	36.1007	40.3691	9.7779e-04	5.1421e-06	29.1329	28311.3712	25
58.24732	11.28944	4.542	7.0538	0.9286	50.296	344.509784	4.500	29.0597	7.0534	1022.7575	22.7366	22.7365	5.3332	76.067	7.01126	7.01823	29.2115	1.4766e-02	7.1283	1022.7700	22.7490	27.3159	31.7812	36.1467	40.4144	9.7774e-04	5.0960e-06	29.1967	28356.0014	21
58.24732	11.28944	5.047	7.1132	0.9083	51.107	344.509793	5.000	29.3311	7.1128	1022.9657	22.9424	22.9423	5.4361	77.779	6.98915	6.99613	29.4835	1.4091e-02	7.1844	1022.9778	22.9545	27.5178	31.9796	36.3418	40.6063	9.7754e-04	4.8998e-06	29.4694	28579.9915	19
58.24732	11.28944	5.552	7.1633	0.8699	52.021	344.509804	5.500	29.6133	7.1628	1023.1834	23.1579	23.1578	5.6301	80.802	6.96817	6.97519	29.7663	1.3390e-02	7.2308	1023.1950	23.1694	27.7294	32.1879	36.5469	40.8083	9.7733e-04	4.6945e-06	29.7529	28765.4063	27
58.24732	11.28942	6.056	7.4089	0.9003	53.568	344.509821	6.000	30.9011	7.4084	1024.1655	24.1376	24.1376	6.0030	87.371	6.87062	6.87775	31.0569	1.0189e-02	7.4597	1024.1749	24.1471	28.6913	33.1344	37.4785	41.7256	9.7640e-04	3.7617e-06	31.0468	29679.4028	42
58.24732	11.28941	6.561	7.6237	0.8460	54.963	344.509838	6.500	32.0095	7.6231	1025.0092	24.9791	24.9791	6.6784	98.398	6.78748	6.79468	32.1678	7.4336e-03	7.6593	1025.0167	24.9867	29.5173	33.9473	38.2787	42.5134	9.7559e-04	2.9621e-06	32.1604	30476.1283	25
58.24732	11.28940	7.066	7.7238	0.7634	55.804	344.509847	7.000	32.3250	7.7231	1025.2453	25.2130	25.2129	7.4936	110.883	6.75805	6.76517	32.4840	6.6494e-03	7.7550	1025.2523	25.2200	29.7459	34.1713	38.4982	42.7286	9.7537e-04	2.7401e-06	32.4774	30857.9124	17
58.24732	11.28940	7.570	7.7111	0.6565	56.448	344.509855	7.500	32.3661	7.7104	1025.2817	25.2471	25.2470	8.0395	118.960	6.75818	6.76536	32.5252	6.5472e-03	7.7416	1025.2886	25.2540	29.7798	34.2053	38.5322	42.7625	9.7533e-04	2.7078e-06	32.5187	30804.5621	15
58.24732	11.28940	8.075	7.7514	0.6584	57.201	344.509863	8.000	32.4231	7.7506	1025.3231	25.2862	25.2861	8.7148	129.120	6.74948	6.75660	32.5824	6.4054e-03	7.7811	1025.3299	25.2930	29.8175	34.2415	38.5672	42.7963	9.7530e-04	2.6708e-06	32.5760	30962.1321	23
58.24732	11.28940	8.580	7.7948	0.6611	58.525	344.509879	8.500	32.4802	7.7940	1025.3641	25.3249	25.3248	10.9138	161.921	6.74032	6.74736	32.6396	6.2635e-03	7.8237	1025.3708	25.3316	29.8546	34.2773	38.6015	42.8294	9.7526e-04	2.6342e-06	32.6334	31132.4017	37
58.24732	11.28940	9.085	7.7926	0.5633	59.835	344.509894	9.000	32.6118	7.7918	1025.4701	25.4286	25.4284	12.7944	189.973	6.73486	6.74197	32.7715	5.9363e-03	7.8195	1025.4766	25.4350	29.9571	34.3789	38.7022	42.9292	9.7516e-04	2.5359e-06	32.7656	31115.5593	26
58.24731	11.28939	9.589	7.8546	0.5868	60.872	344.509906	9.500	32.6731	7.8537	1025.5117	25.4679	25.4677	12.6778	188.580	6.72271	6.72971	32.8330	5.7839e-03	7.8806	1025.5181	25.4742	29.9944	34.4143	38.7359	42.9612	9.7512e-04	2.4987e-06	32.8272	31359.4783	23
58.24730	11.28938	10.094	7.9048	0.5240	61.728	344.509916	10.000	32.6979	7.9038	1025.5262	25.4801	25.4800	11.9519	178.015	6.71399	6.72089	32.8578	5.7224e-03	7.9305	1025.5326	25.4864	30.0053	34.4239	38.7441	42.9682	9.7510e-04	2.4872e-06	32.8521	31558.7077	19
58.24730	11.28938	10.599	7.9196	0.5174	62.588	344.509926	10.500	32.7081	7.9186	1025.5344	25.4860	25.4858	11.2979	168.340	6.71128	6.71816	32.8680	5.6970e-03	7.9452	1025.5407	25.4923	30.0107	34.4289	38.7488	42.9725	9.7509e-04	2.4817e-06	32.8623	31617.2406	25
58.24730	11.28938	11.103	7.9461	0.4735	63.983	344.509942	11.000	32.7232	7.9450	1025.5448	25.4941	25.4939	10.5258	156.946	6.70660	6.71342	32.8832	5.6594e-03	7.9714	1025.5511	25.5004	30.0181	34.4355	38.7547	42.9777	9.7509e-04	2.4742e-06	32.8775	31722.1742	38
58.24730	11.28936	11.608	7.9719	0.4513	65.257	344.509957	11.500	32.7737	7.9708	1025.5830	25.5300	25.5298	9.9575	148.605	6.70049	6.70728	32.9338	5.5339e-03	7.9964	1025.5892	25.5362	30.0529	34.4694	38.7877	43.0098	9.7505e-04	2.4402e-06	32.9283	31821.9511	23
58.24730	11.28936	12.113	8.0818	0.4260	66.076	344.509966	12.000	32.9890	8.0806	1025.7382	25.6829	25.6828	9.3648	140.307	6.67450	6.68115	33.1496	4.9988e-03	8.1032	1025.7441	25.6888	30.2014	34.6138	38.9282	43.1465	9.7490e-04	2.2953e-06	33.1446	32248.1875	18
58.24730	11.28936	12.618	8.1259	0.3794	66.775	344.509974	12.500	33.1036	8.1246	1025.8240	25.7664	25.7662	9.0275	135.488	6.66291	6.66950	33.2644	4.7139e-03	8.1455	1025.8296	25.7720	30.2827	34.6934	39.0060	43.2226	9.7482e-04	2.2163e-06	33.2597	32417.0018	16
58.24730	11.28936	13.122	8.2093	0.3263	67.505	344.509983	13.000	33.2758	8.2080	1025.9490	25.8892	25.8890	8.7205	131.274	6.64295	6.64944	33.4370	4.2858e-03	8.2263	1025.9544	25.8946	30.4020	34.8096	39.1192	43.3329	9.7470e-04	2.1000e-06	33.4328	32739.6966	20
58.24730	11.28935	13.627	8.2392	0.2746	68.711	344.509997	13.500	33.3640	8.2378	1026.0160	25.9539	25.9537	8.6182	129.896	6.63469	6.64115	33.5254	4.0667e-03	8.2548	1026.0212	25.9591	30.4652	34.8715	39.1798	43.3923	9.7464e-04	2.0388e-06	33.5213	32853.2963	40
58.24730	11.28934	14.132	8.2203	0.2648	70.330	344.510015	14.000	33.4284	8.2189	1026.0717	26.0073	26.0071	8.1846	123.360	6.63472	6.64125	33.5900	3.9065e-03	8.2348	1026.0767	26.0124	30.5184	34.9246	39.2329	43.4454	9.7459e-04	1.9883e-06	33.5861	32773.5523	33
58.24730	11.28934	14.636	8.2213	0.2553	71.556	344.510030	14.500	33.5010	8.2198	1026.1308	26.0641	26.0639	7.7161	116.357	6.63144	6.63800	33.6627	3.7260e-03	8.2346	1026.1357	26.0690	30.5745	34.9802	39.2879	43.4999	9.7453e-04	1.9345e-06	33.6590	32772.6905	27
58.24730	11.28934	15.141	8.2268	0.2410	72.492	344.510040	15.000	33.5358	8.2253	1026.1596	26.0906	26.0904	7.6407	115.259	6.62911	6.63567	33.6976	3.6395e-03	8.2396	1026.1644	26.0955	30.6006	35.0058	39.3133	43.5249	9.7450e-04	1.9095e-06	33.6940	32792.5097	18
58.24730	11.28932	15.646	8.2388	0.2324	73.145	344.510048	15.500	33.5634	8.2373	1026.1817	26.1104	26.1102	7.5153	113.419	6.62614	6.63269	33.7252	3.5711e-03	8.2511	1026.1865	26.1152	30.6198	35.0247	39.3316	43.5428	9.7448e-04	1.8909e-06	33.7216	32838.4596	14
58.24730	11.28932	16.151	8.2600	0.2787	73.701	344.510054	16.000	33.6023	8.2584	1026.2114	26.1379	26.1376	7.3966	111.709	6.62131	6.62784	33.7643	3.4742e-03	8.2716	1026.2161	26.1426	30.6465	35.0505	39.3567	43.5672	9.7445e-04	1.8650e-06	33.7608	32920.3165	13
58.24730	11.28932	16.655	8.3113	0.2599	74.336	344.510062	16.500	33.6472	8.3097	1026.2411	26.1653	26.1651	7.2403	109.506	6.61176	6.61819	33.8092	3.3627e-03	8.3222	1026.2458	26.1700	30.6723	35.0749	39.3797	43.5889	9.7443e-04	1.8391e-06	33.8058	33122.5273	19
58.24730	11.28931	17.160	8.2915	0.2312	76.293	344.510084	17.000	33.6579	8.2898	1026.2548	26.1767	26.1765	6.9777	105.496	6.61425	6.62073	33.8199	3.3361e-03	8.3021	1026.2595	26.1814	30.6841	35.0870	39.3922	43.6017	9.7441e-04	1.8284e-06	33.8166	33042.2006	31
58.24730	11.28930	17.665	8.2613	0.2324	77.631	344.510100	17.500	33.6693	8.2596	1026.2706	26.1902	26.1899	6.7611	102.159	6.61823	6.62478	33.8314	3.3077e-03	8.2717	1026.2752	26.1948	30.6981	35.1017	39.4074	43.6174	9.7440e-04	1.8157e-06	33.8281	32920.8812	19
58.24730	11.28930	18.170	8.2520	0.2426	78.409	344.510109	18.000	33.6736	8.2502	1026.2777	26.1950	26.1947	6.6876	101.030	6.61943	6.62600	33.8357	3.2971e-03	8.2623	1026.2823	26.1996	30.7031	35.1068	39.4127	43.6228	9.7439e-04	1.8113e-06	33.8324	32883.2218	19
58.24728	11.28930	18.674	8.2437	0.2493	79.282	344.510119	18.500	33.6897	8.2418	1026.2939	26.2088	26.2085	6.6255	100.084	6.61997	6.62657	33.8518	3.2572e-03	8.2536	1026.2984	26.2134	30.7170	35.1207	39.4267	43.6369	9.7437e-04	1.7982e-06	33.8485	32848.7835	23
58.24728	11.28930	19.179	8.2473	0.2358	80.289	344.510131	19.000	33.6984	8.2454	1026.3024	26.2151	26.2148	6.5878	99.528	6.61906	6.62565	33.8605	3.2355e-03	8.2571	1026.3070	26.2197	30.7231	35.1267	39.4326	43.6427	9.7437e-04	1.7924e-06	33.8573	32862.3970	25
58.24728	11.28930	19.684	8.2467	0.2475	81.248	344.510142	19.500	33.7056	8.2447	1026.3106	26.2209	26.2206	6.4998	98.202	6.61884	6.62544	33.8678	3.2175e-03	8.2563	1026.3151	26.2254	30.7288	35.1324	39.4383	43.6483	9.7436e-04	1.7870e-06	33.8646	32859.1475	21
58.24728	11.28930	20.188	8.2602	0.2579	82.094	344.510151	20.000	33.7264	8.2582	1026.3271	26.2352	26.2349	6.4455	97.423	6.61595	6.62252	33.8886	3.1658e-03	8.2694	1026.3316	26.2397	30.7426	35.1458	39.4512	43.6608	9.7434e-04	1.7735e-06	33.8854	32911.5142	20
