Latitude	Longitude	PrDM	T090C	FlECO-AFL	TimeS	TimeJ	DepSM	Sal00	Potemp090C	Density00	Sigma-é00	Sigma-t00	Sbeox0ML/L	Sbeox0PS	OxsolML/L	OxsatML/L	Gsw_saA0	Gsw_deltasaA0	Gsw_ctA0	Gsw_densityA0	Gsw_sigma0A0	Gsw_sigma1A0	Gsw_sigma2A0	Gsw_sigma3A0	Gsw_sigma4A0	Gsw_specvolA0	Gsw_svolanomA0	Gsw_srA0	Gsw_ieA0	Nbin
58.32716	11.55153	68.732	7.8348	0.0793	0.479	345.604230	68.082	34.4321	7.8280	1027.1663	26.8533	26.8523	3.6902	55.500	6.64891	6.65679	34.5959	1.4116e-03	7.8280	1027.1692	26.8561	31.3636	35.7713	40.0810	44.2948	9.7355e-04	1.1974e-06	34.5945	31149.6971	24
58.32718	11.55162	68.734	7.8358	0.0747	1.479	345.604242	68.084	34.4323	7.8290	1027.1664	26.8533	26.8523	3.6892	55.487	6.64876	6.65663	34.5961	1.4111e-03	7.8290	1027.1692	26.8561	31.3636	35.7713	40.0809	44.2947	9.7355e-04	1.1974e-06	34.5947	31153.5075	24
58.32718	11.55162	68.729	7.8379	0.0905	2.479	345.604253	68.079	34.4324	7.8311	1027.1661	26.8530	26.8520	3.6941	55.564	6.64843	6.65630	34.5961	1.4110e-03	7.8311	1027.1689	26.8559	31.3633	35.7709	40.0805	44.2942	9.7355e-04	1.1977e-06	34.5947	31162.1503	24
58.32718	11.55162	68.726	7.8366	0.0910	3.479	345.604265	68.076	34.4323	7.8298	1027.1662	26.8531	26.8521	3.6992	55.638	6.64863	6.65651	34.5960	1.4113e-03	7.8298	1027.1690	26.8560	31.3635	35.7711	40.0807	44.2945	9.7355e-04	1.1976e-06	34.5946	31156.8720	24
58.32718	11.55162	68.732	7.8330	0.0818	4.479	345.604276	68.082	34.4321	7.8262	1027.1666	26.8536	26.8526	3.6950	55.571	6.64917	6.65706	34.5959	1.4115e-03	7.8262	1027.1695	26.8564	31.3640	35.7717	40.0814	44.2952	9.7355e-04	1.1972e-06	34.5945	31142.6454	24
58.32718	11.55162	68.733	7.8318	0.0768	5.479	345.604288	68.083	34.4324	7.8250	1027.1670	26.8540	26.8530	3.6952	55.572	6.64935	6.65723	34.5962	1.4109e-03	7.8250	1027.1698	26.8568	31.3644	35.7721	40.0819	44.2957	9.7355e-04	1.1968e-06	34.5947	31137.7095	24
58.32718	11.55164	68.728	7.8307	0.0757	6.479	345.604300	68.078	34.4322	7.8239	1027.1670	26.8539	26.8530	3.6903	55.498	6.64953	6.65742	34.5960	1.4114e-03	7.8239	1027.1698	26.8568	31.3644	35.7722	40.0819	44.2958	9.7355e-04	1.1968e-06	34.5945	31133.1356	24
58.32718	11.55164	68.730	7.8276	0.1266	7.479	345.604311	68.080	34.4323	7.8208	1027.1676	26.8545	26.8535	3.6892	55.477	6.64999	6.65788	34.5961	1.4112e-03	7.8208	1027.1704	26.8573	31.3650	35.7728	40.0827	44.2966	9.7355e-04	1.1963e-06	34.5946	31120.8422	24
58.32718	11.55164	68.729	7.8259	0.0828	8.479	345.604323	68.079	34.4323	7.8191	1027.1678	26.8547	26.8538	3.7116	55.812	6.65025	6.65814	34.5961	1.4111e-03	7.8191	1027.1706	26.8576	31.3653	35.7732	40.0831	44.2970	9.7355e-04	1.1960e-06	34.5947	31113.9598	24
58.32718	11.55164	68.723	7.8237	0.0742	9.479	345.604334	68.073	34.4321	7.8170	1027.1680	26.8549	26.8539	3.7211	55.952	6.65058	6.65849	34.5959	1.4116e-03	7.8169	1027.1708	26.8578	31.3656	35.7734	40.0834	44.2974	9.7355e-04	1.1958e-06	34.5945	31105.2448	24
