Latitude	Longitude	PrDM	T090C	FlECO-AFL	TimeS	TimeJ	DepSM	Sal00	Potemp090C	Density00	Sigma-é00	Sigma-t00	Sbeox0ML/L	Sbeox0PS	OxsolML/L	OxsatML/L	Gsw_saA0	Gsw_deltasaA0	Gsw_ctA0	Gsw_densityA0	Gsw_sigma0A0	Gsw_sigma1A0	Gsw_sigma2A0	Gsw_sigma3A0	Gsw_sigma4A0	Gsw_specvolA0	Gsw_svolanomA0	Gsw_srA0	Gsw_ieA0	Nbin
58.26042	11.44590	2.019	5.0720	1.1526	53.079	344.704955	2.000	18.9030	5.0719	1014.9448	14.9352	14.9352	8.6200	109.623	7.86327	7.86784	19.0321	4.0013e-02	5.2301	1014.9735	14.9639	19.6631	24.2572	28.7478	33.1368	9.8524e-04	1.2595e-05	18.9921	20778.0886	14
58.26042	11.44590	2.523	5.0769	1.1361	54.132	344.704967	2.500	18.9259	5.0768	1014.9650	14.9530	14.9530	8.5637	108.937	7.86111	7.86569	19.0551	3.9956e-02	5.2349	1014.9936	14.9816	19.6805	24.2743	28.7646	33.1533	9.8523e-04	1.2578e-05	19.0152	20797.3574	26
58.26042	11.44590	3.028	5.0911	1.1746	55.277	344.704980	3.000	19.0008	5.0910	1015.0254	15.0111	15.0110	8.3193	105.919	7.85443	7.85904	19.1302	3.9769e-02	5.2488	1015.0539	15.0395	19.7375	24.3302	28.8196	33.2074	9.8517e-04	1.2522e-05	19.0904	20852.5921	29
58.26042	11.44590	3.533	5.2052	1.1667	56.461	344.704994	3.500	19.5993	5.2050	1015.4914	15.4746	15.4746	8.2957	106.339	7.80139	7.80622	19.7300	3.8282e-02	5.3599	1015.5188	15.5021	20.1920	24.7770	29.2587	33.6391	9.8472e-04	1.2073e-05	19.6917	21296.1963	27
58.26042	11.44590	4.038	5.4121	1.1731	57.600	344.705007	4.000	20.6163	5.4119	1016.2797	16.2606	16.2606	8.3847	108.762	7.70943	7.71460	20.7493	3.5754e-02	5.5617	1016.3055	16.2864	20.9624	25.5338	30.0024	34.3700	9.8396e-04	1.1313e-05	20.7136	22101.7506	27
58.26042	11.44590	4.542	5.9516	1.1135	58.618	344.705019	4.500	23.3958	5.9513	1018.4230	18.4017	18.4017	8.3844	112.235	7.47126	7.47722	23.5350	2.8845e-02	6.0816	1018.4443	18.4230	23.0624	27.5981	32.0320	36.3660	9.8189e-04	9.2498e-06	23.5062	24177.4632	22
58.26042	11.44590	5.047	6.5380	1.0353	59.520	344.705029	5.000	26.4491	6.5376	1020.7685	20.7451	20.7450	8.4940	117.659	7.21926	7.22589	26.5951	2.1255e-02	6.6413	1020.7851	20.7617	25.3617	29.8591	34.2558	38.5538	9.7964e-04	6.9994e-06	26.5738	26411.9976	21
58.26042	11.44590	5.552	7.0453	0.9383	60.396	344.705039	5.500	28.0877	7.0448	1021.9991	21.9734	21.9733	8.8954	126.053	7.05781	7.06428	28.2373	1.7182e-02	7.1324	1022.0131	21.9875	26.5621	31.0349	35.4077	39.6825	9.7846e-04	5.8248e-06	28.2202	28372.5549	22
58.26042	11.44590	6.056	7.3241	0.8058	61.368	344.705051	6.000	28.7860	7.3236	1022.5152	22.4872	22.4872	9.5978	137.511	6.98007	6.98632	28.9371	1.5446e-02	7.4042	1022.5282	22.5003	27.0627	31.5236	35.8849	40.1486	9.7797e-04	5.3341e-06	28.9217	29457.5069	25
58.26042	11.44590	6.561	7.5353	0.7156	62.479	344.705063	6.500	29.2362	7.5348	1022.8434	22.8132	22.8131	10.4458	150.839	6.92586	6.93189	29.3884	1.4327e-02	7.6106	1022.8558	22.8256	27.3795	31.8321	36.1854	40.4413	9.7765e-04	5.0232e-06	29.3741	30281.3519	28
58.26042	11.44590	7.066	7.9087	0.6583	63.570	344.705076	7.000	30.2771	7.9081	1023.6122	23.5798	23.5797	10.8542	159.149	6.82031	6.82606	30.4316	1.1740e-02	7.9712	1023.6229	23.5905	28.1276	32.5639	36.9013	41.1419	9.7692e-04	4.2927e-06	30.4198	31721.0864	24
