Latitude	Longitude	PrDM	T090C	FlECO-AFL	TimeS	TimeJ	DepSM	Sal00	Potemp090C	Density00	Sigma-é00	Sigma-t00	Sbeox0ML/L	Sbeox0PS	OxsolML/L	OxsatML/L	Gsw_saA0	Gsw_deltasaA0	Gsw_ctA0	Gsw_densityA0	Gsw_sigma0A0	Gsw_sigma1A0	Gsw_sigma2A0	Gsw_sigma3A0	Gsw_sigma4A0	Gsw_specvolA0	Gsw_svolanomA0	Gsw_srA0	Gsw_ieA0	Nbin
58.35916	11.59460	2.019	8.0242	0.6765	61.930	345.460450	2.000	29.2926	8.0240	1022.8014	22.7921	22.7921	5.9782	87.319	6.84607	6.85113	29.4450	1.4187e-02	8.1027	1022.8138	22.8046	27.3464	31.7872	36.1291	40.3741	9.7770e-04	5.0427e-06	29.4308	32245.7830	14
58.35917	11.59460	2.523	8.2652	0.5305	62.927	345.460462	2.500	29.8181	8.2650	1023.1817	23.1702	23.1701	6.0563	89.255	6.78554	6.79035	29.9715	1.2881e-02	8.3372	1023.1934	23.1819	27.7140	32.1455	36.4784	40.7146	9.7733e-04	4.6823e-06	29.9587	33182.1284	24
58.35918	11.59460	3.028	8.4871	0.3995	63.936	345.460474	3.000	30.3393	8.4868	1023.5602	23.5464	23.5463	6.1167	90.901	6.72903	6.73363	30.4939	1.1585e-02	8.5522	1023.5711	23.5573	28.0804	32.5031	36.8274	41.0554	9.7697e-04	4.3241e-06	30.4824	34040.3289	24
58.35918	11.59461	3.533	9.0048	0.3116	64.922	345.460485	3.500	31.4508	9.0045	1024.3554	24.3393	24.3392	6.0104	91.019	6.60363	6.60767	31.6079	8.8224e-03	9.0546	1024.3645	24.3484	28.8514	33.2545	37.5599	41.7696	9.7622e-04	3.5696e-06	31.5991	36045.8612	24
58.35918	11.59462	4.038	9.5068	0.3057	65.927	345.460497	4.000	32.1028	9.5063	1024.7888	24.7705	24.7704	6.1643	94.794	6.50320	6.50651	32.2614	7.2015e-03	9.5474	1024.7970	24.7787	29.2656	33.6532	37.9435	42.1386	9.7580e-04	3.1598e-06	32.2542	38012.9836	24
58.35918	11.59462	4.542	9.5080	0.2979	66.955	345.460509	4.500	32.2245	9.5075	1024.8862	24.8656	24.8655	6.3905	98.347	6.49784	6.50119	32.3834	6.8990e-03	9.5464	1024.8941	24.8735	29.3595	33.7461	38.0356	42.2299	9.7571e-04	3.0696e-06	32.3765	38009.2776	25
58.35918	11.59462	5.047	9.5380	0.2681	67.959	345.460520	5.000	32.5602	9.5374	1025.1459	25.1230	25.1229	6.5950	101.783	6.47953	6.48296	32.7198	6.0647e-03	9.5706	1025.1532	25.1303	29.6132	33.9968	38.2833	42.4748	9.7546e-04	2.8253e-06	32.7137	38105.7966	24
58.35919	11.59462	5.552	9.5875	0.2156	68.983	345.460532	5.500	32.6870	9.5869	1025.2392	25.2141	25.2140	6.9838	107.990	6.46721	6.47059	32.8469	5.7494e-03	9.6180	1025.2464	25.2212	29.7020	34.0837	38.3683	42.5579	9.7538e-04	2.7390e-06	32.8412	38294.8505	25
58.35920	11.59462	6.056	9.7996	0.1500	70.031	345.460544	6.000	32.8384	9.7990	1025.3251	25.2977	25.2975	7.5104	116.790	6.43097	6.43400	32.9986	5.3731e-03	9.8279	1025.3320	25.3046	29.7797	34.1557	38.4349	42.6194	9.7529e-04	2.6598e-06	32.9932	39132.8619	25
58.35920	11.59462	6.561	9.9675	0.1348	71.058	345.460556	6.500	32.9344	9.9668	1025.3746	25.3449	25.3448	8.2253	128.454	6.40348	6.40622	33.0949	5.1344e-03	9.9944	1025.3814	25.3517	29.8224	34.1943	38.4694	42.6499	9.7525e-04	2.6151e-06	33.0897	39797.3027	24
58.35920	11.59462	7.066	10.0281	0.1114	72.057	345.460568	7.000	33.0558	10.0273	1025.4614	25.4295	25.4293	8.8117	137.899	6.39006	6.39272	33.2165	4.8328e-03	10.0529	1025.4680	25.4361	29.9046	34.2743	38.5473	42.7259	9.7516e-04	2.5350e-06	33.2117	40030.9119	24
58.35920	11.59462	7.571	10.0585	0.0939	73.073	345.460580	7.500	33.1864	10.0576	1025.5605	25.5263	25.5262	9.4050	147.404	6.38050	6.38315	33.3474	4.5080e-03	10.0808	1025.5669	25.5327	29.9997	34.3678	38.6393	42.8164	9.7507e-04	2.4432e-06	33.3429	40142.4742	25
58.35920	11.59462	8.075	10.1261	0.0740	74.088	345.460591	8.000	33.3219	10.1252	1025.6571	25.6206	25.6205	9.6339	151.343	6.36560	6.36817	33.4832	4.1714e-03	10.1460	1025.6632	25.6268	30.0913	34.4570	38.7263	42.9011	9.7498e-04	2.3539e-06	33.4790	40402.8123	24
58.35920	11.59464	8.580	10.1100	0.0588	75.079	345.460603	8.500	33.3553	10.1090	1025.6882	25.6495	25.6493	9.3273	146.507	6.36645	6.36907	33.5167	4.0882e-03	10.1293	1025.6943	25.6555	30.1201	34.4860	38.7553	42.9303	9.7495e-04	2.3267e-06	33.5126	40335.8770	23
58.35920	11.59464	9.085	10.0742	0.0717	76.082	345.460614	9.000	33.3550	10.0732	1025.6963	25.6553	25.6551	9.3619	146.936	6.37142	6.37411	33.5164	4.0890e-03	10.0934	1025.7023	25.6613	30.1267	34.4933	38.7634	42.9390	9.7494e-04	2.3213e-06	33.5123	40192.5068	25
58.35920	11.59464	9.589	10.1084	0.0707	77.113	345.460626	9.500	33.4076	10.1073	1025.7338	25.6906	25.6904	9.1256	143.380	6.36454	6.36718	33.5691	3.9582e-03	10.1266	1025.7398	25.6965	30.1608	34.5263	38.7953	42.9700	9.7491e-04	2.2879e-06	33.5652	40325.2957	25
58.35920	11.59464	10.094	10.1542	0.0610	78.135	345.460638	10.000	33.4490	10.1530	1025.7607	25.7151	25.7149	8.6461	136.019	6.35654	6.35911	33.6106	3.8553e-03	10.1716	1025.7666	25.7210	30.1840	34.5483	38.8161	42.9896	9.7488e-04	2.2648e-06	33.6067	40504.8362	24
58.35920	11.59464	10.599	10.1591	0.0367	79.139	345.460650	10.500	33.5367	10.1579	1025.8305	25.7827	25.7825	8.3761	131.860	6.35230	6.35489	33.6984	3.6375e-03	10.1748	1025.8362	25.7884	30.2506	34.6142	38.8813	43.0542	9.7481e-04	2.2009e-06	33.6948	40517.6759	24
58.35920	11.59464	11.104	10.1170	0.0253	80.162	345.460662	11.000	33.6713	10.1157	1025.9450	25.8949	25.8947	8.1906	128.933	6.35262	6.35533	33.8334	3.3028e-03	10.1302	1025.9504	25.9003	30.3625	34.7260	38.9930	43.1658	9.7471e-04	2.0946e-06	33.8301	40339.4934	25
