Latitude	Longitude	PrDM	T090C	FlECO-AFL	TimeS	TimeJ	DepSM	Sal00	Potemp090C	Density00	Sigma-é00	Sigma-t00	Sbeox0ML/L	Sbeox0PS	OxsolML/L	OxsatML/L	Gsw_saA0	Gsw_deltasaA0	Gsw_ctA0	Gsw_densityA0	Gsw_sigma0A0	Gsw_sigma1A0	Gsw_sigma2A0	Gsw_sigma3A0	Gsw_sigma4A0	Gsw_specvolA0	Gsw_svolanomA0	Gsw_srA0	Gsw_ieA0	Nbin
58.15860	11.31700	3.028	7.1995	0.7279	15.516	344.557228	3.000	29.5280	7.1992	1023.1001	23.0861	23.0861	6.3915	91.750	6.96620	6.97309	29.6808	1.3602e-02	7.2687	1023.1119	23.0979	27.6576	32.1159	36.4747	40.7359	9.7741e-04	4.7625e-06	29.6672	28916.6723	24
58.15860	11.31698	3.533	7.2638	0.7031	19.075	344.557269	3.500	29.7057	7.2635	1023.2338	23.2175	23.2175	6.3012	90.694	6.94776	6.95460	29.8589	1.3160e-02	7.3309	1023.2453	23.2290	27.7858	32.2413	36.5973	40.8558	9.7728e-04	4.6373e-06	29.8458	29164.9542	28
58.15860	11.31690	4.038	7.2764	0.7094	32.937	344.557430	4.000	29.7638	7.2760	1023.2802	23.2616	23.2615	6.1693	88.856	6.94309	6.94994	29.9171	1.3016e-02	7.3427	1023.2915	23.2729	27.8290	32.2837	36.6390	40.8969	9.7724e-04	4.5954e-06	29.9041	29212.2790	17
58.15860	11.31690	4.542	7.7075	0.6930	33.622	344.557438	4.500	31.6246	7.7071	1024.6859	24.6651	24.6650	6.0311	88.800	6.79172	6.79855	31.7822	8.3902e-03	7.7492	1024.6941	24.6733	29.2049	33.6359	37.9681	42.2037	9.7590e-04	3.2602e-06	31.7738	30835.0348	21
58.15860	11.31690	5.047	7.7132	0.6296	34.625	344.557449	5.000	31.6403	7.7127	1024.6997	24.6766	24.6765	6.0525	89.138	6.79015	6.79697	31.7978	8.3513e-03	7.7546	1024.7079	24.6848	29.2162	33.6469	37.9789	42.2143	9.7589e-04	3.2493e-06	31.7895	30856.5234	31
58.15862	11.31690	5.552	7.9732	0.4865	37.034	344.557477	5.500	32.7188	7.9727	1025.5118	25.4864	25.4863	5.9598	88.916	6.70282	6.70958	32.8787	5.6704e-03	7.9991	1025.5181	25.4927	30.0098	34.4267	38.7454	42.9678	9.7512e-04	2.4807e-06	32.8731	31832.7108	26
58.15862	11.31690	6.056	8.1144	0.4923	38.055	344.557489	6.000	33.2232	8.1138	1025.8895	25.8619	25.8618	5.9830	89.842	6.65943	6.66610	33.3843	4.4166e-03	8.1328	1025.8949	25.8673	30.3773	34.7873	39.0994	43.3154	9.7476e-04	2.1246e-06	33.3799	32366.3018	16
58.15862	11.31689	6.561	8.1310	0.4503	38.602	344.557495	6.500	33.2554	8.1303	1025.9146	25.8847	25.8846	6.0302	90.604	6.65556	6.66221	33.4165	4.3366e-03	8.1488	1025.9199	25.8900	30.3994	34.8088	39.1203	43.3358	9.7474e-04	2.1031e-06	33.4122	32430.3487	12
58.15862	11.31686	7.066	8.1716	0.4522	39.064	344.557501	7.000	33.2838	8.1709	1025.9332	25.9010	25.9009	6.0342	90.763	6.64825	6.65482	33.4450	4.2660e-03	8.1890	1025.9385	25.9063	30.4145	34.8229	39.1332	43.3477	9.7472e-04	2.0878e-06	33.4408	32590.6051	10
58.15862	11.31686	7.570	8.1288	0.3693	39.491	344.557506	7.500	33.2675	8.1281	1025.9290	25.8945	25.8944	6.0308	90.616	6.65536	6.66202	33.4287	4.3065e-03	8.1464	1025.9343	25.8998	30.4092	34.8186	39.1300	43.3454	9.7472e-04	2.0940e-06	33.4244	32420.5436	10
