Latitude	Longitude	PrDM	T090C	FlECO-AFL	TimeS	TimeJ	DepSM	Sal00	Potemp090C	Density00	Sigma-é00	Sigma-t00	Sbeox0ML/L	Sbeox0PS	OxsolML/L	OxsatML/L	Gsw_saA0	Gsw_deltasaA0	Gsw_ctA0	Gsw_densityA0	Gsw_sigma0A0	Gsw_sigma1A0	Gsw_sigma2A0	Gsw_sigma3A0	Gsw_sigma4A0	Gsw_specvolA0	Gsw_svolanomA0	Gsw_srA0	Gsw_ieA0	Nbin
58.36185	11.57374	2.019	6.5270	0.6370	59.263	345.485964	2.000	25.6569	6.5268	1020.1342	20.1248	20.1248	5.4829	75.549	7.25780	7.26402	25.8010	2.3224e-02	6.6405	1020.1520	20.1427	24.7491	29.2527	33.6555	37.9593	9.8024e-04	7.5935e-06	25.7778	26408.6289	13
58.36188	11.57374	2.523	7.4433	0.5772	60.284	345.485976	2.500	27.3387	7.4431	1021.3470	21.3354	21.3353	5.2626	74.886	7.02751	7.03279	27.4866	1.9044e-02	7.5446	1021.3625	21.3508	25.9215	30.3905	34.7596	39.0310	9.7908e-04	6.4345e-06	27.4676	30017.6618	25
58.36188	11.57374	3.028	7.8156	0.5261	61.308	345.485987	3.000	27.9876	7.8153	1021.8110	21.7970	21.7970	5.2065	75.046	6.93768	6.94255	28.1370	1.7431e-02	7.9113	1021.8255	21.8115	26.3683	30.8236	35.1796	39.4382	9.7864e-04	5.9930e-06	28.1196	31481.6048	24
58.36188	11.57374	3.533	7.8981	0.4817	62.311	345.485999	3.500	28.1040	7.8978	1021.8936	21.8773	21.8772	5.2192	75.428	6.91934	6.92410	28.2537	1.7141e-02	7.9928	1021.9079	21.8917	26.4455	30.8981	35.2514	39.5074	9.7856e-04	5.9163e-06	28.2365	31806.9905	24
58.36188	11.57374	4.038	7.8369	0.4643	63.320	345.486011	4.000	28.0123	7.8365	1021.8322	21.8136	21.8135	5.2855	76.234	6.93316	6.93800	28.1617	1.7369e-02	7.9324	1021.8467	21.8281	26.3841	30.8388	35.1941	39.4520	9.7862e-04	5.9773e-06	28.1444	31565.7949	24
58.36188	11.57374	4.542	8.0805	0.4566	64.332	345.486022	4.500	28.5280	8.0801	1022.2052	22.1844	22.1843	5.3031	77.174	6.87199	6.87658	28.6786	1.6088e-02	8.1703	1022.2190	22.1981	26.7445	31.1898	35.5359	39.7851	9.7826e-04	5.6232e-06	28.6625	32515.5354	25
58.36188	11.57374	5.047	8.9019	0.4292	65.339	345.486034	5.000	29.9488	8.9014	1023.2033	23.1802	23.1802	5.2697	78.849	6.68334	6.68697	30.1025	1.2556e-02	8.9757	1023.2150	23.1920	27.7085	32.1248	36.4428	40.6649	9.7731e-04	4.6731e-06	30.0900	35730.8086	24
58.36190	11.57374	5.552	9.1326	0.3537	66.345	345.486046	5.500	30.3926	9.1320	1023.5180	23.4927	23.4926	5.3907	81.312	6.62993	6.63329	30.5474	1.1453e-02	9.2004	1023.5291	23.5038	28.0117	32.4197	36.7297	40.9440	9.7701e-04	4.3755e-06	30.5360	36627.8000	24
58.36190	11.57374	6.056	9.4084	0.2868	67.362	345.486057	6.000	30.9529	9.4078	1023.9155	23.8879	23.8878	5.6086	85.426	6.56569	6.56875	31.1089	1.0060e-02	9.4682	1023.9257	23.8982	28.3958	32.7936	37.0940	41.2988	9.7663e-04	3.9993e-06	31.0988	37696.8349	24
58.36190	11.57376	6.561	9.5413	0.2458	68.373	345.486069	6.500	31.2769	9.5406	1024.1499	24.1201	24.1200	5.9429	90.972	6.53279	6.53572	31.4336	9.2546e-03	9.5961	1024.1597	24.1299	28.6221	33.0148	37.3101	41.5101	9.7641e-04	3.7785e-06	31.4244	38207.3431	24
