Latitude	Longitude	PrDM	T090C	FlECO-AFL	TimeS	TimeJ	DepSM	Sal00	Potemp090C	Density00	Sigma-é00	Sigma-t00	Sbeox0ML/L	Sbeox0PS	OxsolML/L	OxsatML/L	Gsw_saA0	Gsw_deltasaA0	Gsw_ctA0	Gsw_densityA0	Gsw_sigma0A0	Gsw_sigma1A0	Gsw_sigma2A0	Gsw_sigma3A0	Gsw_sigma4A0	Gsw_specvolA0	Gsw_svolanomA0	Gsw_srA0	Gsw_ieA0	Nbin
58.28250	11.51108	2.019	6.6088	0.9619	58.271	344.631334	2.000	27.1069	6.6086	1021.2638	21.2545	21.2544	6.2865	87.601	7.17612	7.18297	27.2543	1.9620e-02	6.7049	1021.2794	21.2700	25.8631	30.3538	34.7440	39.0356	9.7916e-04	6.5117e-06	27.2347	26665.7568	13
58.28250	11.51108	2.523	6.7359	1.0183	59.303	344.631346	2.500	27.4184	6.7357	1021.4963	21.4846	21.4846	6.3940	89.551	7.14012	7.14687	27.5665	1.8846e-02	6.8292	1021.5114	21.4997	26.0872	30.5724	34.9573	39.2438	9.7894e-04	6.2916e-06	27.5477	27162.2313	25
58.28250	11.51108	3.028	6.9369	0.9049	60.337	344.631358	3.000	27.7894	6.9367	1021.7664	21.7524	21.7524	6.3228	89.186	7.08932	7.09586	27.9384	1.7923e-02	7.0274	1021.7810	21.7669	26.3465	30.8242	35.2016	39.4810	9.7868e-04	6.0356e-06	27.9205	27953.0916	25
58.28250	11.51108	3.533	7.1228	0.9476	61.352	344.631370	3.500	28.3452	7.1225	1022.1827	22.1664	22.1663	6.1840	87.927	7.03304	7.03948	28.4954	1.6542e-02	7.2074	1022.1964	22.1801	26.7508	31.2198	35.5889	39.8602	9.7829e-04	5.6402e-06	28.4789	28671.8650	24
58.28250	11.51106	4.038	7.4237	0.9729	62.347	344.631381	4.000	29.0610	7.4234	1022.7090	22.6904	22.6903	6.0054	86.389	6.95153	6.95771	29.2128	1.4763e-02	7.5009	1022.7216	22.7030	27.2609	31.7174	36.0745	40.3341	9.7778e-04	5.1400e-06	29.1981	29843.4435	24
58.28250	11.51106	4.542	7.5535	0.8580	63.347	344.631393	4.500	29.2786	7.5531	1022.8652	22.8443	22.8442	5.9523	86.005	6.92091	6.92692	29.4309	1.4222e-02	7.6285	1022.8775	22.8566	27.4097	31.8615	36.2141	40.4693	9.7763e-04	4.9933e-06	29.4166	30352.9599	24
58.28250	11.51106	5.047	7.6468	0.7925	64.354	344.631404	5.000	29.4238	7.6463	1022.9691	22.9458	22.9458	5.8206	84.360	6.89957	6.90547	29.5764	1.3861e-02	7.7203	1022.9812	22.9579	27.5077	31.9563	36.3057	40.5579	9.7754e-04	4.8965e-06	29.5625	30719.3862	24
58.28250	11.51106	5.552	7.9404	0.7547	65.358	344.631416	5.500	30.1417	7.9399	1023.4947	23.4692	23.4691	5.7112	83.725	6.82139	6.82702	30.2959	1.2076e-02	8.0053	1023.5057	23.4802	28.0176	32.4541	36.7918	41.0327	9.7703e-04	4.3978e-06	30.2838	31856.9600	24
58.28250	11.51106	6.056	8.0522	0.5850	66.351	344.631428	6.000	30.3491	8.0516	1023.6441	23.6163	23.6162	5.7005	83.894	6.79485	6.80034	30.5037	1.1561e-02	8.1146	1023.6548	23.6270	28.1602	32.5926	36.9263	41.1634	9.7689e-04	4.2578e-06	30.4922	32293.4380	24
58.28250	11.51106	6.561	8.2805	0.5479	67.349	344.631439	6.500	30.8598	8.2799	1024.0142	23.9842	23.9841	5.6997	84.598	6.73744	6.74269	31.0156	1.0291e-02	8.3362	1024.0241	23.9941	28.5181	32.9416	37.2667	41.4954	9.7654e-04	3.9077e-06	31.0053	33177.9540	24
58.28250	11.51106	7.066	8.2677	0.5223	68.356	344.631451	7.000	31.0685	8.2670	1024.1820	24.1497	24.1496	5.7709	85.746	6.73018	6.73555	31.2248	9.7726e-03	8.3201	1024.1915	24.1592	28.6819	33.1042	37.4281	41.6557	9.7638e-04	3.7504e-06	31.2150	33113.8289	24
