PrDM	T090C	WetStar	FlSP	SeaTurbMtr	TimeS	TimeJ	DepSM	Sal00	Potemp090C	Density00	Sigma-é00	Sigma-t00	Sbeox0ML/L	Sbeox0PS	OxsolML/L	OxsatML/L	Gsw_saA0	Gsw_deltasaA0	Gsw_ctA0	Gsw_densityA0	Gsw_sigma0A0	Gsw_sigma1A0	Gsw_sigma2A0	Gsw_sigma3A0	Gsw_sigma4A0	Gsw_specvolA0	Gsw_svolanomA0	Gsw_srA0	Gsw_ieA0	Nbin
2.019	4.4257	4.5826	1.0479e+00	1.502	28.830	344.568366	2.000	13.0414	4.4256	1010.3510	10.3413	10.3413	7.7132	92.813	8.31070	8.31179	13.1575	5.4583e-02	4.6113	1010.3906	10.3808	15.1471	19.8065	24.3607	28.8116	9.8972e-04	1.7064e-05	13.1029	18307.4208	19
2.523	4.8984	1.6890	9.2577e-01	1.060	30.208	344.568382	2.500	16.5054	4.8983	1013.0655	13.0535	13.0535	7.4152	92.404	8.02473	8.02785	16.6292	4.5972e-02	5.0722	1013.0984	13.0864	17.8102	22.4283	26.9423	31.3540	9.8707e-04	1.4421e-05	16.5832	20147.6101	33
3.028	5.3012	1.0542	1.1949e+00	0.839	31.573	344.568398	3.000	18.8261	5.3010	1014.8701	14.8557	14.8557	7.2097	92.138	7.82443	7.82855	18.9551	4.0204e-02	5.4642	1014.8989	14.8845	19.5783	24.1669	28.6523	33.0363	9.8532e-04	1.2673e-05	18.9149	21712.6901	33
3.533	5.4788	0.9945	8.7364e-01	0.765	32.995	344.568414	3.500	20.0149	5.4786	1015.7974	15.7807	15.7807	7.0763	91.569	7.72783	7.73249	20.1465	3.7249e-02	5.6354	1015.8241	15.8074	20.4865	25.0609	29.5325	33.9030	9.8442e-04	1.1777e-05	20.1093	22395.9220	34
4.037	5.9209	0.8410	8.7993e-01	0.741	34.377	344.568430	4.000	22.6657	5.9206	1017.8488	17.8298	17.8298	6.8654	91.381	7.51287	7.51844	22.8033	3.0659e-02	6.0584	1017.8713	17.8523	22.4983	27.0405	31.4807	35.8208	9.8244e-04	9.8004e-06	22.7726	24084.8542	32
4.542	6.1745	0.4670	9.5387e-01	0.735	35.694	344.568446	4.500	24.4357	6.1742	1019.2207	19.1995	19.1995	6.6775	90.488	7.37941	7.38559	24.5772	2.6260e-02	6.2969	1019.2404	19.2192	23.8444	28.3663	32.7868	37.1078	9.8112e-04	8.4819e-06	24.5509	25037.1521	32
5.047	6.3620	0.4024	8.1051e-01	0.737	37.043	344.568461	5.000	25.5922	6.3617	1020.1133	20.0898	20.0898	6.5633	90.022	7.29084	7.29732	25.7362	2.3385e-02	6.4734	1020.1312	20.1077	24.7190	29.2273	33.6347	37.9429	9.8027e-04	7.6276e-06	25.7129	25741.5300	33
5.552	6.5842	0.3534	7.2210e-01	0.822	38.407	344.568477	5.500	26.4528	6.5838	1020.7683	20.7425	20.7424	6.5308	90.562	7.21150	7.21803	26.5988	2.1246e-02	6.6878	1020.7849	20.7590	25.3579	29.8542	34.2498	38.5467	9.7964e-04	7.0021e-06	26.5776	26597.5359	33
6.056	6.6254	0.3161	7.4832e-01	0.693	39.775	344.568493	6.000	26.5643	6.6249	1020.8538	20.8256	20.8256	6.5855	91.477	7.19912	7.20563	26.7106	2.0969e-02	6.7280	1020.8702	20.8420	25.4390	29.9334	34.3272	38.6224	9.7956e-04	6.9224e-06	26.6896	26758.2251	32
6.561	6.9187	0.2711	6.3586e-01	0.707	41.047	344.568507	6.500	27.3123	6.9182	1021.4100	21.3796	21.3795	6.4593	90.788	7.11464	7.12096	27.4603	1.9109e-02	7.0149	1021.4253	21.3949	25.9787	30.4603	34.8417	39.1249	9.7902e-04	6.3923e-06	27.4411	27903.2878	30
7.066	7.3163	0.2372	6.3647e-01	0.673	42.318	344.568522	7.000	28.0673	7.3157	1021.9564	21.9238	21.9237	6.2143	88.591	7.01439	7.02029	28.2169	1.7233e-02	7.4060	1021.9706	21.9380	26.5062	30.9727	35.3394	39.6084	9.7850e-04	5.8722e-06	28.1997	29464.8020	31
7.570	7.6046	0.2036	5.0787e-01	0.832	43.627	344.568537	7.500	28.5698	7.6039	1022.3161	22.2812	22.2811	6.0907	87.699	6.94500	6.95056	28.7205	1.5984e-02	7.6897	1022.3296	22.2947	26.8520	31.3080	35.6645	39.9236	9.7816e-04	5.5309e-06	28.7045	30597.3552	31
8.075	8.1132	0.1781	4.9971e-01	0.717	44.908	344.568552	8.000	29.5440	8.1125	1023.0138	22.9767	22.9766	5.9695	87.514	6.82113	6.82613	29.6968	1.3562e-02	8.1879	1023.0259	22.9888	27.5266	31.9636	36.3018	40.5431	9.7749e-04	4.8674e-06	29.6833	32586.1142	30
8.580	8.1268	0.1403	4.8790e-01	0.701	46.133	344.568566	8.500	29.7687	8.1260	1023.1903	23.1509	23.1508	5.9764	87.771	6.80906	6.81414	29.9220	1.3004e-02	8.1982	1023.2020	23.1627	27.6985	32.1335	36.4697	40.7092	9.7732e-04	4.7014e-06	29.9091	32627.0214	29
9.084	8.0964	0.1123	5.8560e-01	0.721	47.312	344.568580	9.000	30.0952	8.0956	1023.4528	23.4112	23.4110	5.9827	87.990	6.79928	6.80456	30.2493	1.2192e-02	8.1626	1023.4640	23.4223	27.9563	32.3897	36.7242	40.9621	9.7707e-04	4.4536e-06	30.2371	32484.9772	28
9.589	8.1787	0.1074	5.7722e-01	0.755	48.502	344.568594	9.500	30.3362	8.1778	1023.6324	23.5884	23.5883	5.8588	86.463	6.77597	6.78120	30.4908	1.1593e-02	8.2416	1023.6431	23.5992	28.1295	32.5592	36.8902	41.1247	9.7690e-04	4.2848e-06	30.4792	32800.5084	29
10.094	8.2302	0.0886	5.4541e-01	0.713	49.718	344.568608	10.000	30.5165	8.2292	1023.7687	23.7225	23.7224	5.7352	84.838	6.76013	6.76533	30.6715	1.1145e-02	8.2906	1023.7792	23.7330	28.2607	32.6879	37.0165	41.2487	9.7677e-04	4.1573e-06	30.6604	32995.9460	29
10.598	8.4110	0.0855	3.9229e-01	0.715	50.894	344.568621	10.500	30.7486	8.4100	1023.9266	23.8782	23.8780	5.7047	84.859	6.72254	6.72747	30.9041	1.0568e-02	8.4687	1023.9368	23.8883	28.4101	32.8315	37.1546	41.3814	9.7662e-04	4.0092e-06	30.8935	33706.9633	28
11.103	8.7944	0.0687	3.3035e-01	0.710	52.042	344.568635	11.000	31.3524	8.7933	1024.3449	24.2943	24.2942	5.6320	84.833	6.63893	6.64335	31.5093	9.0668e-03	8.8441	1024.3542	24.3036	28.8121	33.2205	37.5311	41.7458	9.7622e-04	3.6135e-06	31.5003	35205.7053	28
11.608	8.8862	0.0637	3.3208e-01	0.727	53.256	344.568649	11.500	31.4354	8.8850	1024.3985	24.3456	24.3454	5.6231	84.920	6.62166	6.62592	31.5925	8.8605e-03	8.9350	1024.4076	24.3547	28.8605	33.2664	37.5744	41.7866	9.7617e-04	3.5648e-06	31.5836	35568.2487	30
12.113	8.7996	0.0628	3.0711e-01	0.766	54.456	344.568663	12.000	31.4242	8.7984	1024.4051	24.3499	24.3497	5.5935	84.304	6.63493	6.63936	31.5812	8.8885e-03	8.8482	1024.4142	24.3590	28.8669	33.2747	37.5846	41.7987	9.7617e-04	3.5608e-06	31.5723	35221.8722	27
12.617	8.9206	0.0516	3.3697e-01	0.738	55.617	344.568676	12.500	31.5859	8.9193	1024.5156	24.4581	24.4579	5.4884	83.030	6.61012	6.61438	31.7433	8.4866e-03	8.9670	1024.5245	24.4670	28.9709	33.3749	37.6811	41.8916	9.7606e-04	3.4581e-06	31.7348	35695.9907	28
13.122	8.9893	0.0492	2.7563e-01	0.749	56.770	344.568689	13.000	31.7573	8.9879	1024.6415	24.5818	24.5816	5.4125	82.099	6.59271	6.59690	31.9151	8.0604e-03	9.0330	1024.6501	24.5904	29.0914	33.4927	37.7962	42.0042	9.7594e-04	3.3407e-06	31.9071	35959.5410	28
13.627	9.2170	0.0485	2.2773e-01	0.737	57.914	344.568703	13.500	32.1340	9.2156	1024.9029	24.8410	24.8408	5.2981	80.966	6.54356	6.54745	32.2927	7.1240e-03	9.2551	1024.9109	24.8490	29.3422	33.7358	38.0319	42.2327	9.7570e-04	3.0946e-06	32.2855	36846.3683	28
14.131	9.4757	0.0497	2.1656e-01	0.755	59.142	344.568717	14.000	32.3992	9.4742	1025.0715	25.0074	25.0071	5.2124	80.250	6.49516	6.49865	32.5585	6.4648e-03	9.5099	1025.0791	25.0150	29.5004	33.8866	38.1755	42.3693	9.7553e-04	2.9368e-06	32.5520	37863.5714	30
14.636	9.6227	0.0408	2.0292e-01	0.741	60.412	344.568732	14.500	32.5733	9.6211	1025.1860	25.1197	25.1194	5.1786	80.078	6.46694	6.47021	32.7329	6.0321e-03	9.6543	1025.1933	25.1270	29.6080	33.9897	38.2743	42.4641	9.7543e-04	2.8303e-06	32.7269	38439.9607	30
15.141	9.7826	0.0329	1.9175e-01	0.749	61.583	344.568745	15.000	32.7475	9.7809	1025.2982	25.2296	25.2294	5.1570	80.114	6.43712	6.44014	32.9075	5.5991e-03	9.8115	1025.3053	25.2367	29.7129	34.0900	38.3701	42.5556	9.7532e-04	2.7261e-06	32.9019	39067.2000	27
15.646	9.8831	0.0265	1.8967e-01	0.752	62.765	344.568759	15.500	32.9223	9.8814	1025.4203	25.3496	25.3493	5.1084	79.623	6.41580	6.41869	33.0827	5.1645e-03	9.9089	1025.4272	25.3564	29.8291	34.2028	38.4797	42.6620	9.7520e-04	2.6125e-06	33.0776	39456.4200	30
16.150	9.8372	0.0214	1.8399e-01	0.759	64.015	344.568773	16.000	32.9002	9.8354	1025.4130	25.3399	25.3397	5.0935	79.299	6.42313	6.42611	33.0606	5.2194e-03	9.8633	1025.4198	25.3468	29.8206	34.1955	38.4735	42.6568	9.7521e-04	2.6217e-06	33.0554	39274.2396	30
16.655	9.9211	0.0183	1.8849e-01	0.761	65.283	344.568788	16.500	33.0949	9.9192	1025.5533	25.4780	25.4777	5.0648	79.096	6.40338	6.40626	33.2556	4.7356e-03	9.9438	1025.5598	25.4845	29.9551	34.3268	38.6017	42.7821	9.7508e-04	2.4909e-06	33.2509	39595.6026	30
17.160	9.9878	0.0194	1.8439e-01	0.766	66.516	344.568802	17.000	33.1948	9.9859	1025.6224	25.5449	25.5446	5.0297	78.712	6.38997	6.39276	33.3558	4.4872e-03	10.0088	1025.6287	25.5512	30.0196	34.3892	38.6621	42.8406	9.7501e-04	2.4276e-06	33.3513	39855.1351	30
17.664	10.0336	0.0176	1.8149e-01	0.764	67.742	344.568816	17.500	33.3037	10.0316	1025.7020	25.6223	25.6219	4.9831	78.115	6.37914	6.38188	33.4650	4.2164e-03	10.0527	1025.7082	25.6284	30.0950	34.4629	38.7341	42.9110	9.7494e-04	2.3544e-06	33.4608	40030.1316	29
18.169	10.0662	0.0176	1.7638e-01	0.761	68.966	344.568831	18.000	33.3828	10.0642	1025.7605	25.6785	25.6781	4.9654	77.932	6.37140	6.37411	33.5442	4.0200e-03	10.0838	1025.7665	25.6845	30.1498	34.5164	38.7865	42.9621	9.7488e-04	2.3012e-06	33.5402	40154.3912	29
